geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00071229,70.3,7.6,22.2
E00071230,65.3,9.5,25.2
E00071232,57.2,20.4,22.4
E00071233,65.4,13.3,21.4
E00071234,69,14.5,16.5
E00071235,54.4,20.5,25.1
E00071236,78.1,10.8,11.1
E00071238,55.8,21.7,22.5
E00071302,76,3.1,21
E00071303,80.3,0.3,19.3
E00071304,77.6,3.9,18.4
E00071308,80.8,0.3,18.9
E00071311,83.9,1.9,14.2
E00071313,73.5,0,26.5
E00071314,66.4,4,29.6
E00071316,76.4,5.5,18.1
E00071317,56.8,13.6,29.7
E00071318,51.1,4.5,44.3
E00071319,58.4,10,31.7
E00071320,59.2,2.3,38.5
E00071321,56.8,10.2,33
E00071322,50.9,6,43.1
E00071323,54.2,8.5,37.3
E00071325,64.9,6.3,28.8
E00071326,63.6,6.4,30
E00071327,62.1,2.1,35.8
E00071328,63.1,1.2,35.7
E00071330,64.9,0.8,34.3
E00071331,69.5,2.6,27.9
E00071372,87.7,2,10.3
E00071373,81.9,2.7,15.5
E00071375,86.5,3.8,9.7
E00071378,89.1,1.6,9.4
E00071380,58.4,11.1,30.4
E00071381,85.4,4.3,10.2
E00071439,72.2,2.6,25.1
E00071440,86.1,0.3,13.6
E00071441,80.8,6.5,12.7
E00071444,84.6,1.6,13.8
E00071445,84.1,3.9,12
E00071448,85.4,2.4,12.3
E00071450,81.1,1,17.9
E00071451,87,1.4,11.6
E00071452,89.1,1.3,9.6
E00071453,84.6,2.4,13
E00071454,87.5,0.3,12.2
E00071455,84.5,2.4,13.1
E00071456,80.6,5.3,14.1
E00071457,70.9,3.6,25.5
E00071462,65.9,9.1,25.1
E00071463,79.8,3.4,16.9
E00071464,79.2,2.3,18.5
E00071465,72.3,4.1,23.6
E00071466,87.9,2.2,9.9
E00071470,78.4,3.1,18.5
E00071477,76.1,6.2,17.7
E00071487,78.2,4.8,16.9
E00071488,79.8,6.7,13.5
E00071489,50.7,6.7,42.7
E00071490,70,5.3,24.7
E00071491,85,3.9,11.1
E00071492,81.8,5.6,12.5
E00071493,84.6,5.3,10.1
E00071494,59.2,10.5,30.4
E00071496,79.3,3.7,17
E00071497,69.9,2.4,27.7
E00071498,62.1,6.7,31.2
E00071499,47.6,10.6,41.8
E00071500,89.7,3.9,6.4
E00071501,87.6,2.2,10.2
E00071502,80,0.4,19.6
E00071512,83.7,3.1,13.2
E00071514,72.3,2.3,25.4
E00071515,68.2,0.4,31.4
E00071518,75,6.2,18.8
E00071520,55.5,9,35.5
E00071523,71.3,2.2,26.6
E00071526,80.4,1,18.6
E00071530,48.9,9.2,42
E00071531,59,5.9,35.1
E00071535,82.2,5,12.7
E00071680,55,7.8,37.2
E00071681,44.3,5.7,50
E00071682,48.8,10.6,40.6
E00071684,49.3,5.5,45.1
E00071685,60.6,12.6,26.8
E00071686,52.5,2.7,44.8
E00071687,50,7.5,42.5
E00071688,58.3,2,39.7
E00071689,40.2,15.7,44.1
E00071690,57,9.8,33.2
E00071692,67.3,2.8,29.9
E00071693,42.8,7.9,49.4
E00071694,47.1,8.3,44.6
E00071697,55.2,8,36.8
E00071698,43.6,6.7,49.7
E00071699,66.4,10.8,22.8
E00071701,88.4,0.7,10.9
E00146873,87.5,1,11.6
E00146874,79.7,1.6,18.7
E00146875,65.4,3.7,30.8
E00146876,65.5,0.4,34.1
E00146877,77.3,2.3,20.3
E00146878,89.9,1.7,8.4
E00146879,85.3,0.6,14.1
E00146880,71.3,1.9,26.7
E00146881,72.9,0.4,26.8
E00146882,80.8,1.3,17.9
E00146883,83.1,1.4,15.5
E00146884,83.8,1.1,15.1
E00146885,82.3,1.5,16.2
E00146886,68.2,2.4,29.4
E00146887,80.5,0.3,19.1
E00146888,66.4,1.5,32
E00146889,63.5,3.6,32.9
E00146890,85.2,1,13.8
E00146897,80.5,0.5,19
E00146898,79.9,0.8,19.2
E00146900,81.1,0.4,18.4
E00146917,82,0.5,17.5
E00146935,83.3,2.4,14.3
E00146937,90.3,0.5,9.2
E00146938,79,1,20
E00146940,88.5,0.7,10.7
