geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00071229,5,0.6,0.6,92.3,1.5
E00071230,12.8,2.8,7.8,76.3,0.3
E00071232,17.6,5.4,5.7,70.2,1.2
E00071233,37.4,7.5,1.2,52.4,1.5
E00071234,29.5,6.7,2.3,61.5,0
E00071235,29.2,2.6,3.5,62.4,2.3
E00071236,25.4,0.9,3.2,70.5,0
E00071238,21.8,7.1,7.1,59.6,4.5
E00071302,0.4,0.4,0,98.5,0.8
E00071303,0,0,1,98,1
E00071304,0.4,0,1.6,98,0
E00071308,3,0,0.7,96.4,0
E00071311,1.3,0.3,1.9,96.5,0
E00071313,0.4,0.9,5.1,93.2,0.4
E00071314,2.2,0,1.8,96,0
E00071316,3.7,3.4,1.5,90.5,0.9
E00071317,2.5,3.5,7.3,85.4,1.3
E00071318,1.9,4.5,4.9,88.3,0.4
E00071319,0.4,4.6,3.9,91.1,0
E00071320,0,1.5,6.1,91.6,0.8
E00071321,0,3.8,1.4,94.5,0.3
E00071322,1.4,6,3.2,89.4,0
E00071323,1.2,1.2,1.8,95.7,0
E00071325,0,4,0,96,0
E00071326,1.4,2.4,3.1,93.2,0
E00071327,2.8,0.6,4,92.6,0
E00071328,2,0.4,3.9,93.7,0
E00071330,2,0,1.6,96.4,0
E00071331,0,0,1.3,97,1.7
E00071372,5.9,0.8,2,91.3,0
E00071373,2.2,0,1.3,93.8,2.7
E00071375,1.4,2.8,1.7,93.4,0.7
E00071378,0,1.2,2.7,94.9,1.2
E00071380,5.6,4.9,2,86.8,0.7
E00071381,3,1.9,2.4,92.7,0
E00071439,0.4,2.2,1.8,95.5,0
E00071440,2,0.3,3.4,94.2,0
E00071441,1.5,1,4,92,1.5
E00071444,2.4,1.2,3.9,92.2,0.4
E00071445,2.6,0,1,94.8,1.6
E00071448,0.5,0.5,0.5,98.1,0.5
E00071450,0,1.6,0,98.4,0
E00071451,0,0,0.7,98.9,0.4
E00071452,2,1,1.3,95.8,0
E00071453,2.1,0,1.3,95.8,0.8
E00071454,0.8,0,2.9,96.3,0
E00071455,4.3,0,0.4,94.5,0.8
E00071456,6.7,0,2.3,89.6,1.3
E00071457,3.2,1,2.6,91.9,1.3
E00071462,1.1,3,1.7,93.5,0.7
E00071463,2,1.4,3.1,93.5,0
E00071464,8.9,0,2.3,87.4,1.3
E00071465,3.4,0,0.3,95.9,0.3
E00071466,7.6,0.8,1.2,90.3,0
E00071470,4.1,0,0.3,94.4,1.3
E00071477,0,2.2,2.2,95.6,0
E00071487,9.9,1.4,0.8,87.9,0
E00071488,13.7,0.3,2.1,82.3,1.6
E00071489,2.1,1.9,5,89.7,1.3
E00071490,2.4,0.8,3.7,92.7,0.4
E00071491,5.9,0,0,92.5,1.6
E00071492,10.1,3.2,2.2,82.3,2.2
E00071493,9.6,0.6,2.3,85,2.5
E00071494,3.7,3.7,3.5,89,0
E00071496,3.9,1.8,3.5,90.8,0
E00071497,2.4,0,3.4,94.2,0
E00071498,1.7,1.2,3.5,93.3,0.3
E00071499,2.7,1.6,1.6,94,0
E00071500,13.5,0.3,4.5,81.7,0
E00071501,6.7,0,1.6,90.1,1.6
E00071502,2.7,0.4,1.5,95.4,0
E00071512,2,0,4.7,91.9,1.3
E00071514,0,0,1.2,98.8,0
E00071515,0,0,0.8,99.2,0
E00071518,0.8,0.8,2.3,95.8,0.4
E00071520,0.6,3.7,0,95.7,0
E00071523,0.6,0.3,2.8,95.9,0.3
E00071526,1,0,0.3,98.7,0
E00071530,0.8,6.9,2.8,89.1,0.5
E00071531,0.3,4.2,3.1,92.4,0
E00071535,3.8,1.2,1.5,92.7,0.8
E00071680,1.5,2.6,2,91.4,2.4
E00071681,3.9,6.5,2.2,85.4,2
E00071682,2.1,8.6,5.6,83.5,0.2
E00071684,0.8,3.7,4.8,90.2,0.5
E00071685,0,9.6,3,86.1,1.3
E00071686,0.3,0.6,3,95.9,0.3
E00071687,1.8,3,5.1,90.1,0
E00071688,2.7,5.9,4.7,85.9,0.8
E00071689,0,10.4,1.4,86,2.2
E00071690,0.4,4.3,1.6,93.8,0
E00071692,1.4,2.6,4.4,91.5,0.2
E00071693,0.3,4.7,2.8,92.2,0
E00071694,2.8,2.4,6.1,88.7,0
E00071697,1.6,4.4,2,91.6,0.4
E00071698,1.3,4.8,1,92.7,0.3
E00071699,3,3.8,7,85.4,0.8
E00071701,0,1.8,0,98.2,0
E00146873,0.5,0,1,98.6,0
E00146874,0.4,0.2,2.5,96.2,0.7
E00146875,0.6,0.3,0,98.4,0.6
E00146876,0,0,0,100,0
E00146877,0,0,0,99.7,0.3
E00146878,0.3,0,1.1,98.6,0
E00146879,3.4,0,1.7,94.8,0
E00146880,0,0,0,100,0
E00146881,0.4,0,0,99.6,0
E00146882,1.6,0.3,1.3,96.9,0
E00146883,0,0,1.4,98.4,0.2
E00146884,0.7,0,0,99.3,0
E00146885,0,0,1.5,98.5,0
E00146886,0,0.6,1.8,97.3,0.3
E00146887,0.3,0.7,1,98,0
E00146888,0.4,0,0.8,98.8,0
E00146889,0.3,0,0.3,99,0.3
E00146890,0.3,0,0,99.7,0
E00146897,0,0.2,0.9,98.6,0.2
E00146898,0.8,0,1.1,98.1,0
E00146900,0.9,0.4,0.4,98.3,0
E00146917,0,0,0,100,0
E00146935,0,0,0.4,98.8,0.8
E00146937,3.1,1,2.6,93.4,0
E00146938,0,0,1.5,98.5,0
E00146940,1.1,0,1.5,97.4,0
E00146941,0.8,0,0,99,0.3
E00146942,0.2,0.2,2.1,97.2,0.2
E00146943,0,0.4,1.1,98.2,0.4
E00146944,0,0,0,100,0
E00146945,0,0.3,0,99.7,0
E00146946,0,0,1.8,98.2,0
E00146947,0.6,0.3,0.9,97.4,0.9
E00146948,0,0.3,0.3,99.4,0
E00146949,0.5,0,0,99.5,0
E00146950,0,0,0.6,99.4,0
E00147332,0,0.3,1,98.7,0
E00147333,0.6,0,2.3,97.1,0
E00147334,0,0.4,2.6,96.7,0.4
E00147335,0,1.4,1,97.3,0.3
E00147336,0.3,0,1.4,97.9,0.3
E00147337,0,0.3,1,98.6,0
E00147338,0.7,0,1.4,97.9,0
E00147339,0.3,0,0.3,99.1,0.3
E00147340,1,0.3,0,97.1,1.6
E00147341,0.4,0.4,2.8,96.4,0
E00147342,0,0,0.3,99.7,0
E00147343,0,0,0.3,99.4,0.3
E00147344,0.3,0,2.1,95.9,1.7
E00147345,1.7,0,0.3,97.9,0
E00147346,0,0.8,1.2,98,0
E00147347,0,0,1.2,97.1,1.7
E00147348,0.6,0,0,99.4,0
E00147365,2.9,0.4,0.4,93.9,2.4
E00147404,1.4,0.4,1.4,96.1,0.7
E00147408,0,0,0,100,0
E00147409,0,0,0.4,99.6,0
E00147410,0.9,0,1.7,97.4,0
E00147411,1,0,2,97.1,0
E00147419,19,0,1.2,79.8,0
E00147420,0.6,0,1.2,98.1,0
E00147421,0.7,0,0.7,98.5,0
E00147422,1.3,0,0.6,98.1,0
E00147423,0.6,0,2.8,96.5,0
E00147424,1.8,0.3,2.8,94.5,0.6
E00147425,3,0.4,0.4,96.2,0
E00147447,0,0,1.6,98.4,0
E00147448,0.6,0,2.2,96.8,0.3
E00147468,0.5,0.2,2.1,96.4,0.7
E00147469,0.5,0,2.4,97.1,0
E00147470,1,0.2,0,98.3,0.5
E00147474,29.6,2.7,1.5,65.7,0.5
E00147475,0,0,2.4,97.6,0
E00147476,0.5,0.2,1.6,96.7,0.9
E00147477,0.6,0,2.3,97,0
E00147478,0,0,0,100,0
E00147479,0.2,0.5,0.5,98.6,0.2
E00147480,0,0,0.4,99.6,0
E00147481,0,0.4,1.2,98.5,0
E00147482,1.7,0,1.7,96.7,0
E00147484,1.9,0,1.1,96.3,0.8
E00147486,1.9,0,2.1,95.5,0.5
E00147487,5.3,0.8,1.1,92.8,0
E00147489,4.3,0,1.2,94.5,0
E00147490,1.6,0,1,96.5,1
E00147491,1,0,1.9,97.1,0
E00147492,2.5,0,1.7,94.6,1.1
E00147494,1.2,0,0.6,98.1,0
E00147495,0.3,0,0,99.4,0.3
E00147496,2.1,0,4.3,93.6,0
E00147497,0,0,0.4,98.9,0.7
E00147498,0,0,1,99,0
E00147576,0,0,1,99,0
E00147577,0.4,0,2.5,96.8,0.4
E00147578,1.1,0,0,98.9,0
E00147579,0,0,0.6,99.4,0
E00147580,0,0,0,100,0
E00147581,0.6,0.6,1.2,97,0.6
E00147582,0.2,0.2,0,99.6,0
E00147583,0,0.8,1,98.2,0
E00147602,0.7,0,2.2,96.6,0.4
E00147604,1.6,0,1,96.7,0.7
E00147605,0,0,0,100,0
E00147606,2.3,0,0.4,96.9,0.4
E00147608,3.3,0,0,96.7,0
E00147609,0.4,1.1,0.7,97.4,0.4
E00147610,0.6,0.3,1.9,97.1,0
E00147614,2.9,1.1,1.1,94.9,0
E00147633,0.9,0,0,99.1,0
E00147634,0,0,0.5,98.9,0.5
E00147635,0.4,0.4,0,99.1,0
E00147636,0,0.3,0.6,98.9,0.3
E00147637,0,0,0.7,99.3,0
E00147670,0,0,1.1,98.9,0
E00147671,0.8,0.4,0.4,98.4,0
E00147672,0,0,0,100,0
E00147673,0.6,0.6,1.2,97.3,0.3
E00147674,1.5,0,2,96.6,0
E00147675,0.2,0,0,99.5,0.2
E00147676,2.1,0,0,97.1,0.8
E00147677,0,0.4,2.2,97.4,0
E00147678,2.2,0,0,97.4,0.4
E00147679,3.4,0,2.6,94,0
E00147680,0,0,0.5,99.5,0
E00147682,0,0,0,100,0
E00147683,0,0.3,0,99.7,0
E00147684,2.5,0,2.2,95,0.3
E00147768,0.6,0.3,3.9,94.9,0.3
E00173111,9.6,2.6,6.1,79.8,1.8
E00173113,1.4,5.2,2.3,90.8,0.3
E00173116,2.3,3.8,1,92.5,0.4
E00173120,2.1,1.7,3.1,93.2,0
E00173122,5.5,4.3,3.2,85,2
E00173124,12.1,1.7,3.6,82.6,0
E00173657,5.5,4.7,2.1,87.4,0.3
E00187164,3.7,1.2,3.7,91.3,0
E00187165,6.9,5.9,4.2,82.3,0.7
E00187166,0,0,0,100,0
E00187169,2.1,0,0,97.9,0
E00187170,1.2,0.6,1.2,97,0
E00187171,14.4,1.8,5.3,77.5,1.1
E00187173,9.2,0.9,5.7,81.7,2.6
E00187176,4.7,1.1,2.1,92.1,0
E00187177,8.6,1.7,2.6,85.5,1.7
E00187180,9.2,4.2,1.9,82.5,2.2
E00187181,0.9,0.4,1.3,97,0.4
E00187182,6.4,0.9,3.9,88.8,0
E00187188,0,0.7,0,99.3,0
E00187190,7.1,4.8,5,81.9,1.2
E00187206,4.5,0,1.6,93.9,0
E00187208,6.1,6.8,5,78.8,3.3
E00187217,4.6,4,2,89.4,0
E00187218,1.1,0.8,1.9,96.2,0
E00187219,1.5,3.8,3.2,91.5,0
E00187225,0,1.1,1.5,96.3,1.1
E00187228,0.8,4.6,2.5,90.9,1.2
E00187234,5.6,1.6,3.6,88.7,0.4
E00187235,0,0,1.6,97.8,0.6
E00187236,5.6,3.2,4.4,85.8,1
E00187239,5.4,1.6,2.6,89.9,0.5
E00187242,9.7,0,2.1,88.2,0
E00187243,0.5,0,0,98.4,1.1
E00187244,2.2,1.6,0.3,94.7,1.2
E00187247,1.6,0.8,2.5,95.1,0
E00187252,0.8,1.6,1.6,96.1,0
E00187254,4.7,7.1,1.7,85.7,0.8
E00187255,1.5,4.6,5.4,86.9,1.5
E00187259,18.9,4.6,6,69.8,0.7
E00187262,0.3,1.7,3.5,92.4,2
E00187265,0.6,0,3,96.4,0
E00187267,1.7,0.7,3.6,94.1,0
E00187268,1.7,4.8,3.8,89.7,0
E00187272,1.6,3.2,4,91.1,0
E00187276,0.6,0.6,0,98.8,0
E00187286,0.7,0,2,97.3,0
E00187287,13,2.7,2.7,81.2,0.3
E00187293,7.2,2.3,2.9,86.2,1.4
E00187295,8.1,5.6,1.5,84.8,0
E00187307,5.6,4.6,3.4,86.4,0
E00187313,1,1.9,1,95.2,1
E00187318,4.2,6,3,86.9,0
E00187324,9.8,2.6,2.6,83,2
E00187331,6.6,0,4.1,89.3,0
E00187333,7.1,6.7,4.5,81.8,0
