geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00071229,41.5,32.7,9.5,16.3
E00071230,20.5,27.6,29.9,22
E00071232,9.3,16.3,34.9,39.5
E00071233,17.9,19.7,44.4,17.9
E00071234,27.3,32.8,20.3,19.5
E00071235,12,32,28.8,27.2
E00071236,33.3,44.7,8.1,13.8
E00071238,23.1,36.4,16.5,24
E00071302,38.3,37.6,6,18
E00071303,49.3,31.3,10.4,9
E00071304,60.8,30.4,0,8.8
E00071308,48.5,43.2,1.5,6.8
E00071311,36.9,40,0,23.1
E00071313,18.3,24.4,40.5,16.8
E00071314,28.6,17.3,33.1,21.1
E00071316,37.2,29.7,6.8,26.4
E00071317,17.2,19.7,23,40.2
E00071318,17.5,25,27.5,30
E00071319,23.8,9.9,35.1,31.1
E00071320,1.1,4.3,53.2,41.5
E00071321,20.9,28.7,36.4,14
E00071322,16,13,56.5,14.5
E00071323,19.2,15.4,50,15.4
E00071325,20.1,18,51.1,10.8
E00071326,18,27.3,34.4,20.3
E00071327,2.3,3.1,93.1,1.5
E00071328,41,26.2,9.8,23
E00071330,25.2,22.7,38.7,13.4
E00071331,16.5,23.5,44.3,15.7
E00071372,63.8,29.2,1.5,5.4
E00071373,59.8,25.9,2.7,11.6
E00071375,57.8,35.3,0,6.9
E00071378,64.6,31.5,1.6,2.4
E00071380,25.2,18.6,35.2,21
E00071381,57.9,28.7,2.4,11
E00071439,7.8,26.2,55.3,10.7
E00071440,28.2,55.6,0.8,15.3
E00071441,21.7,44.6,6.6,27.1
E00071444,47.1,34.7,6.6,11.6
E00071445,56.6,31,0.8,11.6
E00071448,36.9,23.8,5.7,33.6
E00071450,39.3,32.1,14.3,14.3
E00071451,39.1,40.6,2.3,18
E00071452,50,37.3,3.5,9.2
E00071453,38,50.2,4.1,7.7
E00071454,39.4,46.3,0.6,13.7
E00071455,49.6,28.7,10.1,11.6
E00071456,18.3,46.6,0.8,34.4
E00071457,33.1,32.3,14.6,20
E00071462,15.7,27.8,42.2,14.3
E00071463,34.8,43.3,6.4,15.6
E00071464,43.8,37.7,1.5,16.9
E00071465,22.8,35,25.2,17.1
E00071466,41,46.4,1.1,11.5
E00071470,35.3,38.7,12.7,13.3
E00071477,33.3,24.2,5.8,36.7
E00071487,30.7,46.7,1.5,21.2
E00071488,38.3,44.5,0,17.2
E00071489,9.2,12.7,46.5,31.7
E00071490,18.4,32,6.4,43.2
E00071491,34.4,48.4,2.5,14.8
E00071492,38.8,41.9,0,19.4
E00071493,39.2,48.5,0,12.3
E00071494,5.9,15.8,66,12.3
E00071496,22.6,32.6,27.2,17.6
E00071497,15.7,21.3,48,15
E00071498,21.5,24.2,21.5,32.9
E00071499,16.7,23.5,39.4,20.5
E00071500,35,48,0,17.1
E00071501,53.8,39.2,0.8,6.2
E00071502,43,31.6,9.6,15.8
E00071512,55,23.7,16.8,4.6
E00071514,30.8,23.9,35.9,9.4
E00071515,23.8,25.4,36.1,14.8
E00071518,33.9,35.5,0.8,29.8
E00071520,18.9,15.9,39.4,25.8
E00071523,36.5,33.6,6.6,23.4
E00071526,38.8,36.7,0,24.5
E00071530,7,2.5,65.2,25.3
E00071531,6.9,8.6,65.5,19
E00071535,37.9,37.9,5.6,18.5
E00071680,13.3,13.3,34,39.4
E00071681,13.6,9.8,35.6,40.9
E00071682,21.5,12.5,19.4,46.5
E00071684,23.1,16.5,14.9,45.5
E00071685,13.9,33.9,13.9,38.3
