areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00036144,97.4,2.2,0.4,0,0
E00036145,96.8,1.4,1.4,0,0.4
E00036166,99,1,0,0,0
E00036167,95.2,3.8,0,1,0
E00036168,95.8,3.5,0,0.7,0
E00036169,94.2,5.1,0,0.3,0.3
E00036170,94,3.4,0.8,0.8,1.1
E00036171,94.7,4.5,0.8,0,0
E00036213,97.9,2.1,0,0,0
E00036215,95.4,3.5,0.8,0,0.4
E00036216,95.4,3.4,0,0,1.2
E00036217,96.9,2.7,0,0,0.3
E00036218,97.4,1.8,0.4,0,0.4
E00036219,95.1,3.6,1.3,0,0
E00036292,95.7,3.3,0,0,1
E00036293,97.3,1.5,0.9,0,0.3
E00036294,97.3,1.2,1.5,0,0
E00036295,92,4.9,2.8,0.3,0
E00036296,96.5,3.5,0,0,0
E00036297,96.2,3.2,0,0,0.6
E00036298,96.2,3,0.6,0,0.3
E00036299,97.2,2.4,0.3,0,0
E00036300,96.6,3,0,0.4,0
E00036301,96.3,3.3,0.3,0,0
E00036302,97.2,2.1,0.7,0,0
E00036303,95.4,2.7,0.4,1.5,0
E00036304,97.8,1.9,0,0.3,0
E00036305,97.1,2.5,0.4,0,0
E00036306,96.8,2.8,0.4,0,0
E00036307,97.2,2.4,0.3,0,0
E00036308,97.4,1.1,0,0,1.5
E00036309,96.9,2.7,0,0,0.3
E00036310,97.6,1.4,0,0.3,0.7
E00036311,97,2.2,0.7,0,0
E00036312,97.1,1.8,0.4,0.7,0
E00036313,97.4,1.6,0.7,0.3,0
E00036314,96.3,2.7,0.3,0,0.7
E00036315,95.8,2.5,1.3,0,0.4
E00036316,97,1.9,0.7,0.4,0
E00036317,99.7,0.3,0,0,0
E00036318,93.4,5.3,0.7,0.7,0
E00036319,98,1.7,0.3,0,0
E00036321,98.7,0.6,0.3,0.3,0
E00036322,98.9,1.1,0,0,0
E00036323,98.5,1.1,0.4,0,0
E00036324,97.6,1.4,1,0,0
E00036325,96,2.7,0.3,0.7,0.3
E00036326,96.8,2.4,0.4,0.4,0
E00036327,97.7,1.9,0,0.4,0
E00036328,97.1,2.5,0.2,0,0.2
E00036329,95.5,3.8,0.3,0,0.3
E00036330,96,1.8,1.1,1.1,0
E00036331,98.5,1.2,0,0,0.3
E00036332,94.2,3.3,0,0,2.5
E00036333,98,0.8,0.4,0.4,0.4
E00036334,98.7,1.3,0,0,0
E00036335,95.8,2.5,0.7,0.7,0.4
E00036336,95.1,1.6,0.4,0,2.9
E00036337,96.1,3.2,0.6,0,0
E00092481,94.9,3.4,1.1,0.6,0
E00092482,92.4,3.6,0.4,3.1,0.4
E00092485,94.4,3.2,0,0.8,1.6
E00092488,95.1,3,1.1,0.4,0.4
E00092489,97,1.7,1.3,0,0
E00092492,91.7,6.3,1,1,0
E00092493,91.9,4.4,1.9,1.3,0.6
E00092494,97,2.7,0,0,0.4
E00092495,89.3,5.8,5,0,0
E00092609,95.9,3.2,0,0.5,0.5
E00092610,95.5,4.5,0,0,0
E00092611,96.4,2.8,0.6,0.3,0
E00092612,96.6,2.6,0,0.9,0
E00092613,92.2,5.2,2.1,0.5,0
E00092615,93.3,6,0.7,0,0
E00092649,91.4,8.2,0,0.4,0
E00092650,97.6,2.4,0,0,0
E00092651,96.1,1.6,0.3,1.6,0.3
E00092655,90.4,9.6,0,0,0
E00093451,89.6,3.6,2.3,1.9,2.6
E00093452,80,5.4,5.8,8.1,0.8
E00093453,67,17.5,6.7,3.9,4.9
E00093454,89.2,7.3,1.5,1.2,0.8
E00093455,93.1,2.3,3.5,0.6,0.6
E00093456,91.1,7.3,1.4,0.2,0
E00093457,90.8,5.2,1.5,1.5,0.9
E00093458,77.6,5.8,6,5.8,4.8
E00093459,80.9,7.6,2.1,4.2,5.2
E00093460,75,9.4,8.2,5.1,2.3
E00093461,77.4,8,6.6,7.3,0.7
E00093462,80.1,11.8,4.2,2.6,1.3
E00093463,97,2.4,0.7,0,0
E00093464,93.8,1.9,0.6,3.6,0
E00093465,94.9,2,2,0,1.2
E00093466,91.2,3.9,4.4,0,0.6
E00093467,92,5.5,0.9,1.4,0.3
E00093468,92.8,3.6,2.9,0.4,0.4
E00093469,95.7,2.7,0.4,1.2,0
E00093470,93.4,3.6,1.6,0.3,1
E00093471,97.5,2.2,0.4,0,0
E00093472,96.6,1.3,2.2,0,0
E00093473,92.7,4,1.1,2.2,0
E00093474,93.3,3.7,0.6,2.4,0
E00093475,94.5,4.1,0.7,0,0.7
E00093476,92.3,3.3,2.1,2.4,0
E00093477,89,4.4,1.7,3.2,1.7
E00093479,95.4,3.3,0.7,0.7,0
E00093480,94.9,2.7,2.4,0,0
E00093481,94,3.7,1.3,0.7,0.3
E00093482,94.6,3.2,0,0.6,1.6
E00093483,93.6,3.4,1.3,1.3,0.3
E00093484,97.1,2.7,0,0.3,0
E00093485,94.6,3.5,1.3,0.3,0.3
E00093486,97.6,1.4,0.7,0,0.3
E00093487,95.9,1.9,0,0.6,1.6
E00093488,95.9,3.8,0,0,0.3
E00093489,96.9,2.5,0,0,0.6
E00093490,96.7,1.9,0.5,0.8,0
E00093491,97.7,1.7,0,0,0.6
E00093492,94.4,3.6,0.7,0,1.3
E00093493,92.9,5.7,0,0.4,1.1
E00093494,94.5,4,1.1,0.4,0
E00093495,98.6,0.7,0.7,0,0
E00093496,96,2.3,0.9,0.5,0.3
E00093497,96,3.2,0.4,0.4,0
E00093498,97.4,2.3,0.4,0,0
E00093499,96,3.2,0.8,0,0
E00093500,95.5,4.1,0,0,0.4
E00093501,96.9,2.1,0.3,0,0.8
E00093502,96.9,2.7,0,0.4,0
E00093503,93.6,5,0.6,0.6,0.2
E00093504,97.4,2.3,0,0,0.3
E00093505,96.8,1.4,1.8,0,0
E00093506,99.3,0.7,0,0,0
E00093507,94.8,4.2,1,0,0
E00093508,96.7,2.7,0.3,0.3,0
E00093509,96.2,2.1,1.4,0,0.3
E00093547,93.5,5.6,0.8,0,0
E00093548,95.5,3,0,0,1.5
E00093549,94.3,3.6,0.7,1.4,0
E00093550,94.9,1.2,0.4,2.7,0.8
E00093551,93.1,5.3,0.6,0.9,0
E00093552,91.6,5.6,0,1.9,0.9
E00093553,95.7,3,0.6,0.3,0.3
E00093554,93.2,5.2,0,0.4,1.2
E00093555,93.5,3.7,1.4,0.8,0.6
E00093556,93.6,5.4,0.6,0.3,0
E00093557,97.4,2.6,0,0,0
E00093558,93,6.4,0,0.3,0.3
E00093559,92.7,3.3,0.7,2,1.3
E00093560,91.9,6,0.9,0.9,0.4
E00093561,95.2,2.2,1.1,1.1,0.4
E00093562,93,2.5,1.5,0,3
E00093563,94.2,4.3,0.4,1.1,0
E00093564,95.7,2.7,0.8,0,0.8
E00093565,93.5,3.5,0.8,2.2,0
E00093566,91.8,6.1,0.6,0.9,0.6
E00093567,96.2,2.7,1.1,0,0
E00093568,94.1,4.3,0.6,0.9,0
E00093569,96.4,3.3,0,0.3,0
E00093570,93,3.3,2,1.6,0
E00093571,96.1,3.1,0.9,0,0
E00093572,96.8,2.1,1.1,0,0
E00093573,96.5,2.2,0.9,0.3,0
E00093586,99.2,0.8,0,0,0
E00093587,95.9,4.1,0,0,0
E00093588,99.7,0.3,0,0,0
