areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00036144,29,45.8,22.4,2.8
E00036145,29.4,50.4,14.3,5.9
E00036166,18,44.4,26.3,11.3
E00036167,31,45.2,17.5,6.3
E00036168,26.3,44.9,26.3,2.5
E00036169,28.3,44.2,19.2,8.3
E00036170,22.2,47.9,24.8,5.1
E00036171,15.3,55,22.5,7.2
E00036213,10.9,43.7,30.3,15.1
E00036215,9.8,38.5,36.9,14.8
E00036216,7.3,35.5,42.7,14.5
E00036217,8.7,39.7,36.5,15.1
E00036218,3.6,45.9,34.2,16.2
E00036219,4.9,48.5,38.8,7.8
E00036292,11.3,41.7,39.3,7.7
E00036293,10.6,36.6,38.2,14.6
E00036294,6.2,40.3,40.3,13.2
E00036295,26.2,52.4,19.8,1.6
E00036296,3.1,32.8,48.4,15.6
E00036297,13.5,44.4,30.8,11.3
E00036298,3.7,39.3,45.2,11.9
E00036299,16.4,54.1,26.7,2.7
E00036300,15.8,48.1,28.6,7.5
E00036301,10.7,45.7,32.1,11.4
E00036302,13.1,42.3,31.5,13.1
E00036303,13.9,43.4,32,10.7
E00036304,18.8,38.9,31.9,10.4
E00036305,23.7,45,20.6,10.7
E00036306,15.4,39.8,35,9.8
E00036307,33.6,40.3,19.3,6.7
E00036308,15.4,48,26,10.6
E00036309,17.7,41.9,33.9,6.5
E00036310,16.1,46,29.2,8.8
E00036311,25.7,46.9,23.9,3.5
E00036312,31.7,43.9,21.1,3.3
E00036313,32.7,47.3,17.3,2.7
E00036314,27.3,38.8,28.9,5
E00036315,31.9,48.7,15,4.4
E00036316,19.5,49.6,28.3,2.7
E00036317,5.9,45.9,40,8.1
E00036318,10.5,34.7,41.1,13.7
E00036319,33.5,32.3,29.9,4.3
E00036321,14.2,37.8,39.4,8.7
E00036322,22,33.1,33.9,11
E00036323,14.7,48.8,24.8,11.6
E00036324,11.9,38.5,38.5,11
E00036325,8.4,35.3,37,19.3
E00036326,44.4,40,12.8,2.8
E00036327,7.8,44.7,34,13.6
E00036328,8.9,34.8,44.9,11.4
E00036329,6.4,40,37.6,16
E00036330,10.7,42.9,39.3,7.1
E00036331,12.5,41.2,33.8,12.5
E00036332,11.8,44.5,39.5,4.2
E00036333,9.9,40.5,38.7,10.8
E00036334,22.7,45.3,21.1,10.9
E00036335,15.7,39.8,31.5,13
E00036336,33,47.6,16.5,2.9
E00036337,18.7,48.8,27.6,4.9
E00092481,5.8,40.4,43.3,10.6
E00092482,6.4,50.5,33,10.1
E00092485,11.7,39.6,32.4,16.2
E00092488,9.1,46.3,35.5,9.1
E00092489,7.7,38.5,38.5,15.4
E00092492,5.9,42.4,40,11.8
E00092493,7.2,44.9,33.3,14.5
E00092494,6.3,25,45,23.8
E00092495,9.8,39.3,37.7,13.1
E00092609,5.6,24.7,40.4,29.2
E00092610,3.9,42.2,39.2,14.7
E00092611,5.3,25.8,39.4,29.5
E00092612,3.7,37,38.9,20.4
E00092613,5.3,28.9,40.8,25
E00092615,3.3,28.1,54.5,14
E00092649,3.2,19.1,38.3,39.4
E00092650,24.6,41.7,25.7,8
E00092651,7.6,35.9,38.2,18.3
E00092655,2.4,34.1,48.8,14.6
E00093451,28,48.3,19.6,4.2
E00093452,28.5,46.2,23.8,1.5
E00093453,44.8,41.8,12.1,1.2
E00093454,45.2,38.7,15.3,0.8
E00093455,34,40.4,22,3.5
E00093456,36.7,44.1,15.3,4
E00093457,27.3,40.6,25,7
E00093458,44.2,36.8,16.8,2.1
E00093459,43,43.7,12,1.4
E00093460,33.1,52.8,12.6,1.6
E00093461,45.1,37.6,12,5.3
E00093462,59.5,28.3,8.1,4
E00093463,35.6,43.9,16.7,3.8
E00093464,42,40.6,15.5,1.8
E00093465,57.3,31.5,10.5,0.8
E00093466,52.2,36.3,8.8,2.7
E00093467,21.3,52.5,18,8.2
E00093468,26.4,41.3,28.1,4.1
E00093469,10.6,46,32.7,10.6
E00093470,14.4,41.6,35.2,8.8
E00093471,33.9,49.6,13.2,3.3
E00093472,60.5,22.7,12.6,4.2
E00093473,28.2,39.3,25.6,6.8
E00093474,38.2,43.4,13.2,5.1
E00093475,37.7,34.4,22.1,5.7
E00093476,38.6,42.5,18.1,0.8
E00093477,25.7,44.1,25.7,4.4
E00093479,25.4,34.9,33.3,6.3
E00093480,31.4,45.8,18.6,4.2
E00093481,25,40.6,28.1,6.3
E00093482,7.4,47.4,35.6,9.6
E00093483,14.7,42.6,30.2,12.4
E00093484,9.4,43.5,34.1,13
E00093485,9.8,37.6,36.8,15.8
E00093486,15,35,37.5,12.5
E00093487,4.7,40.9,44.1,10.2
E00093488,14.3,32.8,40.3,12.6
E00093489,8.1,48.8,34.1,8.9
E00093490,9.7,40,41.4,9
E00093491,5.7,28.6,48.6,17.1
E00093492,2.4,32.5,45.5,19.5
E00093493,0,42.7,43.6,13.7
E00093494,5.7,44.9,41.9,7.5
E00093495,12.8,39.8,36.8,10.5
E00093496,8.2,33.5,51.1,7.3
E00093497,13.9,36.1,33.6,16.4
E00093498,10,43.3,30,16.7
E00093499,15.4,50,23.8,10.8
E00093500,8.8,51.2,24,16
E00093501,7.9,28.9,48,15.1
E00093502,8.5,43.4,34.9,13.2
E00093503,3.7,30.9,44,21.5
E00093504,2.8,25.5,44,27.7
E00093505,18.2,37.1,34.8,9.8
E00093506,8.3,34.2,40,17.5
E00093507,10.1,52.2,29.7,8
E00093508,22.9,51.4,21.8,3.9
E00093509,6.5,45.5,32.5,15.4
E00093547,17.7,45.1,29.2,8
E00093548,10.8,42.5,33.3,13.3
E00093549,25.4,50.9,15.8,7.9
E00093550,61.9,26.2,4,7.9
E00093551,20.7,51.1,20.7,7.4
E00093552,22.2,46.8,24.6,6.3
E00093553,20.7,46.4,27.1,5.7
E00093554,17,41.5,32.1,9.4
E00093555,14.6,43.1,31.9,10.4
E00093556,17,39.3,35.6,8.1
E00093557,29.4,41.2,24.4,5
E00093558,16,36.8,31.1,16
E00093559,30.1,43.1,23.6,3.3
E00093560,27.4,45.3,22.2,5.1
