areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00053354,0.8,18,81.2
E00053387,1.6,22.5,76
E00053388,5.2,23.5,71.3
E00053389,6.9,45.9,47.2
E00053391,0.8,33.6,65.6
E00053392,2.5,30.3,67.2
E00053393,0.8,32.3,66.9
E00053397,2.8,55,42.2
E00053398,3.5,50.7,45.8
E00053399,2.8,36.4,60.8
E00053400,1.7,24,74.4
E00053409,5,35,60
E00053440,2.3,56.4,41.4
E00053441,4.5,20.1,75.4
E00053442,8.6,17.2,74.2
E00053443,3.7,15.7,80.6
E00053444,1.5,25.4,73.1
E00053445,3.2,29.8,66.9
E00053447,4.7,24.4,70.9
E00053448,3.1,23.6,73.2
E00053450,4.8,36.5,58.7
E00053452,2.2,32.1,65.7
E00053687,0.7,57.5,41.8
E00053688,3,43.7,53.3
E00053689,1.6,36,62.4
E00053690,2.5,22.3,75.2
E00053691,3.2,32.5,64.3
E00053692,1.3,39.7,58.9
E00053693,3.7,38.2,58.1
E00053695,5.9,19.1,75
E00053696,0,41.3,58.7
E00053697,1.7,44.3,53.9
E00053698,0.7,33.1,66.2
E00053699,3.3,23.6,73.2
E00053706,2.3,13.2,84.5
E00053719,1.3,29.6,69.1
E00053720,4,31.2,64.8
E00053723,1.7,22.3,76
E00053726,2.5,18.9,78.7
E00053935,5,32.8,62.2
E00053936,2.3,54.9,42.9
E00053937,3.4,39.7,56.8
E00053938,0,24.8,75.2
E00053939,2.6,16.8,80.6
E00053940,4.5,20.5,75
E00053941,4.1,30,65.9
E00053942,4.6,37.9,57.4
E00053943,4.4,14.4,81.3
E00053944,1.6,17.1,81.3
E00053945,1.6,10.9,87.5
E00053946,0,25.2,74.8
E00053947,0.8,42,57.3
E00053948,3.7,16.9,79.4
E00053949,4.2,28.9,66.9
E00053950,4.7,37.2,58.1
E00053951,2.8,38.2,59
E00053952,5.4,16.1,78.5
E00053953,5.1,28.2,66.7
E00053954,4.5,43.9,51.6
E00053955,8.1,12.2,79.7
E00053956,3.6,20.9,75.5
E00053957,3.5,30.8,65.7
E00053958,2.6,49.7,47.7
E00053959,3.6,19.4,77
E00053960,3.6,41.6,54.8
E00053961,4.3,20,75.7
E00053962,3.3,30.9,65.9
E00053963,3.8,29.5,66.7
E00053964,5.8,41.9,52.3
E00053965,4,30.9,65.1
E00053966,0.8,26.2,73
E00053967,0,45.1,54.9
E00053968,2.9,40.9,56.1
E00053969,3.4,41.5,55.1
E00053970,1.4,38.4,60.1
E00053971,0.9,26.7,72.4
