areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00008583,35.2,31.9,20.9,11.5,0.5
E00008584,42.6,30.3,17.4,7.7,2.1
E00008609,46.7,32,13.9,7.4,0
E00008610,25.7,35.1,24.6,14.6,0
E00008612,31.3,34.4,25.2,8.4,0.8
E00008613,33.3,33.3,25.2,8.2,0
E00008620,49.3,32.8,13.4,4.5,0
E00008621,32.8,37.2,24.1,5.8,0
E00008622,35.1,36.8,20.1,6.9,1.1
E00008623,23.3,49.1,18.1,6.9,2.6
E00008625,27.3,42.2,20.3,9.4,0.8
E00008626,29.6,32,26.4,12,0
E00008627,30.2,35.8,22.6,10.4,0.9
E00008628,27.2,40,22.4,10.4,0
E00008629,32.5,35,25.2,7.3,0
E00008630,60.1,21.2,13.5,4.3,1
E00008631,45.5,36.5,13.3,4.3,0.5
E00008632,39.8,42.8,12.7,4.8,0
E00008633,58.9,33.3,5.6,2.2,0
E00008635,44.5,30.8,15.2,7.6,1.9
E00008637,48.4,34.2,14.2,2.6,0.6
E00008638,43.8,37,15.8,3.4,0
E00008639,43.8,34.9,14.1,6.3,1
E00008640,28.1,41.8,24,6.2,0
E00008643,49.6,31.7,13.8,4.9,0
E00008644,69.7,23.2,4.9,2.1,0
E00008646,26.2,33.8,21.4,17.2,1.4
E00008647,51.5,24.3,14.6,9.7,0
E00008648,59.1,30.3,7.6,3,0
E00008649,49.2,35.2,12.3,3.3,0
E00008650,59.4,21.7,11.9,5.6,1.4
E00008651,64,26.3,6.1,3.5,0
E00008652,56.9,31.4,9.8,1,1
E00008653,32.4,38,22.2,7.4,0
E00008654,66.3,24.8,7.9,1,0
E00008655,48.1,35.7,10.9,3.1,2.3
E00008656,52,34,11,3,0
E00008657,35.1,30.9,20.6,11.3,2.1
E00008658,55.4,25.7,13.9,4,1
E00008659,50.2,31.6,13.9,3.8,0.5
E00008661,59.6,27.1,8.4,2.5,2.5
E00008662,48.4,32.5,17.2,1.9,0
E00008663,47.3,34.1,12.4,6.2,0
E00008666,59.3,26.6,9.5,4,0.5
E00008667,58.6,22.1,12.9,6.4,0
E00008668,59.1,30.7,8,2.2,0
E00008670,57.9,28.1,10.7,3.3,0
E00008671,60.7,20,15.6,3.7,0
E00008672,63.1,25.4,9,2.5,0
E00008673,66.4,22.1,9.9,1.5,0
E00008674,59.8,31.7,6.9,1.1,0.5
E00008676,26.3,32.5,29.8,10.5,0.9
E00008678,77,19.5,2.7,0.9,0
E00008679,24.6,37.3,27.1,10.2,0.8
E00008680,53.9,24.7,18.2,3.2,0
