areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00008583,23.8,76.2
E00008584,35.6,64.4
E00008609,19.7,80.3
E00008610,23.2,76.8
E00008612,35.2,64.8
E00008613,24.3,75.7
E00008620,30.5,69.5
E00008621,22.1,77.9
E00008622,26.3,73.7
E00008623,27,73
E00008625,23.9,76.1
E00008626,26.7,73.3
E00008627,33.7,66.3
E00008628,16,84
E00008629,19.6,80.4
E00008630,26.1,73.9
E00008631,19.9,80.1
E00008632,25.5,74.5
E00008633,18.7,81.3
E00008635,19.2,80.8
E00008637,22.4,77.6
E00008638,19.4,80.6
E00008639,24.2,75.8
E00008640,25.3,74.7
E00008643,21.3,78.8
E00008644,34.6,65.4
E00008646,24.7,75.3
E00008647,10.1,89.9
E00008648,36.9,63.1
E00008649,32.8,67.2
E00008650,38.3,61.7
E00008651,33.9,66.1
E00008652,31.2,68.8
E00008653,26.1,73.9
E00008654,41.8,58.2
E00008655,25.7,74.3
E00008656,41,59
E00008657,16.9,83.1
E00008658,43.2,56.8
E00008659,22.7,77.3
E00008661,37.8,62.2
E00008662,31.9,68.1
E00008663,31.3,68.7
E00008666,23.7,76.3
E00008667,27.3,72.7
E00008668,34.5,65.5
E00008670,28.7,71.3
E00008671,31.6,68.4
E00008672,37.5,62.5
E00008673,47.2,52.8
E00008674,22.2,77.8
E00008676,22.4,77.6
E00008678,28.9,71.1
E00008679,29,71
E00008680,22.3,77.7
E00008681,19.3,80.7
E00008682,20.5,79.5
E00008683,28.1,71.9
E00008684,23.8,76.2
E00008685,22.3,77.7
E00008686,27.8,72.2
E00008687,31.3,68.7
E00008689,20.9,79.1
E00008691,25.6,74.4
E00008692,15.8,84.2
E00008694,24,76
E00008695,21.8,78.2
E00008696,28.3,71.7
E00008698,21.6,78.4
E00008699,17.6,82.4
E00008700,16.7,83.3
E00008702,22.5,77.5
E00008704,28.7,71.3
E00008705,26.4,73.6
E00008706,14.1,85.9
E00008707,24.6,75.4
E00008708,23.5,76.5
E00008709,18.2,81.8
E00008710,26.5,73.5
E00008711,22.3,77.7
E00008712,25.5,74.5
E00008713,36.6,63.4
E00008714,23.6,76.4
E00008715,33,67
E00008716,29,71
E00008717,20.9,79.1
E00008718,28,72
E00008719,27.6,72.4
E00008720,30.8,69.2
E00008721,32.6,67.4
E00008722,34.3,65.7
E00008723,18.6,81.4
E00008725,29.5,70.5
E00008726,38.5,61.5
E00008727,36.4,63.6
E00008728,28.7,71.3
E00008729,32.2,67.8
E00008731,20.9,79.1
E00008732,29.9,70.1
E00008734,24.6,75.4
E00008735,26.1,73.9
E00008737,18.5,81.5
E00008739,33.8,66.2
E00008740,14.6,85.4
E00008750,31.8,68.2
E00008752,20.5,79.5
E00008753,29.5,70.5
E00008754,21.1,78.9
E00008756,21.8,78.2
E00008757,19.5,80.5
E00008758,34.8,65.2
E00008760,18.6,81.4
E00008762,21.3,78.7
E00008763,19.2,80.8
E00008764,27.3,72.7
E00008765,20.1,79.9
E00008766,16.1,83.9
E00008767,21.9,78.1
E00008768,11.4,88.6
E00008769,16.5,83.5
E00008770,21.1,78.9
E00008771,23.5,76.5
E00008772,25.3,74.7
E00008773,17.4,82.6
E00008774,24.2,75.8
E00008775,35.7,64.3
E00008776,25.6,74.4
E00008777,24.7,75.3
E00008778,26.4,73.6
E00008779,23.9,76.1
E00008780,25,75
E00008781,28.6,71.4
E00008782,20.3,79.7
E00008783,33.4,66.6
E00008785,25.2,74.8
E00008786,21,79
E00008787,13.9,86.1
E00008788,24.3,75.7
E00008789,21.3,78.7
E00008790,22.4,77.6
E00008791,25,75
E00008792,30.3,69.7
E00008793,15.1,84.9
E00008794,34.7,65.3
E00008795,34.7,65.3
E00008796,21.4,78.6
E00008798,28.6,71.4
E00008799,21.2,78.8
E00008801,30.7,69.3
E00008802,22.9,77.1
E00008803,26.1,73.9
E00008804,19.8,80.2
E00008806,21.6,78.4
E00008807,16.7,83.3
E00008808,23.2,76.8
E00008809,26.5,73.5
E00008810,32.7,67.3
