areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00008583,78.9,17.1,4
E00008584,79.2,18.2,2.6
E00008609,66.4,28.3,5.3
E00008610,71.2,16.1,12.7
E00008612,75.6,15.1,9.3
E00008613,74.2,18.1,7.7
E00008620,82,12.9,5.1
E00008621,70.3,25.2,4.5
E00008622,76.3,18.3,5.4
E00008623,79.5,13.2,7.3
E00008625,75.5,19.1,5.4
E00008626,72.6,22.3,5.1
E00008627,76.8,19,4.2
E00008628,79.8,12,8.2
E00008629,64.6,24.5,10.9
E00008630,68.8,26.9,4.3
E00008631,75.3,16.5,8.2
E00008632,75.1,18.5,6.4
E00008633,62.9,35.3,1.8
E00008635,66.9,28.5,4.6
E00008637,71.3,25.1,3.6
E00008638,74.8,22,3.2
E00008639,63.7,32.2,4.1
E00008640,75,21.2,3.8
E00008643,69.1,22.3,8.6
E00008644,76.2,18.1,5.7
E00008646,75,17.8,7.2
E00008647,84.5,8,7.5
E00008648,83.6,13.7,2.7
E00008649,77.9,18.8,3.3
E00008650,78.7,17.3,4
E00008651,85.6,13.7,0.7
E00008652,82.6,13.4,4
E00008653,87.4,5.5,7.1
E00008654,85.2,13.1,1.7
E00008655,77.7,18.7,3.6
E00008656,87.1,10.6,2.4
E00008657,79.8,18.5,1.7
E00008658,85.9,10.5,3.6
E00008659,73.1,23.4,3.6
E00008661,76.3,21.9,1.8
E00008662,77.1,19.5,3.4
E00008663,73.6,21.2,5.1
E00008666,76.8,20.2,3
E00008667,75.2,21.7,3.1
E00008668,83.8,14.8,1.3
E00008670,80.2,18.4,1.4
E00008671,78.4,19.4,2.2
E00008672,87.2,10.6,2.2
E00008673,82.1,15,2.8
E00008674,78.2,21,0.8
E00008676,81.4,14.2,4.3
E00008678,80.9,17.1,2
E00008679,74.5,23.1,2.4
E00008680,69.7,26.6,3.7
E00008681,76.8,14.6,8.5
E00008682,75.3,22.9,1.8
E00008683,73.7,21,5.3
E00008684,76.9,19,4.1
E00008685,76.1,20.3,3.6
E00008686,78.8,19.8,1.5
E00008687,76.1,17.9,6
E00008689,83.6,10.4,5.9
E00008691,75.5,17.4,7.1
E00008692,72.7,23,4.3
E00008694,71.5,27.6,0.9
E00008695,74.9,21.2,3.8
E00008696,76.9,16.6,6.4
E00008698,67.8,26.8,5.4
E00008699,69.3,29.6,1.1
E00008700,75.7,21.4,2.9
E00008702,76,20.3,3.7
E00008704,81.5,13.5,5
E00008705,80.2,17.3,2.4
E00008706,77,18.3,4.8
E00008707,70.9,26.1,3.1
E00008708,66.6,27.1,6.3
E00008709,73.7,20.7,5.6
E00008710,79.6,18.3,2.1
E00008711,85.8,12.4,1.8
E00008712,77.5,19.2,3.3
E00008713,78.9,19.8,1.3
E00008714,77.8,15.9,6.3
E00008715,70.9,21.7,7.4
E00008716,81.7,15.6,2.7
E00008717,81.9,13.8,4.3
E00008718,77.6,19.7,2.7
E00008719,69.7,22.9,7.4
