areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00068616,11.4,45.4,8.7,31,3.5
E00068617,19.2,33.5,19.6,22.9,4.9
E00068618,22.4,36.9,10.7,26.2,3.7
E00068619,15.5,45.1,12,24.5,3
E00068621,16.4,41.6,8.2,30,3.8
E00068622,16.6,42.7,9,27,4.7
E00068623,15.1,45.6,11.3,25.5,2.5
E00068624,17.8,39.9,14.1,24.9,3.3
E00068626,12.7,40.8,7.9,35.5,3.1
E00068627,24.5,37.7,9,26.4,2.4
E00068628,14.8,38.1,12.7,30.2,4.2
E00068629,15.2,48,7.4,27,2.3
E00068630,12.2,50.4,7.9,27.2,2.4
E00068631,16,40.6,10.2,30.5,2.7
E00068632,21.3,39.6,10.2,28.4,0.5
E00068633,19.2,38,9,32.9,0.9
E00068635,19.9,43.6,11.4,23.3,1.7
E00068637,19.5,45.9,10.8,19.5,4.3
E00068638,19,45.2,10.4,22.2,3.2
E00068640,20,42,14.7,20,3.3
E00068641,14.8,41.8,8.4,29.5,5.5
E00068642,28.9,39.8,10,19.3,2
E00068644,17.9,37.4,12.8,28.9,3
E00068645,13.9,55.2,7.5,21.4,2
E00068647,33.3,40.7,7.4,14.8,3.7
E00068649,23.8,50.6,6.7,15.5,3.3
E00068651,21.4,53.4,6.3,17.5,1.5
E00068652,29.2,48.2,4.4,15.9,2.2
E00068653,26.9,45.9,7.2,16.8,3.2
E00068654,36.6,33.3,13.1,14.8,2.2
E00068655,26.8,44,8,18.8,2.4
E00068656,26.9,37.8,7.5,23.5,4.4
E00069909,31.3,42.1,5.6,18.5,2.6
E00069911,24.7,40.3,6.1,23.8,5.2
E00069913,33.2,41.6,6.9,15.3,2.9
E00069915,26.8,44.2,3.6,22.1,3.3
E00069916,25.4,38.4,4.7,28,3.4
E00069918,14.1,46.4,4.2,29.3,6.1
E00069919,25,43.2,5.9,21.8,4.1
E00069921,23.7,41.3,3.6,18.2,13.1
E00069922,25,43,7,20.3,4.7
E00069923,19.6,43,4.1,28.9,4.4
E00069924,18,43.6,7.6,26.5,4.3
E00069925,13.8,39.3,6.3,39.3,1.3
E00069926,20.5,27.3,4.1,44.1,4.1
E00069927,17.7,39.1,3.1,38.4,1.7
E00069928,32.3,40.5,6.5,17.7,3
E00069929,21.6,31.2,6.5,38.1,2.6
E00069930,19.3,47.5,3.1,27.4,2.7
E00069933,38,41.3,4,12.7,4
E00069935,21.9,44.8,4.8,26.2,2.4
E00069955,28.8,43.2,3.3,21.8,2.9
E00069961,27.8,37.3,3.8,26.4,4.7
E00069962,27.2,48.4,4.5,15.4,4.5
E00070539,16.9,30.5,6.2,42.4,4.1
E00070545,17.1,35,5,40,2.9
E00070546,19.9,39.1,5.3,35.8,0
E00070547,15.9,29.4,7.5,44.3,3
E00070548,15.3,37.1,3.5,42.4,1.7
E00070563,25.8,30.8,6.2,33.8,3.5
E00070571,20,32,5.6,39.6,2.8
E00070572,21.6,43.2,4.3,27.8,3.1
E00070573,23.4,44.4,3.3,27.1,1.9
E00070575,9.4,35.7,1.7,51.9,1.3
E00070577,10.8,34.1,5.1,47,3
E00070581,11.9,31.7,9.5,44.9,2.1
E00070583,18.6,23.3,4.2,50.2,3.7
E00098293,10.9,52.4,8.7,26.6,1.4
E00098294,31.4,41.3,10.7,13.6,2.9
E00098295,14.1,52,6.6,25.4,2
E00098296,16.9,51.2,7.7,22.7,1.5
E00098297,17.9,47.1,7.6,25.6,1.8
E00098298,19.7,49.1,8.6,19.7,2.9
E00098299,24.8,41.9,8.3,23.2,1.9
E00098300,18.2,46.7,6.6,27.2,1.3
E00098301,22.5,53,7.4,14.4,2.8
E00098302,24.7,46.7,7.7,18.5,2.3
E00098303,21.3,44.6,8.6,23.6,1.9
E00098304,34.7,45.4,4.2,15.3,0.5
E00098305,19.8,47.9,6.9,23.5,1.8
E00098306,34.4,42.6,5.3,17.6,0
E00098307,25.7,42.8,9.3,19.1,3.1
E00098308,22.8,39.2,12.5,23.3,2.2
E00098309,20.5,49.5,4.8,22.7,2.6
E00098312,25.9,51,3.8,16.4,2.8
E00098313,12.6,48.6,9.7,27.7,1.4
E00098314,36.5,40.2,5,16.2,2.1
E00098315,29,43.3,5.9,18.5,3.4
E00098320,33.5,43.6,5.3,14.3,3.4
E00098322,20.9,41.1,6.1,28.2,3.7
E00098323,24.1,49.4,5.1,18.2,3.2
E00098324,18.3,51.8,7.5,20.8,1.7
E00098325,24.2,43.3,5.7,23.3,3.6
E00098326,27.8,48.6,7.7,12.7,3.1
E00098442,17.9,37.2,7.7,35.9,1.3
E00098443,13.5,42.9,8.7,31.6,3.3
E00098444,34.5,37.9,5.6,18.1,4
E00098447,13.7,45.1,5.9,32.7,2.6
E00098448,16.1,42.3,4.7,34.8,2.2
E00098449,17.5,36.3,7.7,35.9,2.6
E00098450,17.9,36.1,7.2,37.1,1.7
E00098453,25,47.1,6.9,18.1,2.9
E00099352,16.2,48.4,6.1,25.6,3.6
E00099353,7.4,58.7,7.8,24.3,1.7
E00099354,13.6,47.4,5.2,32.4,1.4
E00099356,27,39.6,9.5,20.7,3.2
E00099357,18.2,44,7.6,27.1,3.1
E00099358,18.5,46.6,8.4,22.5,3.9
E00099359,27.1,43.1,9.4,16.5,3.9
E00099360,20.8,48.1,12.6,16.4,2
E00099361,11.1,51.6,5.5,28.6,3.2
E00099363,13.6,52.9,8.1,22.8,2.6
E00099364,9.7,49.6,8.1,31,1.6
E00099365,9.7,55.4,6,27.7,1.1
E00099366,16.3,47.4,5.6,27.1,3.6
E00099367,8.7,53.1,9.8,26.5,1.8
E00099384,19.5,52.4,10.8,17.3,0
E00099385,22.1,53.5,7,15.9,1.5
E00099386,20.8,47,6.8,22.9,2.5
E00099387,37.6,39.5,7.6,10.5,4.8
E00099388,21.5,48.2,7.7,20.2,2.4
E00099389,28,42.5,9.8,18.2,1.5
E00099390,26.2,38.9,9.1,19.8,6
E00099391,31.9,44.9,7.4,13.9,1.9
E00099392,24.4,50,9.8,13,2.8
E00099393,27.9,46.6,2.9,19.2,3.4
E00099394,24.8,45.4,7.6,19.7,2.5
E00099395,37,43.5,5.7,11.3,2.6
E00099396,35.5,47.3,5,10.5,1.8
E00099397,25,45.7,8.2,16.3,4.9
E00099398,21.8,52,10.2,14.2,1.8
E00099399,16,44.3,7.6,30.9,1.1
E00099410,20.5,44.3,7,26.2,2
E00099411,24.6,50,5.4,20,0
E00099412,23,44.9,7.5,24.6,0
E00099413,18.5,44.6,10,24.5,2.4
E00099422,19.1,42.3,6.7,29.9,2.1
E00099423,17.6,39.5,5.9,34.5,2.5
E00099424,21.8,38,7.4,29.7,3.1
E00099447,19.5,38.2,6.3,33.4,2.5
E00099448,14.4,37.8,5.6,41.7,0.6
E00099449,16,38,6.7,36.2,3.1
E00099450,11.2,40.8,6.7,38.6,2.7
E00099451,14.1,54.6,7.6,22.5,1.2
E00099452,19.6,47.3,9.3,20.6,3.2
E00099453,17.1,45.9,9.6,24.2,3.2
E00099454,12.2,51.3,7.9,27,1.6
E00099456,24.5,47.1,6.5,19.8,2.2
E00099457,22.9,45.5,8.2,21.9,1.4
E00099458,25.1,46.7,6.7,18.8,2.7
E00099459,8.8,57.5,6.1,27.5,0
E00099461,21.6,49.5,7.4,19.5,2.1
E00099462,29.2,46.1,6.4,15.7,2.6
E00099463,25.8,49.2,6.2,16,2.8
E00099464,24.4,48.3,11.4,12.5,3.4
E00099465,21.6,45.8,5.9,25.4,1.3
E00099466,32.7,37.4,7.5,21,1.4
E00099467,27.8,47.2,10.4,11.8,2.8
E00099468,32.6,42.1,7,15.7,2.5
E00099469,21,48.1,6.1,21.5,3.3
E00099470,29.8,43.6,4.6,18.3,3.7
E00099471,22.8,53.1,7.1,14.9,2.1
E00099472,30.5,40.9,10,15.2,3.3
E00099473,20.3,43.4,12.3,22.2,1.9
E00099474,21.7,49.3,7.2,17.9,3.9
E00099475,19.7,52.3,5.4,18.8,3.8
E00099476,23.3,45.3,6.9,22,2.6
E00099477,15.4,58.5,5.1,17.4,3.6
E00099478,20,51.8,6.3,19.6,2.4
E00099479,30,41.5,10.7,13,4.7
E00099481,23.4,46.8,5.8,20.1,3.9
E00099482,38.1,37.5,4.8,16.1,3.6
E00099483,28.4,47,4.7,16.4,3.4
E00099484,20.3,46.1,9.5,21.6,2.6
E00099485,28.9,37.7,12.1,18.4,2.9
E00099486,24.7,51.1,7.8,14.3,2.2
E00099487,30.5,43.2,7,17.8,1.4
E00099488,16,48.4,11.3,23,1.4
E00099489,41.5,34.4,5.6,17.9,0.5
E00099490,34.6,45.5,4.3,13,2.6
E00099491,35.2,49,3.1,10.3,2.3
E00099492,34.8,41.1,7,13.9,3.3
E00099493,33,44.5,6.4,14.2,1.8
E00099494,36.3,44.9,3,13.5,2.2
E00099495,28.2,49.2,6,12.4,4.1
E00099496,27.6,38.2,10.1,19.8,4.1
E00099497,22.8,44.3,7.2,22.8,3
E00099498,33,38.6,8.6,18.8,1
E00099499,31.1,42.5,5,16.9,4.6
E00099500,32.2,43.2,5.5,17.4,1.7
E00099501,29.8,44,7.8,16.5,1.8
E00099502,29,47.3,9.4,12.1,2.2
E00099503,20.6,48,9.8,19.1,2.5
E00099504,32.5,47.4,7.8,10.1,2.3
E00099505,26.3,50.5,9.3,13.4,0.5
E00099506,20.8,49.8,12.1,16,1.3
E00099507,26.4,46.2,8.2,18.8,0.5
E00099508,24.2,50,7.6,16.1,2.1
E00099509,34,38.1,5.6,16.8,5.6
E00099510,28.2,46.4,7.7,12.4,5.3
E00099511,37.2,38.3,5.9,12.2,6.4
E00099512,25.8,40.7,11.3,20.4,1.8
E00099513,27.1,48.1,4.5,18,2.3
E00099514,21.1,45.5,8,21.6,3.8
E00099515,24.9,45,6.4,20.9,2.8
E00099516,18.8,53.1,9.7,14.5,3.9
E00099517,27.5,47.4,7.1,16.6,1.4
E00099518,20.6,51.3,9,18.5,0.5
E00099531,21.1,52.8,5,19.8,1.3
E00099532,19.5,44.5,9.8,24.2,2
E00099533,18.8,38.3,10.4,30,2.5
E00099534,13.8,51.1,8.7,22.1,4.3
E00099535,20.7,39.8,7.9,30.1,1.5
E00099536,29.2,42.4,8.5,17.4,2.5
E00099537,19.1,44.2,6.3,26.8,3.7
E00099538,26.8,48.2,7.6,13.4,4
E00099539,19,46.9,9.7,21.7,2.8
E00099540,21.6,44.2,8.2,23.3,2.7
E00099541,14.1,38.8,10,34.4,2.7
E00099542,19.4,46.7,9.1,20.2,4.5
E00099543,29,51.2,6.3,11.1,2.4
E00099588,15.3,37,8.9,36.2,2.6
E00099589,11.3,39.5,5.2,39.9,4
E00099592,17.2,35.2,5.3,40.6,1.6
E00099593,10.2,36.3,5.8,45.6,2.2
E00099594,16.3,32.2,8.9,40.1,2.5
E00099595,9,36.9,7.5,43.7,2.9
E00099596,11.6,50.2,6.9,30.9,0.4
E00099597,23.9,47.1,6.3,20.4,2.4
E00099598,21.3,49.8,7.9,18.4,2.6
E00099599,36.1,38.1,7.2,13.4,5.2
E00099600,21.8,47.6,11.4,17,2.2
E00099610,12.2,40.1,4.1,41.4,2.3
E00099611,21.5,51.6,9,14.8,3.1
E00099612,27,41.1,10.6,19.8,1.5
E00099613,28.9,44.7,9.4,15.7,1.3
E00099614,19.8,52.6,9.4,15.6,2.6
E00099615,18.5,43.8,7.5,28.3,1.9
E00099616,20,52,8.9,15.6,3.6
E00099617,22,48.2,6.1,21.6,2
E00099618,21.5,46.2,8.9,21.2,2.2
E00099619,35.2,41.6,7.7,11.6,3.9
E00099620,29.5,51.2,8.2,11.1,0
E00099621,27.9,42.2,8.6,18.4,2.9
E00099622,36,44.7,4.6,12.7,2
E00099623,22.8,53.4,6.9,13.8,3.2
