areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00068616,28.8,71.2
E00068617,28.2,71.8
E00068618,30.5,69.5
E00068619,30.1,69.9
E00068621,33.1,66.9
E00068622,26.5,73.5
E00068623,29.3,70.7
E00068624,34.2,65.8
E00068626,28.2,71.8
E00068627,30.5,69.5
E00068628,18.7,81.3
E00068629,30.5,69.5
E00068630,27.3,72.7
E00068631,23.2,76.8
E00068632,25.5,74.5
E00068633,32.1,67.9
E00068635,31.9,68.1
E00068637,30.2,69.8
E00068638,24.1,75.9
E00068640,27,73
E00068641,23.7,76.3
E00068642,35.8,64.2
E00068644,25.6,74.4
E00068645,25,75
E00068647,39.4,60.6
E00068649,31.9,68.1
E00068651,29.9,70.1
E00068652,28.4,71.6
E00068653,27.2,72.8
E00068654,20.3,79.7
E00068655,35.3,64.7
E00068656,28.4,71.6
E00069909,29.4,70.6
E00069911,36.2,63.8
E00069913,33.1,66.9
E00069915,34.8,65.2
E00069916,24.2,75.8
E00069918,35.5,64.5
E00069919,29.2,70.8
E00069921,37,63
E00069922,35.2,64.8
E00069923,25.2,74.8
E00069924,22.6,77.4
E00069925,25.5,74.5
E00069926,28.1,71.9
E00069927,29.8,70.2
E00069928,34.8,65.2
E00069929,28.3,71.7
E00069930,31,69
E00069933,37.5,62.5
E00069935,29,71
E00069955,39,61
E00069961,29.8,70.2
E00069962,33.3,66.7
E00070539,28,72
E00070545,31.3,68.8
E00070546,32.6,67.4
E00070547,37.9,62.1
E00070548,33.3,66.7
E00070563,28.6,71.4
E00070571,35.2,64.8
E00070572,26.5,73.5
E00070573,38,62
E00070575,26.9,73.1
E00070577,25.2,74.8
E00070581,34.7,65.3
E00070583,35.2,64.8
E00098293,28.6,71.4
E00098294,33.7,66.3
E00098295,24,76
E00098296,24.8,75.2
E00098297,27.4,72.6
E00098298,31.7,68.3
E00098299,31.3,68.7
E00098300,26.8,73.2
E00098301,35.1,64.9
E00098302,27.1,72.9
E00098303,31,69
E00098304,25.6,74.4
E00098305,21.7,78.3
E00098306,29.8,70.2
E00098307,35.3,64.7
E00098308,26.6,73.4
E00098309,32.7,67.3
E00098312,23.6,76.4
E00098313,29.7,70.3
E00098314,27.7,72.3
E00098315,29.6,70.4
E00098320,26.4,73.6
E00098322,28.4,71.6
E00098323,23.9,76.1
E00098324,24.2,75.8
E00098325,22.2,77.8
E00098326,30.5,69.5
E00098442,33.6,66.4
E00098443,26.8,73.2
E00098444,26.7,73.3
E00098447,25.1,74.9
E00098448,31.1,68.9
E00098449,27.2,72.8
E00098450,27.8,72.2
E00098453,25.6,74.4
E00099352,30,70
E00099353,32.3,67.7
E00099354,27.9,72.1
E00099356,30.4,69.6
E00099357,26.5,73.5
E00099358,31.8,68.2
E00099359,36.8,63.2
E00099360,27.6,72.4
E00099361,28.5,71.5
E00099363,26.3,73.7
E00099364,27.2,72.8
E00099365,28.3,71.7
E00099366,20,80
E00099367,31,69
E00099384,34.3,65.7
E00099385,27.2,72.8
E00099386,25.8,74.2
E00099387,33,67
E00099388,32.9,67.1
E00099389,21.6,78.4
E00099390,24.2,75.8
E00099391,34.3,65.7
E00099392,30.3,69.7
E00099393,27.4,72.6
E00099394,36,64
E00099395,35.6,64.4
E00099396,30.3,69.7
E00099397,28.8,71.3
E00099398,25.3,74.7
E00099399,28.6,71.4
E00099410,35.7,64.3
E00099411,29.9,70.1
E00099412,31.1,68.9
E00099413,26.1,73.9
E00099422,22.6,77.4
E00099423,27,73
E00099424,38.7,61.3
E00099447,33.7,66.3
E00099448,35.2,64.8
E00099449,34,66
E00099450,27.9,72.1
E00099451,30.9,69.1
E00099452,23.6,76.4
E00099453,28.6,71.4
E00099454,35.1,64.9
E00099456,28.7,71.3
E00099457,27.3,72.7
E00099458,20,80
E00099459,26.8,73.2
E00099461,25.6,74.4
E00099462,22.1,77.9
E00099463,35.9,64.1
E00099464,30.4,69.6
E00099465,28.3,71.7
E00099466,24.6,75.4
E00099467,30.9,69.1
E00099468,31.6,68.4
E00099469,21.4,78.6
E00099470,34.1,65.9
E00099471,27.3,72.7
E00099472,29.1,70.9
E00099473,27.2,72.8
E00099474,21.2,78.8
E00099475,34,66
E00099476,29.9,70.1
E00099477,33.6,66.4
E00099478,32.8,67.2
E00099479,28.3,71.7
E00099481,27.1,72.9
E00099482,30.9,69.1
E00099483,22.5,77.5
E00099484,21.2,78.8
E00099485,26.1,73.9
E00099486,30.8,69.2
E00099487,25.8,74.2
E00099488,20,80
E00099489,31.4,68.6
E00099490,37.1,62.9
E00099491,29.7,70.3
E00099492,31.6,68.4
E00099493,33.3,66.7
E00099494,33.6,66.4
E00099495,23,77
E00099496,31,69
E00099497,33.6,66.4
E00099498,34.1,65.9
E00099499,30.5,69.5
E00099500,33.3,66.7
E00099501,35.1,64.9
E00099502,30.7,69.3
E00099503,29.5,70.5
E00099504,34.8,65.2
E00099505,25.9,74.1
E00099506,30.4,69.6
E00099507,33.3,66.7
E00099508,24.3,75.7
E00099509,32.8,67.2
E00099510,36.1,63.9
E00099511,34.4,65.6
E00099512,36.8,63.2
E00099513,26.6,73.4
E00099514,23.2,76.8
E00099515,32.1,67.9
E00099516,24.2,75.8
E00099517,27.2,72.8
E00099518,30.1,69.9
E00099531,25.2,74.8
E00099532,26.6,73.4
E00099533,29,71
E00099534,38.7,61.3
E00099535,30.2,69.8
E00099536,38.1,61.9
E00099537,29,71
E00099538,32.3,67.7
E00099539,26.4,73.6
E00099540,27.3,72.7
E00099541,32.7,67.3
E00099542,32.6,67.4
E00099543,36.2,63.8
E00099588,28.8,71.2
E00099589,31.3,68.8
E00099592,29.2,70.8
E00099593,36.4,63.6
E00099594,37.2,62.8
E00099595,32.5,67.5
E00099596,29.1,70.9
E00099597,32.3,67.7
E00099598,26.6,73.4
E00099599,32.8,67.2
E00099600,31.1,68.9
E00099610,32.2,67.8
E00099611,23.9,76.1
E00099612,29,71
E00099613,29,71
E00099614,30.3,69.7
E00099615,32.8,67.2
E00099616,27.6,72.4
E00099617,25,75
E00099618,27.9,72.1
E00099619,29.1,70.9
E00099620,29.4,70.6
E00099621,29.1,70.9
E00099622,38.6,61.4
E00099623,26.9,73.1
E00099624,29.6,70.4
E00099625,26.1,73.9
E00099626,22.7,77.3
E00099627,27.2,72.8
E00099628,27.9,72.1
E00099629,28.5,71.5
E00099630,39.5,60.5
E00099632,36.2,63.8
E00099633,37.6,62.4
E00099634,38.2,61.8
E00099635,30.6,69.4
E00099636,32.1,67.9
E00099637,27.2,72.8
E00099638,28.4,71.6
E00099639,26,74
E00099640,21.6,78.4
E00099641,29.4,70.6
E00099642,36.4,63.6
E00099643,27.1,72.9
E00099644,37.5,62.5
E00099645,30.9,69.1
E00099646,27.3,72.7
E00099647,22.2,77.8
E00099648,26.5,73.5
E00099649,36.1,63.9
E00099650,26.9,73.1
E00099651,27.7,72.3
E00099652,26.5,73.5
E00099653,25.2,74.8
E00099677,34.4,65.6
E00099678,36.7,63.3
E00099679,29.1,70.9
E00099680,29.2,70.8
E00099681,28.2,71.8
E00099682,29.8,70.2
E00099683,27.8,72.2
E00099684,26.1,73.9
E00099685,25.2,74.8
E00099686,32.9,67.1
E00099687,27,73
E00099688,31.9,68.1
E00099689,30.6,69.4
E00099690,26.8,73.2
E00099691,26.1,73.9
E00099692,28.9,71.1
E00099693,35.5,64.5
E00099694,41,59
E00099695,30.9,69.1
E00099696,36.5,63.5
E00099697,31.5,68.5
E00099698,31.3,68.7
E00099699,30.4,69.6
E00143030,27.3,72.7
E00143031,27,73
E00143035,35.5,64.5
E00143036,24.4,75.6
E00143037,18.7,81.3
E00143038,29.3,70.7
E00143039,34.1,65.9
E00143040,23.8,76.2
E00143041,25.3,74.7
E00143061,27.7,72.3
E00143062,20,80
E00143069,31,69
E00143117,29.4,70.6
E00143118,32,68
E00143119,24.8,75.2
E00143120,32.9,67.1
E00143121,30.4,69.6
E00143122,32.5,67.5
E00143123,20.6,79.4
E00143125,26.6,73.4
E00143126,27.2,72.8
E00143127,31.7,68.3
E00143128,27.3,72.7
E00143129,27,73
E00143130,40.6,59.4
E00143131,33.7,66.3
E00143132,35.1,64.9
E00143133,33.3,66.7
E00143134,27.8,72.2
E00143135,33.6,66.4
E00143136,27.5,72.5
E00143137,30.1,69.9
E00143138,24.8,75.2
E00143139,21.7,78.3
E00143140,36.9,63.1
E00143149,36,64
E00143150,32.6,67.4
E00143153,38.5,61.5
E00143154,33.2,66.8
E00143156,34.1,65.9
E00143157,28.2,71.8
E00143158,29.6,70.4
E00143160,23.3,76.7
E00143161,44.6,55.4
E00143162,28,72
E00143163,30.1,69.9
E00143164,34.4,65.6
E00143165,27.7,72.3
E00143166,35.1,64.9
E00143167,25.7,74.3
E00143168,31.7,68.3
E00143169,27.4,72.6
E00143170,25.3,74.7
E00143171,39.2,60.8
E00143172,27.6,72.4
E00143173,26.2,73.8
E00143174,35.6,64.4
E00143175,24.2,75.8
E00143176,26.8,73.2
E00143177,30.5,69.5
E00143178,26.9,73.1
E00143179,30.9,69.1
E00143180,31,69
E00143181,36.7,63.3
E00143182,28.9,71.1
E00143183,26.1,73.9
E00143184,28.2,71.8
E00143185,32.9,67.1
E00143186,28.9,71.1
E00143187,27.2,72.8
E00143188,33.3,66.7
E00143189,22.1,77.9
E00143191,35.1,64.9
E00143192,27.6,72.4
E00143193,34,66
E00143194,31.1,68.9
E00143195,28.3,71.7
E00143196,36.6,63.4
E00143197,37,63
E00143198,26.8,73.2
E00143199,32,68
E00143200,25.2,74.8
E00143201,24.7,75.3
E00143202,26.4,73.6
E00143203,25,75
E00143204,30.5,69.5
E00143205,33.1,66.9
E00143206,26.5,73.5
E00143207,35.6,64.4
E00143208,33.1,66.9
E00143209,32.1,67.9
E00143210,30.1,69.9
E00143211,30.8,69.2
E00143212,31.1,68.9
E00143213,32.7,67.3
E00143214,25.8,74.2
E00143226,27.5,72.5
E00143227,31.1,68.9
E00143231,37.4,62.6
E00143235,31.3,68.7
E00143237,36.9,63.1
E00143238,29.8,70.2
E00143239,35.2,64.8
E00143240,31.4,68.6
E00143241,23.6,76.4
E00143242,28.2,71.8
E00143243,21.6,78.4
E00143244,25,75
E00143245,31.7,68.3
E00143246,28,72
E00143247,30.3,69.7
E00143248,31.8,68.2
E00143258,30.2,69.8
E00143259,27.1,72.9
E00143260,30.3,69.7
E00143261,27.3,72.7
E00143264,47.2,52.8
E00143265,25,75
E00143266,34.6,65.4
