areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00068616,61.3,1.8,36.9
E00068617,44.5,2.9,52.7
E00068618,43.6,0.9,55.5
E00068619,61.7,1.3,37
E00068621,54.1,2.1,43.8
E00068622,46.2,4.2,49.5
E00068623,55.2,1.7,43.1
E00068624,52.6,0,47.4
E00068626,54.1,0.9,45
E00068627,48.6,0,51.4
E00068628,48.4,3.2,48.4
E00068629,59.2,2.7,38
E00068630,63.4,2.8,33.9
E00068631,54.5,1.6,43.9
E00068632,54.6,2,43.4
E00068633,46.6,3,50.4
E00068635,57,0,43
E00068637,55.5,2.6,41.9
E00068638,50.7,2.3,47.1
E00068640,46.9,2.4,50.6
E00068641,57.1,0.4,42.5
E00068642,48.4,3.3,48.4
E00068644,51.1,3,45.9
E00068645,66.2,2.9,30.9
E00068647,34.8,2.1,63.1
E00068649,59.8,3.3,36.8
E00068651,56.7,3.4,39.9
E00068652,59.8,1.3,38.8
E00068653,52.9,1.8,45.3
E00068654,35.5,1.6,62.8
E00068655,54.4,3.6,42.1
E00068656,55.6,0.3,44.1
E00069909,57.9,3,39.1
E00069911,55.2,3,41.7
E00069913,46.9,3.3,49.8
E00069915,58.1,3.2,38.6
E00069916,51.5,5.2,43.3
E00069918,70.3,3.8,25.9
E00069919,58.6,4.1,37.4
E00069921,44.8,4.5,50.6
E00069922,51.4,3.4,45.1
E00069923,46.7,5.1,48.2
E00069924,50.7,3.8,45.5
E00069925,62,4.2,33.8
E00069926,53.6,1.4,45
E00069927,65.2,1.4,33.4
E00069928,39.1,5.1,55.7
E00069929,55,3,42
E00069930,56.3,3.1,40.6
E00069933,42.4,7.9,49.7
E00069935,65.3,1.9,32.9
E00069955,56.7,2.5,40.8
E00069961,54.2,5.7,40.1
E00069962,58.1,5.2,36.7
E00070539,44.1,2.9,53.1
E00070545,53.7,5.8,40.5
E00070546,58.2,5.2,36.6
E00070547,32.3,2,65.7
E00070548,39.3,5.2,55.5
E00070563,39.6,2.3,58.1
E00070571,57.8,5.6,36.7
E00070572,50.9,6.7,42.4
E00070573,50.5,7.9,41.6
E00070575,56.6,0.4,43
E00070577,52.2,1.7,46.1
E00070581,49.4,3.3,47.3
E00070583,51.2,0,48.8
E00098293,77.1,1.9,21
E00098294,35.4,2.1,62.6
E00098295,67.8,2.3,29.8
E00098296,64.2,2.8,33
E00098297,59.6,2.7,37.8
E00098298,57.5,3.9,38.6
E00098299,46.8,1.3,51.9
E00098300,65.3,5,29.7
E00098301,68.1,3.5,28.5
E00098302,54.5,1.9,43.6
E00098303,58.9,3,38.1
E00098304,54.1,2.3,43.6
E00098305,57.5,0,42.5
E00098306,57.7,5.3,37
E00098307,55.5,2.3,42.2
E00098308,53.2,5.1,41.7
E00098309,62,3.7,34.3
E00098312,62,2.1,35.9
E00098313,64.9,0.4,34.8
E00098314,54.4,2.1,43.6
E00098315,47.7,2.5,49.8
E00098320,55.6,5.2,39.2
E00098322,59.8,1.2,39
E00098323,56.2,6.4,37.5
E00098324,68,2.8,29.2
E00098325,54.2,2.7,43
E00098326,58.7,3.1,38.2
E00098442,58.1,2.6,39.3
E00098443,53.6,1.1,45.3
E00098444,34.3,3.4,62.4
E00098447,61.5,1.8,36.7
E00098448,58.5,1.4,40.1
E00098449,39.7,2.2,58.2
E00098450,51.4,1.7,46.9
E00098453,44.3,4,51.7
E00099352,65.5,1.5,33.1
E00099353,83.5,2.2,14.3
E00099354,69,1.4,29.6
E00099356,46.3,2.1,51.6
E00099357,64.2,0.4,35.4
E00099358,62.4,0.6,37
E00099359,53.1,1.2,45.8
E00099360,57.7,2.4,39.9
E00099361,63.6,2.3,34.1
E00099363,64,2.9,33.1
E00099364,71.2,3.1,25.7
E00099365,68.3,0.7,31
E00099366,61.9,1.6,36.5
E00099367,71.6,2.2,26.3
E00099384,55.3,3,41.7
E00099385,54.4,4,41.5
E00099386,67.4,0.4,32.2
E00099387,48.8,3.3,47.9
E00099388,64.8,2.9,32.4
E00099389,50.5,2.9,46.5
E00099390,49.8,1.2,49
E00099391,48.1,3.7,48.1
E00099392,57.4,3.6,39
E00099393,56.3,4.8,38.9
E00099394,52.7,5.1,42.2
E00099395,56.8,6.1,37.1
E00099396,54.1,6.8,39.1
E00099397,43.5,3.8,52.7
E00099398,62,4.4,33.6
E00099399,67.2,1.9,30.9
E00099410,58.1,3.6,38.3
E00099411,57.8,3.8,38.4
E00099412,52.4,3.7,43.9
E00099413,66.8,2.5,30.7
E00099422,59.6,2.6,37.8
E00099423,61.3,2.9,35.7
E00099424,51.7,0.9,47.4
E00099447,56,1.7,42.3
E00099448,60.2,0.6,39.2
E00099449,58.8,3,38.2
E00099450,60.8,0.9,38.3
E00099451,78.5,1.2,20.2
E00099452,58.5,3.2,38.3
E00099453,59.7,4,36.3
E00099454,61.3,3.6,35.1
E00099456,60.9,3.2,35.8
E00099457,67.8,3.1,29.1
E00099458,62.7,3.5,33.7
E00099459,77.3,2.9,19.8
E00099461,68.4,2.1,29.5
E00099462,53.5,4.2,42.3
E00099463,58.7,3.4,38
E00099464,58.4,3.5,38.2
E00099465,70,2.9,27.1
E00099466,65.1,3.7,31.2
E00099467,52.8,3.1,44.1
E00099468,55.2,1.7,43.2
E00099469,69.3,2.3,28.4
E00099470,58.6,1.4,40
E00099471,64.2,3.7,32.1
E00099472,54.3,1.5,44.2
E00099473,63.1,1.9,35
