geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
W00005719,1.4,11.3,24.6,62.7
W00005720,1.6,10.5,16.9,71
W00005721,23,26.2,42.1,8.7
W00005722,0,6.7,35.8,57.5
W00005723,2.2,8.3,35,54.4
W00005724,4.9,25.4,40.2,29.5
W00005725,7.4,24.6,31.1,36.9
W00005726,0.8,8.3,34.6,56.4
W00005727,0,26.4,31.4,42.1
W00005728,3.2,14.4,37.6,44.8
W00005729,6,8,53.3,32.7
W00005730,4.8,17.1,30.5,47.6
W00005731,2.5,26.1,28.7,42.7
W00005732,16.6,30.5,29.1,23.8
W00005733,1.7,8.5,50.8,39
W00005734,0,10.3,34,55.8
W00005735,1.3,1.3,30.4,67.1
W00005736,2.4,9.2,18.4,69.9
W00005737,4.2,9.5,14.3,72
W00005738,0,3.8,16.5,79.7
W00005739,0.8,4.8,31.5,62.9
W00005839,0,4.7,27.7,67.6
W00005840,1.4,10.9,37.7,50
W00005842,4.4,8.9,28.9,57.8
W00005843,3.8,16.2,31.4,48.6
W00005844,2.7,25.7,56.6,15
W00005845,0,1.5,69.9,28.6
W00005846,21.6,23.3,50.9,4.3
W00005847,2.9,26.2,40.6,30.3
W00005848,2.1,8.3,48.3,41.4
W00005849,0,4.5,45.9,49.5
W00005850,0,3.1,85.5,11.5
W00005851,7,7.8,50.4,34.9
W00005852,0,7.2,45.9,46.8
W00005853,5.2,15.5,64.9,14.4
W00005854,4.8,3.2,80.8,11.2
W00005855,0,13.1,54.7,32.1
W00005856,0,1.7,56.7,41.7
W00005857,15.8,70.2,9.6,4.4
W00005858,0.8,27.9,44.3,27
W00005859,0.8,44,36,19.2
W00005860,0,23.4,24.3,52.3
W00005861,0,41.7,39.8,18.5
W00005863,0,7.2,58.6,34.2
W00005864,1.5,56.1,39.4,3
W00005865,0,18.7,69.9,11.4
W00005866,0.8,4,77.8,17.5
W00005867,1.8,10.9,39.1,48.2
W00005868,6.3,25,32.8,35.9
W00005869,0.9,5.5,38.2,55.5
W00005870,0.9,11.8,80,7.3
W00005871,7.5,20.9,59,12.7
W00005872,2.9,17.1,75.2,4.8
W00005873,0.5,47.7,49.2,2.6
W00005874,4.2,19.5,49.2,27.1
W00005875,2.5,23,44.3,30.3
W00005876,1.5,38.2,42.7,17.6
W00005878,1.9,19.1,38.6,40.5
W00005883,1.6,4.9,17.9,75.5
W00005900,2.8,4.2,25.4,67.6
W00005901,1.4,9.8,24.5,64.3
W00005918,0,23.4,65.3,11.3
W00005919,0,29.3,57.9,12.8
W00005920,0,4.9,63.8,31.3
W00005921,0,33.6,54,12.4
W00005922,0,39,55.3,5.7
W00005925,0.5,26.8,44.3,28.4
W00005926,9.4,19.7,62.4,8.5
W00005927,5.7,29.3,40.7,24.4
W00005987,1.8,7.9,24.2,66.1
W00009840,1.6,11.2,44,43.2
W00010495,0.7,12.4,64.1,22.9
W00010516,9.2,32.3,40,18.5
W00010577,3.1,19.2,34.9,42.8
