areacd,sex-001,sex-002
E00037141,50.9,49.1
E00037142,51.1,48.9
E00037143,49.2,50.8
E00037145,48.8,51.2
E00037146,50.9,49.1
E00037147,51.7,48.3
E00037149,52,48
E00037150,50.7,49.3
E00037151,49.8,50.2
E00037152,53.9,46.1
E00037153,49.3,50.7
E00037154,53.1,46.9
E00037155,55.1,44.9
E00037156,51.4,48.6
E00037157,48.3,51.7
E00037158,48.7,51.3
E00037159,51.8,48.2
E00037163,53,47
E00037164,49.8,50.2
E00037166,48.7,51.3
E00037227,52.3,47.7
E00037228,47.6,52.4
E00037230,50.9,49.1
E00037240,50.6,49.4
E00037258,50.6,49.4
E00037259,50.4,49.6
E00037265,50.2,49.8
E00037266,52.7,47.3
E00037267,50.8,49.2
E00037268,54.1,45.9
E00037269,52.2,47.8
E00037270,51,49
E00037271,53.5,46.5
E00037272,49.8,50.2
E00037273,49.6,50.4
E00037274,52.3,47.7
E00037275,44,56
E00037360,47.9,52.1
E00037362,55.9,44.1
E00037364,53,47
E00037365,52.6,47.4
E00037366,51.2,48.8
E00037367,48.2,51.8
E00037368,50.2,49.8
E00037369,50.5,49.5
E00037370,53.7,46.3
E00037371,54.3,45.7
E00037372,52.1,47.9
E00037373,53.4,46.6
E00037377,49.7,50.3
E00037378,49.5,50.5
E00037379,52.5,47.5
E00037380,52.2,47.8
E00037381,48,52
E00037383,52.3,47.7
E00037385,52.8,47.2
E00037386,51.3,48.7
E00037387,50.2,49.8
E00037388,55.1,44.9
E00037389,49.1,50.9
E00037390,49.5,50.5
E00037391,52.7,47.3
E00037392,55.6,44.4
E00037393,50.3,49.7
E00037394,48.8,51.2
E00037829,51.5,48.5
E00037830,48.7,51.3
E00037831,46.4,53.6
E00037832,49.5,50.5
E00037833,49.6,50.4
E00037834,47.6,52.4
E00037835,54.4,45.6
E00037836,51.5,48.5
E00037837,54.3,45.7
E00037838,48.8,51.2
E00037839,49.7,50.3
E00037840,53.4,46.6
E00037841,49.7,50.3
E00037843,55.2,44.8
E00037844,51.8,48.2
E00037845,49.4,50.6
E00037846,50.3,49.7
E00037847,51.6,48.4
E00037848,51.8,48.2
E00037849,49.8,50.2
E00037850,51.8,48.2
E00037851,53.5,46.5
E00037852,49.6,50.4
E00037853,50.4,49.6
E00037854,50.8,49.2
E00037855,50.2,49.8
E00037856,48.5,51.5
E00037857,50.6,49.4
E00037858,54.7,45.3
E00037859,53,47
E00037860,52.1,47.9
E00037861,52.1,47.9
E00037862,49.2,50.8
E00037863,59.1,40.9
E00037864,48.2,51.8
E00037865,52.8,47.2
E00037866,49.3,50.7
E00037867,50.9,49.1
E00037868,52.5,47.5
E00037869,50.8,49.2
E00037870,51.4,48.6
