areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00037141,9.7,28.3,48.3,13.8
E00037142,7.9,37.7,44.7,9.6
E00037143,12.9,38.2,32,16.9
E00037145,18.5,53.2,21,7.3
E00037146,45.5,41,9.7,3.7
E00037147,20.4,49.4,23.4,6.8
E00037149,19.7,47,24.8,8.5
E00037150,22.4,43.5,27.8,6.3
E00037151,29.1,45.3,19.7,6
E00037152,31,43.4,19.4,6.2
E00037153,15.4,43.8,32.3,8.5
E00037154,12.9,40.7,35,11.4
E00037155,33.6,46.9,12.5,7
E00037156,24.2,37.9,26.4,11.5
E00037157,27.9,40.2,26,5.9
E00037158,31.2,45.6,17.6,5.6
E00037159,22.7,34.9,35.5,7
E00037163,6.3,48.1,32.5,13.1
E00037164,26.3,42.3,22.6,8.8
E00037166,22.4,40.4,26.7,10.6
E00037227,10.3,44.1,35.3,10.3
E00037228,26.1,39.6,26.1,8.2
E00037230,32.1,50,12.1,5.7
E00037240,11.9,44.4,29.4,14.3
E00037258,23.9,50,18.7,7.5
E00037259,19.8,42.1,29.8,8.3
E00037265,9.4,43.6,33.3,13.7
E00037266,17.3,43.8,29,9.9
E00037267,23.8,44.3,25.4,6.6
E00037268,23.8,44.3,22.1,9.8
E00037269,26.7,48.3,20.7,4.3
E00037270,32.4,38.6,23.4,5.5
E00037271,11.5,46.4,29.2,13
E00037272,24.2,43.9,29.5,2.3
E00037273,28.7,39,24.3,8.1
E00037274,17.4,47.7,22.9,11.9
E00037275,4.3,47.1,30,18.6
E00037360,59,33.6,6.7,0.7
E00037362,36.4,39.3,18.6,5.7
E00037364,33.6,41.3,18.2,7
E00037365,28.5,46.8,17.1,7.6
E00037366,49.1,35.7,11.6,3.6
E00037367,19.2,42.5,32.5,5.8
E00037368,16,45.4,29.4,9.2
E00037369,15.3,40.3,34.7,9.7
E00037370,19.3,41.4,27.1,12.1
E00037371,16.1,46.7,31.4,5.8
E00037372,15.4,42.6,32.4,9.6
E00037373,22.1,38.5,27.9,11.5
E00037377,21.7,45.2,25.2,7.8
E00037378,22.4,53,18.7,6
E00037379,35.4,42.3,19.2,3.1
E00037380,39.7,41.2,17.6,1.5
E00037381,29.5,40,21.9,8.6
E00037383,21.3,46.8,24.1,7.8
E00037385,47.3,35.9,13.2,3.6
E00037386,28.8,44,19.2,8
E00037387,39.3,40.7,17,3
E00037388,21.1,40.4,28.9,9.6
E00037389,30.2,39.6,20.1,10.1
E00037390,16.1,52.3,24.4,7.3
E00037391,54,39.7,6.3,0
E00037392,41.7,37.1,15.9,5.3
E00037393,28.1,46.7,20,5.2
E00037394,27.6,47.8,17.9,6.7
E00037829,22.6,33.9,36.5,7
E00037830,19.6,49.7,23.8,7
E00037831,25.2,48.1,20.6,6.1
E00037832,22,38.6,29.9,9.4
E00037833,53,29.9,14.2,3
E00037834,7.1,32.3,42.6,18.1
E00037835,33.6,38.8,20.9,6.7
E00037836,27.9,38.2,27.2,6.6
E00037837,13.4,49.6,29.4,7.6
E00037838,25.2,40.5,20.7,13.5
E00037839,9.9,35.5,32.2,22.3
E00037840,10.5,39.5,39.5,10.5
E00037841,19.9,52.1,24,4.1
E00037843,22.3,46.9,23.1,7.7
