areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00037141,98.6,1.1,0.3
E00037142,98.3,1.7,0
E00037143,96.6,2.9,0.5
E00037145,95.3,4.7,0
E00037146,97.7,2.3,0
E00037147,87.5,10.3,2.2
E00037149,94.1,4.9,1
E00037150,88.8,9.9,1.3
E00037151,96,4,0
E00037152,95.1,3.4,1.5
E00037153,98.9,0.4,0.7
E00037154,99,1,0
E00037155,97.4,2.1,0.4
E00037156,99.1,0.9,0
E00037157,96.8,3,0.2
E00037158,95.6,4.4,0
E00037159,98.8,1.2,0
E00037163,99.4,0.3,0.3
E00037164,95.8,2.3,1.9
E00037166,98.1,1.7,0.3
E00037227,96.9,3.1,0
E00037228,97.8,2.2,0
E00037230,96.9,1.3,1.8
E00037240,99.6,0.4,0
E00037258,96,2.7,1.3
E00037259,100,0,0
E00037265,100,0,0
E00037266,99.5,0.5,0
E00037267,98.3,1.3,0.4
E00037268,98.9,0.8,0.4
E00037269,98.1,1.9,0
E00037270,95.1,1.7,3.1
E00037271,99.3,0.7,0
E00037272,98,1.2,0.8
E00037273,95.7,4.3,0
E00037274,97.9,2.1,0
E00037275,97.6,0,2.4
E00037360,98.6,0.9,0.5
E00037362,95.4,4,0.6
E00037364,94.7,4,1.3
E00037365,96.2,3.6,0.3
E00037366,94.3,2.1,3.6
E00037367,97.7,2.3,0
E00037368,98.5,1.5,0
E00037369,99.8,0.2,0
E00037370,99.7,0.3,0
E00037371,99,0.3,0.7
E00037372,98.8,1.2,0
E00037373,100,0,0
E00037377,95.4,3.2,1.4
E00037378,95.2,3.8,1
E00037379,94,5,0.9
E00037380,95.9,2.8,1.3
E00037381,96.3,2.6,1.1
E00037383,94.2,5.5,0.3
E00037385,94.3,3.2,2.5
E00037386,92.4,6.2,1.4
E00037387,100,0,0
E00037388,99.1,0.5,0.5
E00037389,98.1,1.9,0
E00037390,93.5,5.6,0.9
E00037391,94.9,3.4,1.7
E00037392,97.2,1.7,1
E00037393,90.4,8.7,0.9
E00037394,96.2,2.2,1.6
E00037829,96.9,2.8,0.3
E00037830,97.3,2.4,0.3
E00037831,97.9,1.4,0.7
E00037832,99,1,0
E00037833,93.8,4,2.2
E00037834,95.9,3.4,0.8
E00037835,100,0,0
E00037836,92.4,7.6,0
E00037837,97.8,0.9,1.3
E00037838,97.8,1.8,0.4
E00037839,99.7,0.3,0
E00037840,98.8,1.2,0
E00037841,92.2,6.9,0.9
E00037843,95.4,3.7,0.9
E00037844,89.2,8.6,2.2
E00037845,92.6,5.7,1.7
E00037846,96.3,3.4,0.3
E00037847,90.6,8.8,0.6
E00037848,97.7,1.5,0.9
E00037849,93.2,6.3,0.5
E00037850,99.3,0.7,0
E00037851,98.3,0.4,1.3
E00037852,98.8,0.8,0.4
E00037853,99.2,0.8,0
E00037854,99.2,0.8,0
E00037855,100,0,0
E00037856,100,0,0
E00037857,99.1,0.9,0
E00037858,93.9,4.8,1.3
