areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00065992,6.6,34.4,45,13.9
E00065993,5.1,24.3,45.6,25
E00065995,11.3,46.9,22.5,19.4
E00065996,4.1,24.7,38.4,32.9
E00065997,1.1,20,44.2,34.7
E00066019,1.7,16.7,50,31.7
E00066021,2.5,18.9,42.6,36.1
E00066022,0.9,41.7,43.9,13.6
E00066023,16.5,22.3,45.5,15.7
E00066024,11.6,28.6,32.1,27.7
E00066025,9.7,42.9,46.1,1.3
E00066026,2.6,65.2,23.5,8.7
E00066027,6.3,28.6,48.4,16.7
E00066028,3.8,36.1,42.1,18
E00066029,24.2,38.3,29.5,8.1
E00066030,10.7,24,34.7,30.6
E00066031,4.4,26.9,53.1,15.6
E00066032,4.6,43.1,44.6,7.7
E00066033,4.9,31.1,44.3,19.7
E00066034,24,23.3,41.9,10.9
E00066035,4.8,45.8,42.8,6.6
E00066036,26.4,49.1,23.6,0.9
E00066037,10,32.3,38.5,19.2
E00066038,11.5,43.8,42.7,2.1
E00066039,0.9,48.7,34.2,16.2
E00066040,2.2,34.8,51.9,11.1
E00066041,0.8,23.4,49.2,26.6
E00066042,10.1,37.1,49.4,3.4
E00066444,13.9,49.7,31.8,4.6
E00132235,5.2,15.5,60.6,18.7
E00132236,3.5,24.7,40.6,31.2
E00132237,1,15.5,80.6,2.9
E00132239,2,14,58,26
E00132240,3.4,19.1,44.9,32.6
E00132241,2,19,51,28
E00132305,4.2,24.3,41,30.6
E00132306,2.1,24.3,34.7,38.9
E00132307,2.5,27.8,27.8,42
E00132308,4.3,18.8,34.8,42
E00132322,14.8,42.6,28.7,13.9
E00132323,5.5,39.1,40.6,14.8
E00132324,7,51.4,31.3,10.3
E00132325,10.3,50.5,32.2,7
E00132326,4.9,60.2,26.8,8.1
E00132327,1.6,55.6,27.4,15.3
E00132328,31.1,24.4,24.4,20
E00132329,3.9,70.4,16.8,8.9
E00132330,5.3,76.1,16.8,1.8
E00132331,23.8,36.9,30.8,8.5
E00132332,27.1,57.1,12,3.8
E00132333,17.6,30.5,29.8,22.1
E00132334,13.3,37.1,31.5,18.2
E00132335,14.4,26.5,37.1,22
E00132336,4.6,64.9,24.5,6
E00132337,6.2,53.4,24,16.4
E00132339,6,52.2,32.1,9.7
E00132340,10.2,74.8,12.6,2.4
E00132341,4.3,32.8,43.1,19.8
E00132342,5.5,52,36.2,6.3
E00132351,5.3,15.9,42.5,36.3
E00132352,2.3,18.4,37.9,41.4
E00132353,1.7,20.3,33.9,44.1
E00132354,0,13.2,52.9,33.8
E00132355,6.9,27.5,44.1,21.6
E00132356,1.3,19.5,37.7,41.6
E00132357,2.3,25.4,40.1,32.2
E00132358,4.5,27.9,44.8,22.7
E00132359,1.5,19.1,41.2,38.2
E00132363,14.2,26.5,45.5,13.7
E00132368,6,37.3,37.3,19.4
E00132369,3.5,21.8,48.2,26.5
E00132370,2.1,23.4,50,24.5
E00132371,0.9,35.7,40.9,22.6
E00132372,0.7,21.3,47.8,30.1
E00132373,0.9,34.2,58.1,6.8
E00132374,3.1,17.5,53.6,25.8
E00132375,0.7,14.1,36.6,48.6
E00132383,3.5,46.1,37.4,13
E00132384,23.3,24.7,41.1,11
E00132387,3.3,56.6,30.3,9.8
E00132389,0,30.9,33.1,36
E00132390,2.6,70.4,23.5,3.5
E00132391,1,25,64.4,9.6
E00132421,6.1,46.3,40.2,7.4
E00132423,14.2,41.8,36.9,7.1
E00132425,8,53.3,28.8,9.9
E00132428,6.2,32.6,37.2,24
E00132430,0.8,34.9,60.5,3.9
E00132431,0.6,38.2,41.6,19.7
E00132432,1.6,12.4,65.1,20.9
E00132433,20,39.2,35,5.8
E00132434,4.8,34.4,41.8,19
E00132435,3.9,30.7,30.7,34.6
E00132436,22.8,35,34.1,8.1
E00132440,0.9,32.2,50.4,16.5
E00132441,5.2,21.6,34.5,38.8
E00132442,0,26.3,58.8,14.9
E00132445,0,26.7,46.7,26.7
E00132446,8.5,42.4,42.4,6.7
E00132447,15.2,33.9,44.2,6.7
E00132448,0,36.4,57.4,6.2
E00132449,0,40.4,47.5,12.1
E00132450,0,14.2,51.8,34
E00132451,2.5,18,52.5,27
E00132452,0.7,6.7,74.8,17.8
E00132493,1.6,17.2,37.5,43.8
E00132494,0,20.8,45.3,34
E00132495,2.3,28.2,44.3,25.2
E00132496,3.5,38.1,42.5,15.9
E00132497,2.7,20.5,39.7,37
E00132498,1.1,21.5,59.1,18.3
E00132499,5,33.3,43.3,18.4
E00132500,1.7,24.2,45,29.2
E00132501,1.7,17.8,44.9,35.6
E00132541,0,32.5,47.8,19.7
E00132542,0,27.3,40.9,31.8
E00132549,17.3,49.7,28.5,4.5
E00132550,0.9,17.3,57.5,24.3
E00132551,10.3,23.5,57.4,8.8
E00132552,4.8,51.6,30.2,13.5
E00132553,6.4,26.6,55,11.9
E00132554,0.7,40.6,51,7.7
E00132555,11.5,61.5,18.2,8.9
E00132556,11.5,59,18.6,10.9
E00132558,6,77.2,12.8,4
E00132562,2.9,62.9,30,4.1
E00132605,4.8,22.6,40.3,32.3
E00185344,0.7,11.7,45.3,42.3
E00185350,5.6,22.4,45.6,26.4
E00185369,11.1,71.7,13.1,4
E00185414,0.8,43.9,26.8,28.5
E00185433,9.7,69.4,12.9,8.1
E00185452,0.8,17.6,52.7,29
