areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00065992,92.9,0.3,6.8,0
E00065993,94.4,0.3,4.9,0.3
E00065995,92.1,0.3,7,0.6
E00065996,97.7,0,2.3,0
E00065997,95.7,0,4.3,0
E00066019,93.8,0,6.2,0
E00066021,94.1,0,5.9,0
E00066022,95.5,0.2,4.3,0
E00066023,91.4,0,8.6,0
E00066024,80.2,0,18.2,1.7
E00066025,89,0,10.7,0.3
E00066026,91.1,0,8.9,0
E00066027,92.6,0.3,7,0
E00066028,87.9,0,11.4,0.7
E00066029,91.5,0.7,7.4,0.4
E00066030,87.4,0,12.6,0
E00066031,94.5,0,5.5,0
E00066032,87.1,0,12.5,0.4
E00066033,93.1,0.3,6.6,0
E00066034,88.3,0,11.3,0.4
E00066035,94.4,0,5.4,0.3
E00066036,91.6,0,7.9,0.5
E00066037,94.7,0,5.3,0
E00066038,80.8,0,19.2,0
E00066039,95.7,0,2.2,2.2
E00066040,91.8,0,7.5,0.7
E00066041,94.9,0.7,4.4,0
E00066042,91.6,0,8.4,0
E00066444,92.2,0,7.8,0
E00132235,83,0,17,0
E00132236,94.2,0.3,5.5,0
E00132237,96,0,4,0
E00132239,87.6,0.3,11.5,0.6
E00132240,93.1,1.1,5.9,0
E00132241,86.6,0.5,12,0.9
E00132305,71.1,0.3,28.6,0
E00132306,92.3,0.3,7.4,0
E00132307,91.3,0,8.5,0.3
E00132308,94.8,0,5.2,0
E00132322,92.2,0,7.8,0
E00132323,87.5,0.3,11,1.2
E00132324,90.4,0,9.4,0.2
E00132325,92.9,0,7.1,0
E00132326,92.2,0,7,0.8
E00132327,90.6,0,9.1,0.3
E00132328,88.4,0,11.6,0
E00132329,89.6,0.3,9.8,0.3
E00132330,90.1,0,9,0.9
E00132331,90.4,0,9.6,0
E00132332,95.4,0,4.2,0.4
E00132333,90.1,0,9.2,0.7
E00132334,88.9,0,11.1,0
E00132335,89.3,0,9.4,1.3
E00132336,91,0.3,8.7,0
E00132337,89.1,0,10.9,0
E00132339,93.5,0,6.5,0
E00132340,89.7,0,9.4,0.9
E00132341,92.1,0,7.9,0
E00132342,88.2,0,11.8,0
E00132351,92.5,0,7.2,0.4
E00132352,95.7,0,4.3,0
E00132353,85.2,0.8,14.1,0
E00132354,91.2,0,8.5,0.3
E00132355,94.6,0.5,5,0
E00132356,90.2,0,9.8,0
E00132357,87.5,0,12,0.5
E00132358,91.2,0.3,7.9,0.6
E00132359,90.9,0.6,8.5,0
E00132363,90.6,0,9.4,0
E00132368,85,0,15,0
E00132369,87.6,0,11.9,0.5
E00132370,89.2,0,9.5,1.4
E00132371,96.3,0,3.7,0
E00132372,90.5,0,8.2,1.2
E00132373,93.3,0,6.7,0
E00132374,95.6,0.4,3.9,0
E00132375,91.4,0.3,8.3,0
E00132383,90,0,9.6,0.4
E00132384,92.7,0,6.9,0.3
E00132387,89.3,0,9.4,1.3
E00132389,91.6,0,5.5,2.9
E00132390,87.1,0,12.9,0
E00132391,88,0,11.2,0.8
E00132421,89.9,0,10.1,0
E00132423,89.2,0,10.4,0.4
E00132425,90.5,0,9,0.5
E00132428,90.4,0,9.2,0.4
E00132430,91.1,0,8.9,0
E00132431,89.9,0,9.9,0.2
E00132432,92,0,8,0
E00132433,88.4,0,11.6,0
E00132434,87.8,0,10.7,1.5
E00132435,94.2,0,5.8,0
E00132436,85,0,15,0
E00132440,91.1,0,8.9,0
E00132441,94.9,0,5.1,0
E00132442,93.1,0,5.5,1.4
E00132445,91.3,0.3,7.6,0.8
E00132446,95.6,0,4.4,0
E00132447,92,0,7.8,0.3
E00132448,96.7,0,3.3,0
E00132449,88.2,0,11.8,0
E00132450,91.6,0.3,8.1,0
E00132451,87.2,0,12.5,0.3
E00132452,84.5,0,14.5,0.9
E00132493,94.5,0,5.5,0
E00132494,92.6,0,7.4,0
E00132495,89.3,0,9.3,1.4
E00132496,95.5,0,4.5,0
E00132497,95.2,0.5,3.8,0.5
E00132498,91.8,0,8.2,0
E00132499,92.3,0,6.4,1.2
E00132500,97.4,0,2.2,0.4
E00132501,90.4,0,9.2,0.4
E00132541,86.2,0.8,9.3,3.6
E00132542,93.7,0,5.9,0.4
E00132549,95.9,0,4.1,0
E00132550,88.7,0.2,10.5,0.6
E00132551,93.5,0,6.5,0
E00132552,91.3,0,8.7,0
E00132553,93.7,0,5.9,0.4
E00132554,93.7,0,6,0.3
E00132555,82.6,0,17.1,0.3
E00132556,92.6,0,6,1.4
E00132558,88.4,0,11.6,0
E00132562,89.6,0,9.8,0.7
E00132605,95.6,0,3.6,0.7
E00185344,95.5,0.3,4.2,0
E00185350,76.3,0.6,22.8,0.3
E00185369,89.9,0,10.1,0
E00185414,92.7,0.4,6.5,0.4
E00185433,94.2,0,5.8,0
E00185452,84.1,0.3,15.6,0
