geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00072704,45.6,33.3,11.4,9.6
E00072705,45.3,45.3,0.7,8.8
E00072706,61.7,31.3,2.6,4.3
E00072707,43.5,25.4,15.2,15.9
E00072708,34.3,29.9,19.4,16.4
E00072709,45.5,52.2,0.7,1.5
E00072710,68,32,0,0
E00072711,52.3,42.2,1.6,3.9
E00072712,62.3,31.9,2.2,3.6
E00072713,59.4,33.3,0,7.2
E00072715,35.2,33.9,16.4,14.5
E00072716,48.4,23.8,4.9,23
E00072717,36.2,44.8,7.1,11.9
E00072718,34.7,23.4,0.8,41.1
E00072719,62.3,25.4,0,12.3
E00072720,47.3,39.3,2,11.3
E00072721,34.4,18.1,2.5,45
E00072722,28.7,37.4,6.9,27
E00072723,24.3,14.9,51.4,9.5
E00072725,24.2,32,32,11.7
E00072726,39.2,37.7,14.6,8.5
E00072727,49.2,38.1,0,12.7
E00072728,27.3,33.6,18.8,20.3
E00072729,29.4,40.4,19.1,11
E00072730,61.2,29.5,0.8,8.5
E00072731,46.8,34.1,4,15.1
E00072732,23.3,21.8,39.8,15
E00072733,25.3,37,24,13.7
E00072734,34.7,41.3,6,18
E00072736,32.1,20.2,32.1,15.5
E00072737,53.3,33.3,5.2,8.1
E00072738,48.8,33.3,0.8,17.1
E00072739,46.1,34.8,8.7,10.4
E00072741,9.9,2.6,71.7,15.8
E00072742,45.1,26.8,14.8,13.4
E00072743,24.4,17.6,46.6,11.5
E00072744,51,31.5,7.4,10.1
E00072745,43.7,28.8,1.8,25.7
E00072746,27.7,29.4,32.8,10.1
E00072747,22.7,26.1,32.8,18.5
E00072748,28.2,39.5,23.4,8.9
E00072749,40,41,13.8,5.1
E00072750,9,16.4,59,15.7
E00072751,33.3,30.1,26,10.6
E00072752,21.6,30.4,41.2,6.8
E00072753,24.3,35.3,37.6,2.9
E00072993,57.2,38.4,0,4.3
E00072994,21.8,21.8,51.6,4.8
E00072996,62.1,32.6,0.8,4.5
E00072998,48.1,51.2,0.8,0
E00072999,62.7,32.8,1.5,3
E00073000,60.5,35.5,1.6,2.4
E00073338,44,40.5,4.3,11.2
E00073340,15.7,40.7,9.3,34.3
E00073341,22.8,44.1,0.7,32.4
E00073342,35.3,33.5,12.9,18.2
E00073343,45.9,36.9,1.9,15.3
E00073345,20.8,56.6,8.5,14.2
E00073346,37.8,44.4,4.4,13.3
E00073347,21.3,25,5.6,48.1
E00073349,17.2,32,31.1,19.7
E00073351,14.5,39.5,36.3,9.7
E00073352,8,23.2,56,12.8
E00073354,23.8,31,38.1,7.1
E00073355,22.5,36.2,18.8,22.5
E00073356,36,37.3,6,20.7
E00073357,35.4,37,11.8,15.7
E00073358,39.5,37.1,10.5,12.9
E00073359,34.6,48,5.5,11.8
E00073360,39,42.4,3.4,15.3
E00073362,20.1,44.3,13.4,22.2
E00073363,37.9,41.7,7.6,12.9
E00073364,20.9,17.1,51.9,10.1
E00073365,31.5,44.4,11.3,12.9
E00073367,48.5,34.1,1.5,15.9
E00073368,23.7,42.1,17.5,16.7
E00073369,31.2,22.4,30.4,16
E00073370,23.1,10.8,57.7,8.5
E00073371,23.1,15.7,52.8,8.3
E00073372,4.2,3.4,84,8.4
E00073375,40.3,39.6,1.5,18.7
E00073376,40.9,42.6,7.8,8.7
E00073385,32,38.3,21.1,8.6
E00073386,23,40.4,24.6,12
E00073387,16.8,30.4,43.2,9.6
E00074134,39.6,37.3,6.7,16.4
E00074136,40,43.4,2.8,13.8
E00074138,46.7,41.7,0.8,10.8
E00074139,25.2,43.2,3.9,27.7
E00074140,28.5,32.3,3.1,36.2
E00074141,45.9,38.5,2.2,13.3
E00074142,30.1,58.1,0,11.8
E00074143,29.1,41.2,10.8,18.9
E00074144,42.6,44.2,0.8,12.4
E00074145,49.3,41.2,0.7,8.8
E00074266,55.1,36.2,2.4,6.3
E00074267,50,34.8,8.9,6.3
E00074269,59.5,31.3,0.8,8.4
E00074270,47.3,48.1,2.3,2.3
E00074271,20.9,12.6,57.1,9.4
E00074276,20,33.8,35.2,11
E00074278,57.5,35,0.8,6.7
E00074280,33.9,37.3,23.7,5.1
E00074281,43.1,37.1,5.2,14.7
E00074282,50.7,44.1,1.5,3.7
E00074283,57.1,35.7,0.8,6.3
E00074284,17.4,21.7,53.9,7
E00074285,57,32.5,3.5,7
E00074289,38.6,38.6,11.4,11.4
E00074292,58.2,31.1,0.8,9.8
E00074293,50.7,34.7,5.6,9
E00074295,18.7,32.1,21.6,27.6
E00075114,59.8,30.8,0,9.4
E00075115,65.1,29.2,1.9,3.8
E00075116,44.6,45.4,0.8,9.2
E00075117,44.2,34.5,7.1,14.2
E00075118,35.7,26.8,22.3,15.2
E00075119,39.6,42.3,4.7,13.4
E00075120,43.1,37.5,13.9,5.6
E00075121,8.7,18.1,65.9,7.2
E00075361,55.6,29.4,4.8,10.3
E00075362,58.6,33.1,0.8,7.5
E00075363,48.7,39.9,4.4,7
E00075364,42.4,30.9,17.3,9.4
E00075365,60.7,33.6,0.7,5
E00075366,58.1,32.4,0.7,8.8
E00075367,59.3,33.9,0,6.8
E00075368,61.7,25,9.4,3.9
