geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00072704,52,48
E00072705,59.5,40.5
E00072706,61.9,38.1
E00072707,51.9,48.1
E00072708,40.6,59.4
E00072709,69.4,30.6
E00072710,65.4,34.6
E00072711,56.3,43.7
E00072712,67.8,32.2
E00072713,66.8,33.2
E00072715,37.7,62.3
E00072716,47.6,52.4
E00072717,56.1,43.9
E00072718,38.3,61.7
E00072719,48.6,51.4
E00072720,54.9,45.1
E00072721,31.6,68.4
E00072722,48.5,51.5
E00072723,38,62
E00072725,40.4,59.6
E00072726,52.8,47.2
E00072727,59.1,40.9
E00072728,45.5,54.5
E00072729,46.7,53.3
E00072730,64.5,35.5
E00072731,55.8,44.2
E00072732,46.4,53.6
E00072733,34.7,65.3
E00072734,45.7,54.3
E00072736,41.9,58.1
E00072737,58.5,41.5
E00072738,45.6,54.4
E00072739,45.9,54.1
E00072741,24.8,75.2
E00072742,54.2,45.8
E00072743,33.7,66.3
E00072744,55,45
E00072745,34.3,65.7
E00072746,48.1,51.9
E00072747,25,75
E00072748,32.8,67.2
E00072749,49.4,50.6
E00072750,24.1,75.9
E00072751,38.4,61.6
E00072752,37,63
E00072753,43.6,56.4
E00072993,71.7,28.3
E00072994,43.3,56.7
E00072996,60.4,39.6
E00072998,71.3,28.7
E00072999,65.9,34.1
E00073000,67.5,32.5
E00073338,59.2,40.8
E00073340,23.7,76.3
E00073341,44.3,55.7
E00073342,47.8,52.2
E00073343,50.3,49.7
E00073345,21.6,78.4
E00073346,42.3,57.7
E00073347,27.3,72.7
E00073349,29.6,70.4
E00073351,36.7,63.3
E00073352,28.8,71.2
E00073354,32.4,67.6
E00073355,37.5,62.5
E00073356,52.2,47.8
E00073357,49.8,50.2
E00073358,53.5,46.5
E00073359,43.6,56.4
E00073360,51.6,48.4
E00073362,34.8,65.2
E00073363,51.6,48.4
E00073364,36.1,63.9
E00073365,43.3,56.7
E00073367,49,51
E00073368,42.1,57.9
E00073369,33.6,66.4
E00073370,32.5,67.5
E00073371,31.5,68.5
E00073372,26.5,73.5
E00073375,41.6,58.4
E00073376,48.6,51.4
E00073385,35.4,64.6
E00073386,32.2,67.8
E00073387,28.3,71.7
E00074134,44.4,55.6
E00074136,45.4,54.6
E00074138,48.8,51.2
E00074139,39.2,60.8
E00074140,33.2,66.8
E00074141,49.5,50.5
E00074142,45.8,54.2
E00074143,42.1,57.9
E00074144,47.5,52.5
E00074145,50.6,49.4
E00074266,53.7,46.3
E00074267,53.6,46.4
E00074269,49.4,50.6
E00074270,58.8,41.2
E00074271,32.2,67.8
E00074276,43.4,56.6
E00074278,59.3,40.7
E00074280,51.6,48.4
E00074281,54.3,45.7
E00074282,50.3,49.7
E00074283,58.9,41.1
E00074284,37,63
E00074285,52.9,47.1
E00074289,42.5,57.5
E00074292,52.8,47.2
E00074293,55.1,44.9
E00074295,35.7,64.3
E00075114,60.8,39.2
E00075115,63,37
E00075116,60.8,39.2
E00075117,55.4,44.6
E00075118,47.1,52.9
E00075119,52.2,47.8
E00075120,58.8,41.2
E00075121,27.7,72.3
E00075361,57.8,42.2
E00075362,61.4,38.6
E00075363,53.6,46.4
E00075364,49.2,50.8
E00075365,59.9,40.1
E00075366,56.9,43.1
E00075367,59.1,40.9
E00075368,49.6,50.4
E00075369,62.2,37.8
E00075370,64.7,35.3
E00075371,53.9,46.1
E00075372,54.6,45.4
E00075373,52.5,47.5
E00075374,43.4,56.6
E00075375,50.2,49.8
E00075376,30,70
E00075377,68.1,31.9
E00075378,53.8,46.2
E00075379,50.5,49.5
E00075380,63.6,36.4
E00075381,56.2,43.8
E00075382,43.1,56.9
E00075383,40.9,59.1
E00075384,38.8,61.2
E00075385,44.4,55.6
E00075386,39.2,60.8
E00075387,35.6,64.4
E00075388,49.2,50.8
E00075389,57.3,42.7
E00075390,50.6,49.4
E00075391,54.2,45.8
E00075441,50,50
E00075442,62.8,37.2
E00075443,57.5,42.5
E00075444,57.7,42.3
E00075445,59.9,40.1
E00075446,59.1,40.9
E00075447,51.3,48.7
E00075448,44.1,55.9
E00075449,35.1,64.9
E00075450,45.7,54.3
E00075451,47.6,52.4
E00075452,54.9,45.1
E00075453,47.5,52.5
E00075454,50.7,49.3
E00075455,63.1,36.9
E00075456,31.7,68.3
E00075457,44.2,55.8
E00075458,34.8,65.2
E00075459,48.5,51.5
E00075460,46.6,53.4
E00075461,68,32
E00075462,57.4,42.6
E00075463,62.1,37.9
E00075464,53.2,46.8
E00075465,47.2,52.8
E00075466,51.8,48.2
E00075467,50.3,49.7
E00075468,52.2,47.8
E00075469,54.1,45.9
E00075470,47,53
E00075471,44.7,55.3
E00075472,56.1,43.9
E00075473,54.6,45.4
E00075474,58.5,41.5
E00075475,52.5,47.5
E00075476,46.2,53.8
E00075477,64.2,35.8
E00075478,42.9,57.1
E00075479,51.7,48.3
E00075480,41.4,58.6
E00075481,43.1,56.9
E00075482,53.6,46.4
E00075483,40.2,59.8
E00075484,55.6,44.4
E00075485,55.9,44.1
E00075486,50,50
E00075487,32.4,67.6
E00075488,49.8,50.2
E00075489,56.5,43.5
E00075490,58.2,41.8
E00075491,45.4,54.6
E00075492,32.8,67.2
E00075493,41.7,58.3
E00075494,48.9,51.1
E00075495,47.7,52.3
E00075496,31.2,68.8
E00075497,32.6,67.4
E00075498,71.8,28.2
E00075499,41.8,58.2
E00075500,30.9,69.1
E00075501,33.5,66.5
E00075502,38.9,61.1
E00075503,34.2,65.8
E00075504,34,66
E00075506,27.3,72.7
E00075507,30.4,69.6
E00075508,43.3,56.7
E00075509,44,56
E00075510,57.1,42.9
E00075511,53.1,46.9
E00075642,48.3,51.7
E00075797,50.8,49.2
E00075798,46.4,53.6
E00075809,59.7,40.3
E00075811,62.7,37.3
E00075812,61.3,38.7
E00075813,46.2,53.8
E00075827,42.8,57.2
E00189459,38.9,61.1
E00189472,37.4,62.6
E00189489,46.2,53.8
E00189494,39.3,60.7
E00189503,58.3,41.7
E00189507,50.6,49.4
E00189514,65.4,34.6
E00189520,36.8,63.2
E00189526,43.7,56.3
E00189532,37.2,62.8
E00189533,45.8,54.2
E00189540,42.4,57.6
E00189562,44.2,55.8
E00189569,31.1,68.9
E00189571,53.7,46.3
E00189587,53.2,46.8
