geography_code,disability_3a-001,disability_3a-002
E00063850,31.9,68.1
E00063851,24.4,75.6
E00063852,15.7,84.3
E00063853,20.8,79.2
E00063854,21.3,78.7
E00063855,26.7,73.3
E00063856,23,77
E00063857,25.9,74.1
E00063858,29.5,70.5
E00063860,37.2,62.8
E00063861,21.4,78.6
E00063862,22.9,77.1
E00063863,19.8,80.2
E00063869,27.1,72.9
E00063870,22.5,77.5
E00063871,29,71
E00063872,34.8,65.2
E00063873,28.9,71.1
E00063874,30.2,69.8
E00063875,27.6,72.4
E00063876,38.6,61.4
E00063877,24.7,75.3
E00063878,34.7,65.3
E00063879,26.1,73.9
E00063880,33.1,66.9
E00063881,47.7,52.3
E00063882,32.6,67.4
E00063883,23.4,76.6
E00063884,32.8,67.2
E00063885,31.2,68.8
E00063886,30.5,69.5
E00063887,21,79
E00063888,28.5,71.5
E00063889,29,71
E00063890,39,61
E00063891,25.4,74.6
E00063892,18.9,81.1
E00063893,20.2,79.8
E00063894,28.6,71.4
E00063895,18.1,81.9
E00063896,35.9,64.1
E00063897,26,74
E00063898,32.5,67.5
E00063899,27.4,72.6
E00063900,26.5,73.5
E00063901,12.4,87.6
E00063902,33.2,66.8
E00063903,33.8,66.2
E00063904,20,80
E00063905,30.1,69.9
E00063906,28.3,71.7
E00063907,19,81
E00063908,22.4,77.6
E00063909,24.1,75.9
E00063910,39,61
E00063911,26.7,73.3
E00063912,13,87
E00063914,27,73
E00063916,26.1,73.9
E00063917,20.3,79.7
E00063918,25.7,74.3
E00063919,27.7,72.3
E00063920,32.1,67.9
E00063921,32.1,67.9
E00063922,28.7,71.3
E00063923,37,63
E00063924,26.2,73.8
E00063925,30.4,69.6
E00063926,32.8,67.2
E00063927,25.1,74.9
E00063928,47.7,52.3
E00063929,25.8,74.2
E00063930,26.6,73.4
E00063931,31.2,68.8
E00063932,33.3,66.7
E00063933,36.3,63.7
E00063934,36.4,63.6
E00063935,15.8,84.2
E00063936,27.9,72.1
E00063937,61,39
E00063938,29.4,70.6
E00063939,31.8,68.2
E00063940,25.6,74.4
E00063941,29.9,70.1
E00063942,29.1,70.9
E00063943,28.8,71.2
E00063944,33.2,66.8
E00063945,27.8,72.2
E00063946,27.7,72.3
E00063947,28,72
E00063948,31.7,68.3
E00063949,31.7,68.3
E00063950,19.9,80.1
E00063951,33.3,66.7
E00063952,45.7,54.3
E00063953,23.4,76.6
E00063954,21.1,78.9
E00063955,27.3,72.7
E00063956,23.2,76.8
E00063957,26.1,73.9
E00063958,30.2,69.8
E00063959,21.1,78.9
E00063960,20.2,79.8
E00063961,30.2,69.8
E00063962,21.9,78.1
E00063963,35.1,64.9
E00063964,26.8,73.2
E00063966,27.5,72.5
E00063967,29.7,70.3
E00063968,27.7,72.3
E00063969,30.5,69.5
E00063970,40.6,59.4
E00063972,32,68
E00063973,24.9,75.1
E00063974,18.8,81.3
E00063975,23,77
E00063976,18.1,81.9
