geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00063850,95.1,3.6,1.1,0,0.3
E00063851,95.3,3.1,0,1.2,0.4
E00063852,84.5,6.8,2,4.8,2
E00063853,96.5,3.5,0,0,0
E00063854,95.7,2.8,0.9,0.5,0
E00063855,96.6,2,0,1.4,0
E00063856,92.7,5.4,0.6,0.9,0.3
E00063857,95.5,3.5,0.3,0.3,0.3
E00063858,97.2,2,0,0.8,0
E00063860,96.5,2.7,0.9,0,0
E00063861,94.5,3,1.3,0.4,0.9
E00063862,94.8,3.7,1,0.5,0
E00063863,95.4,1.8,1.8,0.4,0.7
E00063869,95.1,3,0,0.7,1.1
E00063870,74.6,4.2,9.4,10.9,0.9
E00063871,83.9,8.9,0.4,1.8,4.9
E00063872,84.9,6,2.5,4.2,2.5
E00063873,92.7,6.2,0,1.1,0
E00063874,82.4,7.8,4.1,2.7,3.1
E00063875,88.3,5.1,3.6,1.5,1.5
E00063876,88.7,5.1,3.5,1.2,1.6
E00063877,87.4,4.7,3.8,1.7,2.3
E00063878,89.6,2.4,0.3,5.8,1.8
E00063879,76.5,11.5,2.7,5.5,3.8
E00063880,86.2,5.1,1.6,2.8,4.3
E00063881,94.5,3.6,0,0.9,0.9
E00063882,86.2,5.4,6.2,0.7,1.4
E00063883,86.9,7.1,4.7,0.2,1
E00063884,89.3,6.2,0,2.5,2
E00063885,90.7,3.9,1.8,2.1,1.4
E00063886,84.8,9.9,2.3,0.3,2.8
E00063887,81.1,9,6.9,1.4,1.6
E00063888,84.7,8.6,4.2,0.6,1.9
E00063889,84.4,11.1,2.5,0.8,1.2
E00063890,87.4,4.3,5.6,1.7,1
E00063891,76.3,7.8,6.3,8.5,1.1
E00063892,67.5,8.1,11,9.9,3.5
E00063893,69.9,6.8,7.8,8.7,6.8
E00063894,83.8,0.8,4.6,9.2,1.7
E00063895,90.4,4.6,1.4,3.2,0.4
E00063896,88.7,4.5,3,1.5,2.3
E00063897,77.9,12.5,1.6,0.3,7.7
E00063898,92.4,4.7,1.9,0,0.9
E00063899,94.4,2.8,0.8,0,2
E00063900,84.5,7.3,2.6,1.5,4.1
E00063901,85.3,9.2,1.3,0.8,3.4
E00063902,85,6.7,1.2,1.6,5.5
E00063903,91.5,6.6,0.9,0.5,0.5
E00063904,86.4,9.3,0.9,0,3.4
E00063905,84.3,6.5,0.9,3.9,4.3
E00063906,92.1,2.4,0,2.8,2.8
E00063907,94.8,3.2,0.9,0.6,0.6
E00063908,90.3,4.3,1.2,1.9,2.3
E00063909,90.3,6,1.2,1.6,0.8
E00063910,91.9,5.9,1.5,0.7,0
E00063911,83.5,7.1,3.5,1.2,4.7
E00063912,77.4,12.2,6.1,0.9,3.5
E00063914,93.8,2.7,0,0.9,2.7
E00063916,86.7,9.7,2.2,0.7,0.7
E00063917,86.3,5.5,1.7,1.7,4.8
E00063918,82.2,8.6,3.6,4.6,1
E00063919,84.7,10.3,0.7,0.7,3.7
E00063920,86.5,6.7,3.4,1.9,1.5
E00063921,90.6,4.7,1.1,1.1,2.5
E00063922,80.4,7,4.7,3.7,4.3
E00063923,77.4,4.5,4.1,3.8,10.3
E00063924,85.7,5,5.3,1.2,2.8
E00063925,90.8,7.3,1.9,0,0
E00063926,87.9,7.6,1.8,2.7,0
E00063927,90.6,4.9,2.8,1,0.7
E00063928,90,9.2,0.8,0,0
E00063929,85.3,7.1,3.6,0.9,3.1
E00063930,89.6,9.4,0,0,1.1
E00063931,89,8,0,1.7,1.3
E00063932,92.1,5.1,2.8,0,0
E00063933,91.2,6.4,1.2,0.8,0.4
E00063934,89,4.7,1.2,3,2.1
E00063935,83.9,5.7,3.4,2.5,4.4
E00063936,91.6,6.6,0,1,0.7
E00063937,97.3,2.7,0,0,0
E00063938,93.2,3.6,0.8,0.8,1.6
