geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00025905,42.1,13.5,26.4,18
E00025932,41.9,8.1,32.8,17.2
E00025938,43.7,14.3,22.2,19.8
E00025942,49.3,16.4,17.9,16.4
E00026438,34.7,9.7,41.7,13.9
E00029090,46.6,13.5,30.4,9.5
E00029093,38.5,15,31.4,15
E00029108,36.8,19.1,28.7,15.4
E00029114,42.4,16.5,28.1,12.9
E00029117,42.3,13.8,26.2,17.7
E00029119,36,21,23,20
E00029120,44.8,10.5,33.3,11.4
E00029122,47.7,13.7,26.1,12.4
E00029123,52,7.2,25.7,15.1
E00029125,33.7,14.1,33.7,18.4
E00029126,37.8,7,35.7,19.6
E00029127,35.5,16.3,34.8,13.5
E00029128,38.1,16.4,24.6,20.9
E00029129,43.4,13.8,28.3,14.5
E00029130,40.5,14,29.8,15.7
E00029131,45.1,14.8,23.8,16.4
E00029133,42.6,11.5,31.1,14.8
E00029134,40.1,13.7,25.8,20.3
E00029135,40.7,16.3,32.5,10.6
E00029136,54.7,3.5,14,27.9
E00029137,54.8,10.8,18.3,16.1
E00029138,58.1,12.9,11.8,17.2
E00029139,55,12.4,17.1,15.5
E00029140,55.3,16.4,10.7,17.6
E00029141,44.8,14.7,25.9,14.7
E00029142,56.3,10.7,13.4,19.6
E00029143,45.2,16.7,20.6,17.5
E00029144,44.5,11.6,25.2,18.7
E00029145,48.4,18,19.7,13.9
E00029146,43.3,8.3,31.7,16.7
E00029147,60.2,15.9,11.4,12.5
E00029148,57.1,19.3,10.1,13.4
E00029149,53.6,17.9,14.3,14.3
E00029150,58.6,7.2,12.6,21.6
E00029151,48.6,10.3,29.5,11.6
E00029153,48.6,16.4,24,11
E00029154,40.6,12.6,32.9,14
E00029155,46.5,9,27.1,17.4
E00029156,57.9,7.1,18.3,16.7
E00029157,48.8,17.1,14.6,19.5
E00029158,50.2,10.8,23.9,15
E00029159,41.5,15.6,29.6,13.3
E00029160,53.8,6.8,22.2,17.1
E00029161,41.3,21.3,21.3,16.3
E00029162,50,14.5,18.4,17.1
E00029163,59.7,10.4,20.8,9.1
E00029164,67.7,2.2,9.7,20.4
E00029165,53.6,9.3,16.5,20.6
E00029167,53.7,13.9,15.7,16.7
E00029168,59.8,5.5,19.7,15
E00029169,55.9,9.3,17.8,16.9
E00029170,55,9.2,13,22.9
E00029171,49.3,20.3,13,17.4
E00029172,55.7,6.6,25.4,12.3
E00029173,49.2,13.6,24.6,12.7
E00029174,43.4,14.3,29.1,13.2
E00029175,50.9,8.4,28.8,11.9
E00029176,32,11.6,44.8,11.6
E00029177,40.4,7.4,27.7,24.5
E00029178,57.1,16.9,18.2,7.8
E00029179,37.4,16.8,36.3,9.5
E00029180,46,7.9,33.8,12.2
E00029181,51.1,14.5,28,6.5
E00029182,59.2,10,21.7,9.2
E00029183,54.7,7,25.8,12.5
E00029184,36.4,12.1,38.6,12.9
E00029185,45.4,10.4,34.4,9.8
E00029186,50,10.3,27.8,11.9
E00029187,44.6,15,29.2,11.2
E00029188,35.8,14.6,34.1,15.4
E00029189,48.6,10.9,24.6,16
E00029190,43.9,12.2,32.5,11.4
E00029191,42.1,11.4,36.4,10
E00029192,45.3,9.3,26.2,19.2
E00029193,41.5,9.9,37.7,10.8
E00029194,39.6,16.4,32.1,11.9
E00029195,43.8,7.8,26.6,21.9
E00029196,43,9,33,15
E00029197,43.3,10.8,36.9,8.9
E00029199,43.1,11.4,34.7,10.8
E00029200,51.7,14.4,20.3,13.6
E00029201,42.6,7.7,34.3,15.4
E00029202,57.9,11,20,11
E00029203,60.4,11.7,16.2,11.7
E00029204,47.9,11,28.2,12.9
E00029205,43.6,11.6,30.2,14.5
E00029206,48.7,10.3,24.4,16.7
E00029207,55.7,9.9,14.5,19.8
E00029208,38.8,15.7,29.9,15.7
E00029209,52.5,13.6,13.6,20.3
E00029210,47.4,5.8,27.7,19
E00029211,40.2,11.2,41.9,6.7
E00029212,48.8,8.5,29.9,12.8
E00029262,41.9,9.6,26.5,22.1
