geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00079367,15.7,32.2,25.6,26.4
E00079368,25.2,22.8,15.4,36.6
E00079369,9,25.6,12,53.4
E00079370,7.6,25.4,20.3,46.6
E00079371,12.3,21.5,16.2,50
E00079372,13.9,23.8,16.6,45.7
E00079373,17.9,23.9,10.3,47.9
E00079374,10.2,25.8,16.4,47.7
E00079375,20.3,41.4,17.2,21.1
E00079376,18.6,34.3,22.9,24.3
E00079377,17,30.2,22.6,30.2
E00079378,18.1,32.8,19.8,29.3
E00079379,32.9,28.2,18.1,20.8
E00079380,18.1,36.2,18.9,26.8
E00079381,17.3,30.1,24.1,28.6
E00079382,13.4,27.7,16.8,42
E00079383,21.8,30.6,20.2,27.4
E00079384,16.4,33.6,20.3,29.7
E00079385,15.6,28.9,8.6,46.9
E00079386,12.5,15.4,19.2,52.9
E00079387,32,25.8,13.3,28.9
E00079388,14.2,16.3,16.3,53.2
E00079389,11.7,4.9,8.7,74.8
E00079390,23.2,21.1,11.6,44.2
E00079392,57.1,19,11.4,12.4
E00079393,41.3,28.8,12.5,17.3
E00079395,14.2,31.9,10.6,43.4
E00079397,11.6,23.3,11.6,53.5
E00079398,6.8,30.6,12.9,49.7
E00079400,15,11.8,7.9,65.4
E00079401,10.8,14.7,15.7,58.8
E00079402,10.3,17.1,13.7,59
E00079403,21.6,11.3,13.4,53.6
E00079404,10.7,12.5,25,51.8
E00079405,15.7,28.6,28.6,27.1
E00079406,17.5,12.6,11.2,58.7
E00079407,24,19.2,9.6,47.1
E00079408,33.3,28,21.5,17.2
E00079409,60.4,14.3,11,14.3
E00079410,14.6,23.2,14.6,47.6
E00079411,28.4,13.5,18.4,39.7
E00079412,13.3,14.8,19.3,52.6
E00079413,28.8,23.7,10.2,37.3
E00079414,35.9,20.7,14.7,28.8
E00079415,17.5,17,25.7,39.8
E00079416,49.6,18.3,13.9,18.3
E00079417,9.2,10.7,12.2,67.9
E00079418,9.6,14,7.9,68.4
E00079419,12.6,13.6,19.4,54.4
E00079420,14,17.4,11.6,57
E00079421,16.9,9.2,9.2,64.8
E00079422,25.7,29.4,25,19.9
E00079423,38.2,39,8.8,14
E00079424,19.2,29.2,24.2,27.5
E00079425,17.9,29.1,18.7,34.3
E00079426,23.1,35.2,16.7,25
E00079427,31.4,34.7,16.9,16.9
E00079428,22.6,41.9,12.1,23.4
E00079429,21.9,35.2,12.4,30.5
E00079430,28.8,28.8,22.3,20.1
E00079431,69.9,19.5,8.8,1.8
E00079432,47.8,31.9,11.6,8.7
E00079433,34.2,26.7,20,19.2
E00079434,37.9,31.1,15.2,15.9
E00079435,51.5,25.5,12.7,10.3
E00079436,19.7,33.3,16.2,30.8
E00079437,21.9,30.1,16.4,31.5
E00079438,30.7,28.5,19.7,21.2
E00079439,10.8,35.1,16.2,37.8
E00079440,23.9,38.1,14.2,23.9
E00079441,16.4,43.8,17.2,22.7
E00079442,21.2,28,18.6,32.2
E00079443,23.9,32.5,20.5,23.1
E00079444,33.9,30.4,15.2,20.5
E00079445,31.3,33.9,16.1,18.8
E00079446,38.3,16.4,17.2,28.1
E00079447,37.3,21.2,20.3,21.2
E00079448,30.3,27.3,18.2,24.2
E00079449,27.6,17.9,21.4,33.1
E00079450,24.8,24.8,22.6,27.7
E00079451,10.5,16.3,14,59.3
E00079452,13,25.2,12.2,49.6
E00079453,28.8,28.8,13.6,28.8
E00079454,18.4,17.8,36.8,27
E00079455,14.3,17.1,13.3,55.2
E00079456,33.7,16.8,12,37.5
E00079457,21.4,22.2,12,44.4
E00079458,3.1,42.2,8.1,46.6
E00079460,20.4,27.7,8.8,43.1
E00079461,23.7,27.1,16.9,32.2
E00079462,31.1,30.1,13.6,25.2
E00079463,17.2,27.9,23,32
E00079465,20.6,16.8,12.2,50.4
E00079466,13,27.6,14.6,44.7
E00079467,30.5,30.5,12.7,26.3
E00079468,28.9,22.4,19.7,28.9
E00079469,24.4,36.6,13.8,25.2
E00079471,16.7,16.7,15.2,51.5
E00079472,23.1,25.2,22.4,29.4
E00079473,16.8,14.2,16.8,52.3
E00079474,15.3,18,16.2,50.5
