geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00004881,93.6,3.5,0,2.8
E00004885,95.4,2.7,1,1
E00004888,93.9,2.8,1.7,1.7
E00004892,97.5,0.8,1,0.8
E00004894,94.5,2.4,0.8,2.4
E00004905,96.1,1.8,0.4,1.8
E00004910,91.7,3.6,0.4,4.4
E00004956,89.9,7,1.2,1.9
E00004957,92.4,3,2.6,2
E00004958,90.9,5.1,2,2
E00004959,92.5,2.7,3.2,1.6
E00004960,94.6,2.4,1.6,1.3
E00004961,90.2,5.3,2.1,2.5
E00004965,90,5.7,3.1,1.1
E00004966,94.8,1.6,2.5,1.1
E00004967,92.6,3.7,0.4,3.3
E00004968,91.6,3.1,2.5,2.8
E00004969,92.9,3.4,1.3,2.5
E00004970,92.1,3.8,2.3,1.9
E00004971,94.3,3.4,0.6,1.7
E00004973,91,4.6,2.6,1.7
E00004974,92.1,3.5,1.8,2.6
E00004984,92.8,1.7,3,2.6
E00004986,92.7,2.8,2.2,2.2
E00004987,91.9,4.2,2,2
E00004988,90.8,3.2,2.1,3.9
E00004989,94.8,1.9,1.6,1.6
E00004990,88.1,5.3,2.4,4.2
E00004992,93.1,4.2,0.5,2.1
E00004994,90.9,4.3,1.5,3.4
E00004996,92.6,4.1,1.5,1.8
E00004998,92.1,2.1,2.4,3.4
E00004999,96.4,2.3,0.7,0.7
E00005000,93.7,3.1,1.3,2
E00005001,92.2,3.8,2.3,1.7
E00005002,95.2,2.3,1.7,0.8
E00005003,94.9,2.4,0.7,2
E00005004,92,3.3,1.3,3.3
E00005005,92,3.8,2.1,2.1
E00005006,93.9,2.2,1.9,1.9
E00005007,93.3,2.9,2,1.8
E00005008,94.9,1.2,1.8,2.1
E00005009,90.9,3.2,1.5,4.4
E00005011,93.6,3.3,0.9,2.2
E00005012,90.7,5.9,1,2.4
E00005013,90.7,3.7,3.4,2.3
E00005014,93.8,1.1,3.4,1.7
E00005015,91.9,4.8,1.7,1.7
E00005016,93,3.2,0.5,3.2
E00005017,91.3,4,1.1,3.6
E00005018,91.2,3.1,4.4,1.4
E00005019,92.3,3.7,2.6,1.4
E00005021,88.4,4.9,1.8,4.9
E00005022,92,2.5,2.1,3.4
E00005023,94.3,2.3,3.1,0.3
