geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00004881,32.7,8.2,40.8,18.4
E00004885,29.3,21.9,36.7,12.1
E00004888,24.5,13.7,44.1,17.6
E00004892,26.9,23.3,28.7,21.1
E00004894,31,16.1,34.8,18.1
E00004905,33.3,20.2,35.7,10.7
E00004910,32.7,6.7,40,20.7
E00004956,37.4,13,29.8,19.8
E00004957,36.7,18.7,24.7,20
E00004958,45.4,17.8,23,13.8
E00004959,39.1,15.2,25.9,19.8
E00004960,38.2,11.3,28.5,22
E00004961,38.3,19.1,28.4,14.2
E00004965,38.7,21.8,19.3,20.2
E00004966,37,20.1,17.5,25.3
E00004967,43.8,17.7,22.3,16.2
E00004968,38.7,18,26.8,16.5
E00004969,36.1,13.5,29.3,21.1
E00004970,40.3,16.7,29.9,13.2
E00004971,43.5,17.3,22,17.3
E00004973,48.5,13.3,23,15.2
E00004974,44.6,17.3,22.6,15.5
E00004984,32.8,16.4,32.8,18
E00004986,34.5,21.1,17.6,26.8
E00004987,33.9,24.2,20.3,21.6
E00004988,32.8,13.7,23.7,29.8
E00004989,32.4,17.3,30.9,19.4
E00004990,40.8,11.5,36.3,11.5
E00004992,38.8,18.5,31.5,11.2
E00004994,44,17.2,26.1,12.7
E00004996,34.6,16.5,30.8,18
E00004998,44.4,14.6,26.5,14.6
E00004999,34.7,21.5,22.9,20.8
E00005000,36.9,19,20.5,23.6
E00005001,33.1,12.7,24.9,29.3
E00005002,41.2,15.5,22.2,21.1
E00005003,34.7,21.3,22,22
E00005004,35.8,17,24.8,22.4
E00005005,36.4,20.7,21.5,21.5
E00005006,37,20.1,24,18.8
E00005007,43.2,16.9,19.1,20.8
E00005008,44.1,18,17.4,20.5
E00005009,46.5,12.8,20.3,20.3
E00005011,37.3,18.9,27.4,16.4
E00005012,37.1,22,27,13.8
E00005013,55.3,12,16,16.7
E00005014,50,17.9,19,13.1
E00005015,39.5,20.2,19.4,20.9
E00005016,41.3,16.8,19,22.9
E00005017,48.4,13.7,18.5,19.4
E00005018,36.4,12.1,22.7,28.8
E00005019,35.6,21.9,19.4,23.1
E00005021,39.4,12.3,30.3,18.1
E00005022,53.4,13.6,8.7,24.3
E00005023,48.1,23.8,14.3,13.8
E00005024,45.4,10.3,33,11.3
E00005025,49.3,20,20.7,10
E00005026,30.4,26.8,25,17.9
E00005027,50.4,7.5,18.8,23.3
E00005028,36.9,15.3,31.4,16.5
E00005029,43.5,14.7,21.2,20.6
E00005030,44.6,21.5,18.5,15.4
E00005032,46.1,15.7,19.1,19.1
E00005033,45.5,16.2,20.2,18.2
E00005034,44.8,18.2,20.3,16.8
E00005035,36.2,18.1,19.8,25.9
E00005036,44.3,14.9,23.6,17.2
E00005039,49.1,12,20.6,18.3
