geography_code,sex-001,sex-002
E00004881,43.2,56.8
E00004885,50.3,49.7
E00004888,53.4,46.6
E00004892,50.3,49.7
E00004894,48.7,51.3
E00004905,49,51
E00004910,48.5,51.5
E00004956,54.7,45.3
E00004957,51.3,48.7
E00004958,48.4,51.6
E00004959,53.3,46.7
E00004960,49.9,50.1
E00004961,49,51
E00004965,52.7,47.3
E00004966,49.1,50.9
E00004967,53.7,46.3
E00004968,52.6,47.4
E00004969,50.6,49.4
E00004970,53.5,46.5
E00004971,60.2,39.8
E00004973,48.6,51.4
E00004974,50.8,49.2
E00004984,48.6,51.4
E00004986,47.5,52.5
E00004987,50,50
E00004988,50.2,49.8
E00004989,51.9,48.1
E00004990,54.8,45.2
E00004992,54.1,45.9
E00004994,49.1,50.9
E00004996,52.6,47.4
E00004998,52.6,47.4
E00004999,50.6,49.4
E00005000,44.7,55.3
E00005001,49.7,50.3
E00005002,47.3,52.7
E00005003,51.1,48.9
E00005004,50.6,49.4
E00005005,55.6,44.4
E00005006,48.8,51.2
E00005007,48.5,51.5
E00005008,51.8,48.2
E00005009,48.2,51.8
E00005011,49,51
E00005012,49.8,50.2
E00005013,52.7,47.3
E00005014,52.2,47.8
E00005015,48.8,51.2
E00005016,50.8,49.2
E00005017,49.7,50.3
E00005018,47.2,52.8
E00005019,53.4,46.6
E00005021,51.1,48.9
E00005022,53.7,46.3
E00005023,50.3,49.7
E00005024,59.4,40.6
E00005025,48,52
E00005026,58.3,41.7
E00005027,56.3,43.7
E00005028,52,48
E00005029,54.9,45.1
E00005030,50.8,49.2
E00005032,52.7,47.3
E00005033,56.4,43.6
E00005034,47.4,52.6
E00005035,45.2,54.8
E00005036,52.2,47.8
E00005039,50.9,49.1
E00005040,51.5,48.5
E00005041,52.8,47.2
E00005042,51.6,48.4
E00005043,50.5,49.5
E00005044,48.8,51.2
E00005045,49.3,50.7
E00005046,56.8,43.2
E00005047,47.9,52.1
E00005048,50.6,49.4
E00005049,50.5,49.5
E00005050,49.3,50.7
E00005051,49.7,50.3
E00005052,49.8,50.2
E00005053,49.5,50.5
E00005054,52.8,47.2
E00005132,49,51
E00005133,52.2,47.8
E00005134,54.3,45.7
E00005135,55.1,44.9
E00005136,46.8,53.2
E00005137,52.6,47.4
E00005138,57.3,42.7
E00005140,49.1,50.9
E00005144,49.8,50.2
E00005146,52.4,47.6
E00005148,52.3,47.7
E00005149,53.6,46.4
E00005150,53,47
E00005151,49.9,50.1
E00005152,52.1,47.9
E00005153,52.1,47.9
E00005155,49.5,50.5
E00005157,56,44
E00005158,55.9,44.1
E00005159,55.9,44.1
E00005160,57.3,42.7
E00005162,50.6,49.4
E00005163,52.3,47.7
E00005164,50.4,49.6
E00005165,49.1,50.9
E00005166,51.1,48.9
E00005167,52.6,47.4
E00005168,46.1,53.9
E00005169,47.8,52.2
E00005170,50.8,49.2
E00005171,52.8,47.2
E00005172,55.9,44.1
E00005173,54,46
E00005174,55.8,44.2
E00005175,52.6,47.4
E00005177,53.5,46.5
E00005178,49.1,50.9
E00005179,56.9,43.1
E00005180,54.3,45.7
E00005181,48.7,51.3
E00005182,50.6,49.4
E00005184,53.2,46.8
E00005189,56.8,43.2
E00005191,49.7,50.3
E00005193,49.3,50.7
E00005194,51.1,48.9
E00005195,50.2,49.8
E00005196,52.4,47.6
E00005199,53.6,46.4
E00005201,60.3,39.7
E00005204,49.2,50.8
E00005208,52.1,47.9
E00005209,52.9,47.1
E00005210,55.4,44.6
E00005211,50.7,49.3
E00005213,51.9,48.1
E00005214,51.6,48.4
E00005215,52.3,47.7
E00005216,49,51
E00005217,50.2,49.8
E00005220,47.1,52.9
E00005221,47.2,52.8
E00005222,49.2,50.8
