geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00004881,60.2,36.1,2.4,1.2
E00004885,58.5,33.5,5.7,2.3
E00004888,44.6,47,7.2,1.2
E00004892,51.9,42.7,5.4,0
E00004894,55,36,8,1
E00004905,45.1,38.9,14.2,1.8
E00004910,37.3,44.5,14.5,3.6
E00004956,50.4,30.4,12.2,7
E00004957,44.4,41.9,10.5,3.2
E00004958,36.7,43.1,15.6,4.6
E00004959,30.8,50.7,15.1,3.4
E00004960,42.7,40.7,12,4.7
E00004961,24.7,55.1,18,2.2
E00004965,29.5,52.3,15.9,2.3
E00004966,50.3,40.1,8.2,1.4
E00004967,47.3,39.1,8.2,5.5
E00004968,35,42.1,18.6,4.3
E00004969,40.8,49.5,8.7,1
E00004970,39.2,32.4,22.5,5.9
E00004971,41.2,43.9,12.8,2
E00004973,37.2,46.3,13.2,3.3
E00004974,28.1,51.8,16.7,3.5
E00004984,52.9,29.9,10.3,6.9
E00004986,47.8,35.4,11.5,5.3
E00004987,46.4,34.3,16.3,3
E00004988,58.5,33.3,7.4,0.7
E00004989,27.5,46.1,21.6,4.9
E00004990,28.8,47.2,19.2,4.8
E00004992,23.7,46.6,23.7,5.9
E00004994,33.9,48.3,14.4,3.4
E00004996,24.1,47.1,19.5,9.2
E00004998,32.4,48.1,16.7,2.8
E00004999,39.3,43.8,13.4,3.6
E00005000,38.7,44,12,5.3
E00005001,41.7,45.3,11.5,1.4
E00005002,55.4,31,7.7,6
E00005003,46,42.9,9.5,1.6
E00005004,45.3,43,10.2,1.6
E00005005,52.6,39.8,6,1.5
E00005006,37.1,43.1,13.8,6
E00005007,49.3,37.5,9,4.2
E00005008,42.1,45.5,10.7,1.7
E00005009,30.8,42,18.9,8.4
E00005011,59.2,32.6,5.4,2.7
E00005012,35.5,56.7,7.1,0.7
E00005013,32.5,51.2,10.6,5.7
E00005014,35.6,47.5,16.1,0.8
E00005015,50.3,40.1,8.5,1.1
E00005016,47.8,39.6,10.4,2.2
E00005017,28,46.2,20.4,5.4
E00005018,48.8,32.5,16.3,2.4
E00005019,62.6,34.1,2.7,0.5
E00005021,29.8,55,14.5,0.8
E00005022,28.6,39,27.3,5.2
E00005023,71.5,22.9,5.6,0
E00005024,36,53,10,1
E00005025,37.7,47.2,13.2,1.9
E00005026,32.7,40,12.7,14.5
E00005027,52.5,35.6,10.2,1.7
E00005028,53.9,37.8,7.8,0.5
E00005029,31.3,46.6,18.3,3.8
E00005030,74.5,20.6,5,0
E00005032,57.6,32.6,6.8,3
E00005033,53,39.4,7.6,0
E00005034,43.8,41.5,11.5,3.1
E00005035,61.2,36.2,2.6,0
E00005036,47.4,43.1,8,1.5
E00005039,19.7,45.1,30.3,4.9
E00005040,24,46.3,26.4,3.3
E00005041,35.9,45.3,16,2.8
E00005042,22.5,47.5,20,10
E00005043,21.7,47,23.5,7.8
E00005044,22.5,50,23.3,4.2
E00005045,59.5,30.5,7.6,2.3
E00005046,38,44.6,14.5,3
E00005047,27.1,48.3,21.2,3.4
E00005048,35.2,42.9,21,1
E00005049,41.3,44,9.2,5.5
E00005050,44.5,43.2,12.3,0
E00005051,30.4,47.8,12.2,9.6
E00005052,30.1,52.6,13.8,3.6
E00005053,32.4,51,16.7,0
E00005054,47.4,42.3,8.2,2.1
E00005132,18.5,47.3,25.3,8.9
E00005133,28.5,52.2,16.9,2.4
E00005134,26.3,57.1,14.3,2.3
E00005135,51.5,43.8,3.8,0.8
E00005136,34.4,54.4,9.5,1.7
E00005137,30.8,55.1,12.2,1.9
E00005138,21.1,49.2,24.2,5.5
E00005140,54,41.6,3.7,0.6
E00005144,36.9,57.4,5,0.7
E00005146,40.9,46,10.9,2.2
E00005148,39,49.6,8.1,3.3
E00005149,41.7,47.2,7.6,3.5
E00005150,44.6,46.6,6.8,2
E00005151,35.4,52.5,12,0
E00005152,46.9,44.5,8.6,0
E00005153,36.6,54.9,8.5,0
E00005155,32.8,51.6,14.8,0.8
E00005157,39.7,47.9,9.6,2.7
E00005158,28.1,58.6,9.4,3.9
E00005159,30.7,54.4,13.2,1.8
E00005160,43.7,43.7,9.2,3.4
E00005162,39.9,49.3,7.2,3.6
E00005163,31.1,50.9,13.2,4.7
