areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00098518,10.6,19.4,62.5,7.5
E00098520,11.5,23.8,57.7,6.9
E00098521,3.8,24.8,61.9,9.5
E00098522,10.8,23.3,51.7,14.2
E00098523,12.1,20.2,58.1,9.7
E00098524,6.7,19.1,60.4,13.8
E00098525,7.9,23.2,57.7,11.2
E00098526,9.4,31.6,52.1,6.8
E00098527,12.4,17.7,54,15.9
E00098552,4.2,24.4,63.9,7.6
E00098553,4.1,19.2,66.4,10.4
E00098558,6.5,19,64.7,9.8
E00098559,8.1,17.9,61.8,12.1
E00098560,9.9,17.7,60.3,12.1
E00098561,7.5,18.8,58.8,15
E00098562,11.6,24.6,58,5.8
E00098563,11.9,16.7,65.5,6
E00098564,6.5,21.7,60.9,10.9
E00098570,7.4,17.2,64.8,10.7
E00098629,6.9,16.8,65.3,10.9
E00098630,8.5,18.6,61.2,11.6
E00098631,8.7,18.7,58.7,14
E00098632,5.5,21.3,65.2,7.9
E00098633,6.6,23,51.3,19.1
E00098634,5.6,18.3,58.7,17.5
E00098635,11,23.3,50.3,15.3
E00098636,9.7,17.9,61.9,10.4
E00098637,8.3,13.8,60.2,17.7
E00098638,10.2,26.1,51,12.7
E00098639,12.8,20.8,52.8,13.6
E00098640,10.4,18,58.8,12.8
E00098644,10.4,19.1,50.8,19.7
E00098645,12.7,20,53.6,13.6
E00098651,7.8,21.6,58.2,12.4
E00098652,7.8,18,64.1,10.2
E00098653,11.9,22.4,55.2,10.4
E00098723,14.4,18.3,55.8,11.5
E00098724,10.4,22.5,46.2,20.8
E00098725,9.1,20.1,64.1,6.7
E00098726,11.8,17.5,56.6,14.2
E00098727,8.3,20.7,54.5,16.5
E00098728,5.8,13.1,70.1,11
E00098729,10,24.4,60,5.6
E00098730,9.9,22.7,55.3,12.1
E00098731,8.6,24.5,58.3,8.6
E00098732,10.8,29.2,49.2,10.8
E00098733,9,23,56.6,11.5
E00098734,6.9,20.6,59.5,13.1
E00098735,6.7,14.4,70.2,8.7
E00098736,5.9,28.1,58.2,7.8
E00098851,10.6,22.7,58.9,7.8
E00098855,8.6,16.2,61.9,13.3
E00098856,11.9,22.9,59.3,5.9
E00098857,6.7,31.7,50,11.7
E00098859,12.4,20.4,58.4,8.8
E00098860,8.5,19.4,65.9,6.2
E00098861,10.1,22.7,61.3,5.9
E00098863,8.2,28.4,53,10.4
E00098870,3.8,20,66.7,9.5
E00100064,4.8,28.6,60.7,6
E00100071,9.9,24.8,62,3.3
E00100072,8.6,19.7,62.5,9.2
E00100074,8.5,21.2,65.3,5.1
E00100075,8.3,25,60,6.7
E00100077,14.3,22.6,58.3,4.8
E00100079,9.3,21.3,63.9,5.5
E00100082,4.9,11.8,73.5,9.8
E00100184,6,17.9,65.5,10.7
E00100185,8.4,22.2,56.2,13.1
E00100186,11,25.4,57.6,5.9
E00100187,5.6,24.3,56.1,14
E00100188,7.9,18.3,60.3,13.5
E00100189,8.8,19.7,59.1,12.4
E00100190,9.4,25.6,57.3,7.7
E00100191,10.1,21.1,63.3,5.5
E00100192,13,20,57,10
E00100193,10.3,20.5,57.7,11.5
E00100194,8.6,38.3,53.1,0
E00100196,12.7,21.3,51.8,14.2
E00100197,8.9,21.5,62,7.6
E00100198,8.7,22.2,55.6,13.5
E00100199,5.1,17.7,62,15.2
E00100200,6.9,16.2,67.7,9.2
E00100201,11.9,21.7,58.7,7.7
E00100202,4.1,13.4,73.2,9.3
E00100204,7.9,22.5,60.1,9.5
E00100205,9.6,22.6,63,4.8
E00100206,10.4,19.2,60,10.4
E00100207,4.3,15.7,65.7,14.3
E00100208,11.3,24.1,53.2,11.3
E00100209,8.7,20.5,60.6,10.2
E00100240,17.6,21.3,52.2,8.8
E00100241,7.2,26.5,60.2,6
E00100242,9,23.3,61.7,6
E00100243,9.6,24.8,53.6,12
E00100244,10.2,18.2,63.1,8.5
