areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00098518,0,1.4,0.5,97.8,0.3
E00098520,0,0.8,0.4,98.8,0
E00098521,0.4,0,0,99.3,0.4
E00098522,0.4,0,1.5,97.8,0.4
E00098523,0,0,0.4,99.6,0
E00098524,1.2,0.2,1.2,96.8,0.5
E00098525,0.9,0,0.9,97.9,0.4
E00098526,0,0.3,1.4,98.3,0
E00098527,1.4,0,0.7,97.9,0
E00098552,0,1.1,1.1,97.7,0
E00098553,1.4,1.6,0.7,95.2,1.1
E00098558,0,0,0,100,0
E00098559,2.5,0,1.3,96.2,0
E00098560,1.5,0.8,1.1,96.2,0.4
E00098561,0,0,0,100,0
E00098562,0.4,0,0,99.1,0.4
E00098563,0.4,0.4,0,99.1,0
E00098564,0,0.5,1,98,0.5
E00098570,0.4,0,1.9,96.1,1.5
E00098629,0,0.4,0.4,99.2,0
E00098630,0.3,0.3,0.3,98.7,0.3
E00098631,0,0,0.9,98.8,0.3
E00098632,2.5,0.5,0.3,95.1,1.6
E00098633,0.3,0,0.9,98.5,0.3
E00098634,0.9,1.3,0.7,96.9,0.2
E00098635,0.3,0.9,2.1,96.7,0
E00098636,0.9,0,0.6,97.2,1.2
E00098637,1.5,0.8,1.5,96.2,0
E00098638,0.5,0.3,1,98.2,0
E00098639,1.1,0.4,0,98.6,0
E00098640,0.9,0,1.2,97.9,0
E00098644,1.1,0,0.6,98.3,0
E00098645,0.2,0.4,0.2,99.1,0
E00098651,2.9,1.6,0.6,94.8,0
E00098652,0,0.3,0,99.7,0
E00098653,0,0,0,100,0
E00098723,0,0,0,99.3,0.7
E00098724,0,0,0.3,99.7,0
E00098725,0.5,0,1.5,98,0
E00098726,1.2,0.2,0.2,98.3,0
E00098727,0.7,0.4,2.6,96.3,0
E00098728,3,0.6,0.6,95.7,0.2
E00098729,0.3,0,0,99.7,0
E00098730,3.4,0,2.1,94.1,0.3
E00098731,0,0,0.3,99.7,0
E00098732,0.6,0.3,1.5,97.2,0.3
E00098733,1.9,0,1.5,96.7,0
E00098734,1.5,0.6,0.2,97.7,0
E00098735,0,0.6,0.9,98.5,0
E00098736,0.3,0,1,98.7,0
E00098851,3.7,0.7,1.1,94.4,0
E00098855,0,0.4,0,98.9,0.7
E00098856,2.2,0,2.6,95.3,0
E00098857,0,0.4,1.2,98.4,0
E00098859,3.9,0,1.8,94.3,0
E00098860,0,0,0,99.6,0.4
E00098861,0,0.4,0,99.6,0
E00098863,1.4,1.1,1.4,95.9,0.3
E00098870,2.8,0,2.8,94,0.4
E00100064,1.6,0,0.8,97.6,0
E00100071,0,0,2.8,96.9,0.3
E00100072,0.3,0,1.6,98.1,0
E00100074,0,0,0,100,0
E00100075,4.8,0.7,1,93.5,0
E00100077,0.4,0,1.1,98.5,0
E00100079,1.3,0,1.8,96.6,0.2
E00100082,0,0,0.4,99.6,0
E00100184,0.5,0,1.4,98.2,0
E00100185,0.9,0,2.2,96.2,0.7
E00100186,0,0,0,100,0
E00100187,0.4,0.7,2.9,96,0
E00100188,0,0.7,2.2,96.8,0.4
E00100189,5.2,0,0,94.8,0
E00100190,0.9,0,1.8,96.5,0.9
E00100191,0.8,0.3,4.6,93.7,0.5
E00100192,2,0,0.8,97.2,0
E00100193,0.6,0,0.6,98.5,0.3
E00100194,0,0,0,99.3,0.7
E00100196,1.4,1.1,0.9,96.6,0
E00100197,0.9,0.9,0,98.2,0
E00100198,0,0.4,1.1,96.6,1.9
E00100199,0.4,0,0.8,98.4,0.4
E00100200,0.3,0,2.1,97,0.6
E00100201,0,0.3,1.9,97.5,0.3
E00100202,0.3,0,2.1,97.6,0
E00100204,0,0.7,1.3,98,0
E00100205,0,0,2.9,97.1,0
E00100206,1.5,0,0,98.5,0
E00100207,2.6,0,0,97.4,0
E00100208,2.3,0,1.6,96.1,0
E00100209,0,0.5,1.8,97.7,0
E00100240,0,0,0,100,0
E00100241,0,0,0.8,98.8,0.4
E00100242,0.4,2.4,2.8,94.1,0.4
E00100243,0.7,0.7,0,97.9,0.7
E00100244,2.7,0.3,1.4,95.6,0
E00100245,1.9,0,0,98.1,0
E00100246,1.4,1.1,0.9,96.4,0.2
E00100247,0,0,0,100,0
E00100248,0,0,0.4,99.6,0
E00100249,1.7,0,0.2,98.1,0
E00100250,2.8,0,0.7,96.5,0
