areacd,sex-001,sex-002
E00098518,51,49
E00098520,50.8,49.2
E00098521,51.7,48.3
E00098522,53.9,46.1
E00098523,50,50
E00098524,50.2,49.8
E00098525,50.4,49.6
E00098526,50.2,49.8
E00098527,54.3,45.7
E00098552,50.9,49.1
E00098553,50.4,49.6
E00098558,48.3,51.7
E00098559,51.8,48.3
E00098560,47.9,52.1
E00098561,45.1,54.9
E00098562,53,47
E00098563,54.7,45.3
E00098564,52.2,47.8
E00098570,50.4,49.6
E00098629,51.9,48.1
E00098630,53.8,46.2
E00098631,48.2,51.8
E00098632,48.5,51.5
E00098633,50.6,49.4
E00098634,50.4,49.6
E00098635,49.4,50.6
E00098636,55.1,44.9
E00098637,50.9,49.1
E00098638,52.1,47.9
E00098639,52.1,47.9
E00098640,50.2,49.8
E00098644,51.4,48.6
E00098645,51.1,48.9
E00098651,50.6,49.4
E00098652,49.2,50.8
E00098653,51.6,48.4
E00098723,48.6,51.4
E00098724,49.6,50.4
E00098725,48.9,51.1
E00098726,50.8,49.2
E00098727,48.9,51.1
E00098728,50.8,49.2
E00098729,53.9,46.1
E00098730,47.2,52.8
E00098731,51.4,48.6
E00098732,53.4,46.6
E00098733,52.8,47.2
E00098734,51.7,48.3
E00098735,51.2,48.8
E00098736,49.4,50.6
E00098851,51.7,48.3
E00098855,50.6,49.4
E00098856,47.8,52.2
E00098857,56,44
E00098859,47.2,52.8
E00098860,50.9,49.1
E00098861,47.2,52.8
E00098863,55.4,44.6
E00098870,54.2,45.8
E00100064,56.4,43.6
E00100071,54.2,45.8
E00100072,54,46
E00100074,52.8,47.2
E00100075,53.6,46.4
E00100077,54.9,45.1
E00100079,50.3,49.7
E00100082,50,50
E00100184,43,57
E00100185,50.9,49.1
E00100186,51.9,48.1
E00100187,52,48
E00100188,44.4,55.6
E00100189,51.7,48.3
E00100190,49.8,50.2
E00100191,52,48
E00100192,47,53
E00100193,49.4,50.6
E00100194,52.1,47.9
E00100196,49.9,50.1
E00100197,50.9,49.1
E00100198,53.2,46.8
E00100199,43.4,56.6
E00100200,50.5,49.5
E00100201,49.2,50.8
E00100202,53.8,46.2
E00100204,51.9,48.1
E00100205,51.7,48.3
E00100206,52.9,47.1
E00100207,44,56
E00100208,49.6,50.4
E00100209,48.6,51.4
E00100240,52.2,47.8
E00100241,47.1,52.9
E00100242,51.4,48.6
E00100243,49.6,50.4
E00100244,52.9,47.1
E00100245,50.5,49.5
E00100246,52.1,47.9
E00100247,50.4,49.6
E00100248,50.6,49.4
E00100249,51.9,48.1
E00100250,50,50
E00100251,49.1,50.9
E00100252,51.2,48.8
E00100253,52.6,47.4
E00100254,49.2,50.8
E00100255,52.5,47.5
E00100256,54,46
E00100257,49.8,50.2
E00100258,46.2,53.8
E00100259,50.4,49.6
E00100260,48.1,51.9
E00100261,54.1,45.9
E00100262,52.2,47.8
E00100263,52.3,47.7
E00100264,51,49
E00100265,55.7,44.3
E00100266,51.5,48.5
E00100267,51.2,48.8
E00100268,50.9,49.1
E00100269,46.5,53.5
E00100270,51.3,48.7
E00100271,48.2,51.8
E00100272,51.3,48.7
E00100273,49.9,50.1
E00100289,54,46
E00100294,53.5,46.5
E00100298,53.6,46.4
E00100300,57.7,42.3
E00100301,49.8,50.2
E00100302,51.7,48.3
E00100303,57.3,42.7
E00100318,51.4,48.6
E00100323,49.9,50.1
E00100325,53.2,46.8
E00142473,52.7,47.3
E00142474,49.3,50.7
E00142475,55.2,44.8
E00142476,53.4,46.6
E00142477,61.5,38.5
E00142478,53.8,46.2
E00142479,47.2,52.8
E00142480,50.7,49.3
E00142481,49.4,50.6
E00142482,49.8,50.2
E00142483,50.2,49.8
E00142484,49.2,50.8
E00142485,52.1,47.9
E00142486,51,49
E00142487,49.3,50.7
E00142488,51.9,48.1
E00142489,43.9,56.1
E00142490,52.3,47.7
E00142491,53.5,46.5
E00142492,52.6,47.4
E00142493,52.7,47.3
E00142494,48,52
E00142495,52.1,47.9
E00142496,50,50
E00142497,50.2,49.8
E00142498,50.4,49.6
E00142499,52.4,47.6
E00142500,47.9,52.1
E00142501,50.9,49.1
E00142502,53.9,46.1
E00142503,49.1,50.9
E00142504,53.2,46.8
E00142505,57.6,42.4
E00142506,47.7,52.3
E00142507,50,50
E00142508,45.4,54.6
E00142509,50.6,49.4
E00142510,48.4,51.6
E00142511,50.6,49.4
E00142521,49,51
E00142522,49.8,50.2
E00142523,50,50
E00142524,48.1,51.9
E00142525,51.3,48.7
E00142527,53.6,46.4
E00142528,54.4,45.6
E00142538,52.8,47.2
E00142539,50.9,49.1
E00142540,51.2,48.8
E00142541,45.5,54.5
E00142542,51,49
E00142543,54.7,45.3
E00142544,48.8,51.2
E00142545,51.8,48.2
E00142546,51.9,48.1
E00142547,48.7,51.3
E00142548,52.1,47.9
E00142549,51.9,48.1
E00142550,50.9,49.1
E00142551,47.2,52.8
E00142552,50.4,49.6
E00142553,50,50
E00142554,49.4,50.6
E00142555,52.5,47.5
E00142556,53.6,46.4
E00142557,52.1,47.9
E00142558,48,52
E00142559,51.4,48.6
E00142560,51.4,48.6
