areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00095622,95,2.5,0.9,0.3,1.2
E00095623,98.8,0.8,0.4,0,0
E00095624,98.5,1.5,0,0,0
E00095625,94.3,4.9,0.6,0.3,0
E00095626,96.5,2.8,0.2,0.5,0
E00095627,99.2,0.8,0,0,0
E00095628,98.3,1.4,0.3,0,0
E00095629,98.7,1.3,0,0,0
E00095630,97.8,1.9,0.4,0,0
E00095631,94.4,3.5,1.3,0,0.9
E00095632,92,4.2,2.4,0,1.4
E00095633,87.7,5.7,0.5,4.7,1.4
E00095634,97,2.5,0,0,0.5
E00095635,93,4.5,1.4,1.1,0
E00095636,96.2,3.8,0,0,0
E00095637,95.7,2.6,0.4,1.3,0
E00095661,95.8,3.2,0,0.6,0.4
E00095662,94.3,4.6,0.4,0.4,0.4
E00095663,99.2,0.3,0.5,0,0
E00095664,97.7,2,0,0.3,0
E00095665,93.4,4.2,1.2,1.2,0
E00095666,96.9,3.1,0,0,0
E00095667,94,6,0,0,0
E00095700,98.1,1.3,0.3,0,0.3
E00095701,98.2,1.4,0.4,0,0
E00095702,95.1,4,0.9,0,0
E00095703,96.1,3,0,0,0.9
E00095704,91.1,7.6,0,1.3,0
E00095705,97,2.5,0.3,0,0.3
E00095706,95,4.6,0.4,0,0
E00095707,97,2.4,0.3,0.3,0
E00095741,97.4,1.7,0.4,0.4,0
E00095742,94.2,4,0,1.8,0
E00095743,95.8,2.3,0,0.5,1.3
E00095745,98.1,1.9,0,0,0
E00095746,97.2,1.9,0.6,0,0.3
E00095747,95.4,2.7,0.3,1.6,0
E00095748,96.1,3.3,0.6,0,0
E00095749,94.4,3.2,0.4,0.4,1.6
E00095750,95.2,1.9,2.4,0.5,0
E00095751,95,4.5,0,0.5,0
E00095752,95.8,2.5,0.8,0.4,0.4
E00095753,94.2,2.3,0,2.7,0.8
E00095754,97.1,1.9,0.5,0,0.5
E00095755,97.8,0.7,0.7,0.4,0.4
E00095756,91,2.4,0.9,2.4,3.3
E00095757,94.6,4,0,0,1.4
E00095836,95.4,2.3,0,0.3,2
E00095837,97.8,2.2,0,0,0
E00095838,98.4,1.3,0,0,0.3
E00095839,95.5,2.7,1.1,0,0.8
E00095840,98.4,1,0.3,0.3,0
E00101825,97,3,0,0,0
E00101826,95.9,3.3,0.8,0,0
E00101827,92.8,6.8,0.5,0,0
E00102721,98.6,0.7,0.3,0.3,0
E00102726,94.7,3.6,1.4,0.4,0
E00102741,97.4,2.6,0,0,0
E00102742,97.2,2.4,0.4,0,0
E00102743,97.2,2.8,0,0,0
E00102748,95.8,0.6,1,0,2.6
E00102751,95.8,2.6,1.6,0,0
E00102753,95.4,4.6,0,0,0
E00102754,95.3,2.3,0.5,1.9,0
E00102758,97.9,2.1,0,0,0
E00102761,98.2,1.2,0.6,0,0
E00102768,90.9,3,0.9,3.4,1.7
E00102769,97.7,2.3,0,0,0
E00102770,95.7,3.7,0,0.3,0.3
E00102771,94.7,3.1,0.4,0.9,0.9
E00102772,95.9,3.5,0.2,0.2,0.2
E00102773,99.1,0.4,0,0,0.4
E00102776,97.8,1.9,0,0.3,0
E00102777,97.2,1.4,1.4,0,0
E00102779,94.4,4.4,0,0.7,0.4
E00102781,95.8,3.4,0.3,0,0.6
E00102784,97.5,1.8,0.3,0,0.3
E00102786,94.8,4.7,0,0.4,0
E00102787,97.7,1.9,0.4,0,0
E00102788,97.6,0.4,1.6,0.4,0
E00102789,95.2,2.8,1.6,0,0.4
E00102790,96.2,3.2,0,0.6,0
E00102791,91.7,4.2,0.5,0.8,2.9
E00102792,90.9,4.8,3.4,0.9,0
E00102793,95.8,3.5,0.3,0.3,0
E00102794,96.1,3.9,0,0,0
E00102795,90,5,3.7,1,0.3
E00102796,91.1,7.2,1.7,0,0
E00102797,96,2.3,0.3,0.6,0.9
E00102798,97.2,1.9,0.6,0.3,0
E00102800,96.3,2.7,1,0,0
E00102801,96.5,1.6,0.5,0.3,1.1
E00102802,94.2,3.1,1.4,1,0.3
E00102804,98.7,1.3,0,0,0
E00102805,97.1,2.5,0.4,0,0
E00102806,96.3,3.5,0,0.2,0
E00102807,97,2.6,0.3,0,0
E00102808,94.9,3.4,0.8,0.6,0.3
E00102809,96.3,3.5,0.2,0,0
E00102810,97.1,2.1,0,0.8,0
E00102811,95.7,3.5,0.5,0,0.3
E00102812,92.9,3.3,1.2,0,2.6
E00102815,99.2,0.4,0.4,0,0
E00102823,96.3,3.3,0,0.4,0
E00102824,95.3,3,0.3,0.3,1.1
E00102827,94.8,4.5,0,0.7,0
E00102830,90.1,7.5,0.9,0,1.4
E00102831,92.9,5.2,0.8,0,1.2
E00102833,97.5,1.8,0,0.7,0
E00102834,95.6,2.4,1.7,0.3,0
E00102841,94.6,4.3,0.6,0,0.6
E00102843,97.5,2.2,0.2,0,0
E00102845,95.3,2.8,0,1.4,0.5
E00102848,96.9,2.4,0.7,0,0
