areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00095622,37.6,33.1,19.1,10.2,0
E00095623,31.4,49.6,15.7,2.5,0.8
E00095624,37.1,41.4,17.2,4.3,0
E00095625,51.4,36.3,8.2,4.1,0
E00095626,47.8,32.2,16.7,3.3,0
E00095627,26.6,44.2,19.5,8.4,1.3
E00095628,35.3,39.8,15.8,9,0
E00095629,37.7,37.7,16.9,6.9,0.8
E00095630,42.6,39.5,16.3,1.6,0
E00095631,47.6,34.7,16.1,1.6,0
E00095632,42.7,33.6,20,1.8,1.8
E00095633,39.2,32.8,20.8,6.4,0.8
E00095634,56.6,34.3,7.8,1.2,0
E00095635,44.3,38,15.2,2.5,0
E00095636,44.8,35,16.8,3.5,0
E00095637,44.1,36.8,11,4.4,3.7
E00095661,52.2,36.8,9,2,0
E00095662,50.4,37,10.2,1.6,0.8
E00095663,38.3,38.9,20.1,2.7,0
E00095664,43.1,41.5,14.6,0,0.8
E00095665,48.1,32.6,14.1,5.2,0
E00095666,55.7,28.7,14.8,0.9,0
E00095667,53.6,34.5,10.9,0.9,0
E00095700,50.9,35.3,12.1,1.7,0
E00095701,48.7,33.6,14.2,3.5,0
E00095702,50.7,38.4,8.9,2.1,0
E00095703,54.4,38.6,6.3,0.6,0
E00095704,44.3,42.6,9.8,1.6,1.6
E00095705,43.4,39.2,15.1,2.4,0
E00095706,52.6,36,10.5,0.9,0
E00095707,51,33.6,13.4,2,0
E00095741,37.8,37.8,21.6,2.7,0
E00095742,44.4,37.1,16.1,1.6,0.8
E00095743,60.2,29.8,8.7,1.2,0
E00095745,46.8,34.9,13.5,4.8,0
E00095746,37,33.3,22.2,7.4,0
E00095747,47.2,36.8,13.2,2.8,0
E00095748,56.3,32.9,9.5,1.3,0
E00095749,48,39,13,0,0
E00095750,44.5,38.2,10,3.6,3.6
E00095751,40.5,44.1,12.6,2.7,0
E00095752,48.8,32.2,8.3,9.1,1.7
E00095753,49.5,38.1,10.5,1.9,0
E00095754,46.2,39.3,12,2.6,0
E00095755,45.6,28.9,21.1,3.5,0.9
E00095756,46,31,15,7,1
E00095757,59.5,31,7.1,2.4,0
E00095836,49.2,34.1,13.5,3.2,0
E00095837,45.7,39.6,13.4,1.2,0
E00095838,57.6,32.6,8.3,1.5,0
E00095839,53.5,31.6,14.9,0,0
E00095840,39.1,33.1,21.1,6,0.8
E00101825,64.9,27.3,6.5,1.3,0
E00101826,64.9,25.8,9.3,0,0
E00101827,54.8,34.4,8.6,2.2,0
E00102721,48,36.6,13,2.4,0
E00102726,37.1,45.5,15.4,2.1,0
E00102741,52.5,35,10.8,1.7,0
E00102742,55.1,32.1,10.7,2,0
E00102743,40.2,44.4,15.4,0,0
E00102748,31.5,30,20.8,16.9,0.8
E00102751,28,36.8,24.8,9.6,0.8
E00102753,34.7,39,20.3,5.9,0
E00102754,36.7,39.2,22.5,1.7,0
E00102758,45.9,32.9,18.5,2.7,0
E00102761,45.2,34.2,17.8,2.7,0
E00102768,48.6,37.4,12.1,0.9,0.9
E00102769,47.3,33.3,18.3,1.1,0
E00102770,42.1,39.7,15.7,1.7,0.8
E00102771,55.9,36.3,6.9,0,1
E00102772,39.3,43.3,15.2,2.2,0
E00102773,48,35.3,16.7,0,0
E00102776,45.3,34.2,17.4,3.1,0
E00102777,38.4,42.5,16.4,2.7,0
E00102779,43.1,43.1,8.6,5.2,0
E00102781,43.8,39.2,14.4,1.3,1.3
E00102784,43.8,39.4,16.8,0,0
E00102786,45.7,41.9,12.4,0,0
E00102787,47.8,39.4,9.4,2.8,0.6
E00102788,37.4,30.3,26.3,6.1,0
E00102789,45.8,34.2,18.3,1.7,0
E00102790,36.3,41.8,16.4,5.5,0
E00102791,48,38.5,11.5,2,0
E00102792,50.3,33.7,14.8,1.2,0
E00102793,39.1,47.1,13,0.7,0
E00102794,43.6,40.6,12.9,3,0
E00102795,52.4,36.5,7.9,3.2,0
E00102796,47.3,44.6,8.1,0,0
E00102797,35,29.3,31.4,4.3,0
E00102798,42.8,32.9,18.4,5.3,0.7
E00102800,36.1,33.1,22.6,7.5,0.8
E00102801,41.7,35.8,17.6,4.3,0.5
E00102802,31.5,40,20,7.9,0.6
E00102804,30.9,49.7,14.1,4.7,0.7
E00102805,46.3,38.2,14.6,0.8,0
E00102806,48.6,37.1,13.1,1.1,0
