areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00095622,35.1,25.2,24.3,15.3
E00095623,46.1,16.7,15.7,21.6
E00095624,27,36.5,14.3,22.2
E00095625,22.3,29.2,32.3,16.2
E00095626,36.8,21.1,20.5,21.6
E00095627,25,41.1,12.5,21.4
E00095628,37.3,23.7,14.4,24.6
E00095629,43,24.6,14.8,17.6
E00095630,36.8,21.7,16,25.5
E00095631,33.3,21.7,29.2,15.8
E00095632,40.6,24.5,12.3,22.6
E00095633,40.6,33.3,15.6,10.4
E00095634,29.8,26.1,30.4,13.7
E00095635,39.2,15.4,16.8,28.7
E00095636,41.7,20,21.7,16.5
E00095637,28,24.7,34.4,12.9
E00095661,20.6,18.9,39.9,20.6
E00095662,31.6,21.1,26.3,21.1
E00095663,32.3,25.3,18.4,24.1
E00095664,27.5,27.5,26.8,18.1
E00095665,21.3,30,25.6,23.1
E00095666,8.1,25,49.2,17.7
E00095667,14.8,28.7,39.3,17.2
E00095700,19.9,13.5,44.7,22
E00095701,24,20,36.8,19.2
E00095702,34.3,22.4,20.1,23.1
E00095703,38.2,15.1,31.6,15.1
E00095704,11.6,20.9,55.8,11.6
E00095705,24.4,19.8,38.9,16.8
E00095706,22,17.9,40.7,19.5
E00095707,25.7,25,29.9,19.4
E00095741,40.7,22.2,13.9,23.1
E00095742,38.7,27.9,19.8,13.5
E00095743,39,18.8,31.8,10.4
E00095745,33.1,31.7,13.7,21.6
E00095746,46.6,24.6,5.9,22.9
E00095747,29.5,19.2,31.5,19.9
E00095748,37.6,18.5,22.9,21
E00095749,28.1,22.5,29.2,20.2
E00095750,20.3,18.8,32.8,28.1
E00095751,23.7,44.7,19.7,11.8
E00095752,28.1,26,32.3,13.5
E00095753,29.8,18.3,36.5,15.4
E00095754,30.4,30.4,15.9,23.2
E00095755,32.7,19.1,17.3,30.9
E00095756,29.4,19.6,31.4,19.6
E00095757,36,18,28.1,18
E00095836,9.1,37.2,39,14.6
E00095837,22.3,20.8,44.1,12.9
E00095838,21.1,26.5,25.2,27.2
E00095839,9.9,28.9,47.9,13.2
E00095840,26.7,33.6,20.6,19.1
