areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00095622,45.2,54.8
E00095623,46.3,53.7
E00095624,44,56
E00095625,56.5,43.5
E00095626,49.4,50.6
E00095627,33.5,66.5
E00095628,28.2,71.8
E00095629,42.5,57.5
E00095630,58.4,41.6
E00095631,31.1,68.9
E00095632,33.1,66.9
E00095633,20.7,79.3
E00095634,59.1,40.9
E00095635,54.1,45.9
E00095636,49.4,50.6
E00095637,41.8,58.2
E00095661,60.5,39.5
E00095662,60.6,39.4
E00095663,45.1,54.9
E00095664,57.5,42.5
E00095665,52.2,47.8
E00095666,68.8,31.2
E00095667,64.5,35.5
E00095700,54.5,45.5
E00095701,55.8,44.2
E00095702,59.8,40.2
E00095703,61.7,38.3
E00095704,58.4,41.6
E00095705,45.6,54.4
E00095706,58.6,41.4
E00095707,55.9,44.1
E00095741,46,54
E00095742,29.2,70.8
E00095743,53.4,46.6
E00095745,48.6,51.4
E00095746,29.2,70.8
E00095747,56.4,43.6
E00095748,59.5,40.5
E00095749,58.1,41.9
E00095750,53,47
E00095751,62,38
E00095752,44.8,55.2
E00095753,60.2,39.8
E00095754,49.2,50.8
E00095755,40.7,59.3
E00095756,51.3,48.7
E00095757,60.6,39.4
E00095836,56.1,43.9
E00095837,51.9,48.1
E00095838,58.2,41.8
E00095839,68.9,31.1
E00095840,44.2,55.8
E00101825,50.3,49.7
E00101826,63.2,36.8
E00101827,43.1,56.9
E00102721,56,44
E00102726,56.2,43.8
E00102741,52.5,47.5
E00102742,36.8,63.2
E00102743,59.3,40.7
E00102748,32.1,67.9
E00102751,38.7,61.3
E00102753,34.4,65.6
E00102754,51.8,48.2
E00102758,62.4,37.6
E00102761,54.7,45.3
E00102768,40.2,59.8
E00102769,55.4,44.6
E00102770,51.3,48.7
E00102771,51.8,48.2
E00102772,57.9,42.1
E00102773,52.6,47.4
E00102776,56.7,43.3
E00102777,51.1,48.9
E00102779,59.6,40.4
E00102781,59.7,40.3
E00102784,53.4,46.6
E00102786,51,49
E00102787,63,37
E00102788,45.3,54.7
E00102789,46.1,53.9
E00102790,47.3,52.7
E00102791,60.7,39.3
E00102792,44.9,55.1
E00102793,59.8,40.2
E00102794,56.8,43.2
E00102795,61.3,38.7
E00102796,59,41
E00102797,38.4,61.6
E00102798,46.1,53.9
E00102800,45,55
E00102801,39.7,60.3
E00102802,27.4,72.6
E00102804,45.4,54.6
E00102805,56.3,43.7
E00102806,59.1,40.9
E00102807,54.1,45.9
E00102808,58,42
E00102809,56.3,43.7
E00102810,58.5,41.5
E00102811,57,43
E00102812,61.4,38.6
E00102815,66.8,33.2
E00102823,61.8,38.2
E00102824,51.9,48.1
E00102827,50.6,49.4
E00102830,37.4,62.6
E00102831,59.1,40.9
E00102833,56.5,43.5
E00102834,47.1,52.9
E00102841,56.3,43.7
E00102843,60.1,39.9
E00102845,62.6,37.4
E00102848,51.6,48.4
E00102849,53.4,46.6
E00102850,51.7,48.3
E00102851,62.7,37.3
E00102852,57.4,42.6
E00102881,61.6,38.4
E00102882,59.5,40.5
E00102883,59.4,40.6
E00102884,64.2,35.8
E00102885,68.6,31.4
E00102886,29.4,70.6
E00102887,48.2,51.8
E00102888,61.9,38.1
E00102889,54,46
E00102890,41.3,58.7
E00102891,50,50
E00102892,45.6,54.4
E00165929,64.7,35.3
E00165938,56.9,43.1
E00165940,56.2,43.8
E00172766,32.9,67.1
E00172767,27.4,72.6
E00172768,44.1,55.9
E00180153,60.3,39.7
E00180155,34.7,65.3
E00180192,47.2,52.8
E00180209,47.7,52.3
E00180221,48.8,51.2
E00180233,35.1,64.9
E00180266,37.5,62.5
E00180273,40.6,59.4
E00180277,46.1,53.9
E00180280,32.3,67.7
E00182795,37.9,62.1
E00182816,51.3,48.7
E00182861,54.3,45.7
W00004162,59.5,40.5
W00004163,52.2,47.8
W00004170,65.4,34.6
