geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00005055,11.2,12.8,11.8,61.3,3
E00005056,9.2,2,6.9,82,0
E00005057,10,8.6,2.9,78.6,0
E00005058,8.2,3.8,10.7,75.9,1.6
E00005059,6.1,1.6,4.8,85.9,1.6
E00005060,6.3,11.1,9.4,71.2,2.1
E00005061,8.3,17.8,6.5,65,2.5
E00005062,7.7,32.7,12.7,44.8,2.1
E00005063,13.2,4.4,6.7,74,1.8
E00005064,19.9,11.5,7.4,58.5,2.7
E00005065,16.8,8.8,7.7,64.9,1.8
E00005066,5.5,19.4,9,64.5,1.6
E00005067,20.6,8.1,5.5,63.9,1.9
E00005068,10.4,6,8.4,74.6,0.6
E00005069,4.7,16.3,12.7,65,1.3
E00005070,4.7,9.5,3.7,82,0
E00005071,9,11.3,4.5,75.1,0
E00005072,14.8,3.6,6,75.6,0
E00005073,10.5,4.8,6.7,75.7,2.2
E00005074,4.2,5.1,4.5,83.7,2.4
E00005075,6.2,5.2,6.6,79.9,2.1
E00005076,1.9,2.6,4.1,91.4,0
E00005077,4.1,2.9,8.3,84.7,0
E00005078,5.5,4.3,6.6,80.5,3.2
E00005079,1.2,3.4,4.9,89.8,0.6
E00005080,6.1,5.2,3.6,83.4,1.7
E00005081,3,1.2,2.4,92.1,1.2
E00005082,5,6.3,4.2,83.7,0.8
E00005083,7.6,5.4,5.9,80.7,0.5
E00005084,6,4.6,5.2,82.2,2
E00005085,6.7,9.1,2.8,77.5,4
E00005086,6.3,4.1,6,83.6,0
E00005087,10.5,2.8,3.1,83.7,0
E00005088,6.5,5.9,8,79.6,0
E00005089,3.8,3.3,3.3,88.3,1.3
E00005090,5.6,3.5,5.2,85.7,0
E00005091,11.8,8.3,3.5,74.7,1.6
E00005092,6.1,4.6,4.2,83.1,1.9
E00005093,6.7,19.8,13,59.3,1.2
E00005094,34.7,4.5,3.4,47.3,10.2
E00005095,15.1,12.6,5.2,65.4,1.6
E00005097,14.9,9.4,4.4,69.4,1.8
E00005098,22.8,2.8,0.8,69.1,4.5
E00005099,15.1,17.9,7.3,57.2,2.4
E00005100,11.2,9.1,7.9,70.2,1.5
E00005101,11.9,9.8,7,68.8,2.4
E00005103,11.7,6.8,6.5,75.1,0
E00005104,4.2,6,7.2,80.2,2.4
E00005105,12.1,7.5,7.5,70.5,2.5
E00005106,7.9,5.4,5.7,80.1,0.9
E00005107,9.9,4.4,5.3,78.9,1.5
E00005108,9.2,21.7,8.6,58.8,1.6
E00005109,19.8,3.5,7.1,66,3.5
E00005110,4.5,12.8,8.3,71.7,2.7
E00005111,3,4.4,5,86.2,1.4
E00005112,2.9,6,5.7,83.5,1.9
E00005113,5.7,1.9,3.5,88.9,0
E00005114,8,5.5,5,80.4,1.1
E00005115,22.9,12,5.7,56.9,2.5
E00005116,25.1,7.1,7.3,57.1,3.4
