geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00005055,91.3,2.8,5.9
E00005056,92.9,5.8,1.3
E00005057,89.9,4,6
E00005058,95.6,1.9,2.5
E00005059,91.7,2.5,5.7
E00005060,89.4,4.2,6.4
E00005061,91.1,0.5,8.4
E00005062,88.7,0.6,10.7
E00005063,95.9,0.9,3.2
E00005064,85.2,3.8,10.9
E00005065,82.5,5.6,11.9
E00005066,94.8,0.5,4.6
E00005067,90.4,1.9,7.7
E00005068,89,5.4,5.7
E00005069,90,2,8
E00005070,86.8,5.1,8.1
E00005071,92.2,2.3,5.5
E00005072,91.5,2.1,6.4
E00005073,90.7,3.8,5.4
E00005074,94.2,1.2,4.6
E00005075,92.8,1,6.2
E00005076,95.9,0.4,3.7
E00005077,89.4,4.1,6.5
E00005078,94.2,1.2,4.6
E00005079,89.2,3.7,7.1
E00005080,94,0.8,5.2
E00005081,93.8,0.9,5.2
E00005082,91.2,4.6,4.2
E00005083,91.2,2,6.8
E00005084,91.1,3.1,5.7
E00005085,89.8,3.5,6.6
E00005086,92,1.4,6.6
E00005087,92.6,3.1,4.3
E00005088,96.2,2.3,1.5
E00005089,90,2.5,7.5
E00005090,94.8,0.3,4.9
E00005091,90.9,1.3,7.8
E00005092,93.1,0.8,6.2
E00005093,86.9,4,9.1
E00005094,89.7,3,7.3
E00005095,93.9,1.1,5
E00005097,85.1,5.5,9.4
E00005098,92.2,1.7,6.1
E00005099,75.1,5.2,19.7
E00005100,93.8,2.2,4
E00005101,92.4,3.8,3.8
E00005103,94.9,1,4.2
E00005104,84.6,4.2,11.2
E00005105,90,3.7,6.2
E00005106,93.1,1.5,5.4
E00005107,91.8,2.1,6.2
E00005108,93.2,1.4,5.4
E00005109,86.1,3.8,10.2
E00005110,92.5,3,4.5
E00005111,90.1,3.9,6.1
E00005112,96.5,1,2.6
E00005113,91.9,2.2,5.9
E00005114,94.5,3,2.5
E00005115,84.6,2.9,12.5
E00005116,85.2,6,8.9
E00005117,75.2,3.1,21.7
E00005118,74.6,5,20.4
E00005119,89.5,1.7,8.7
E00005120,93.4,0.8,5.8
E00005121,86.7,5.1,8.3
E00005122,86.1,5.6,8.3
E00005123,91.1,2.5,6.5
E00005124,86.7,4.5,8.8
E00005125,88.3,2.1,9.7
E00005126,89.7,2.8,7.5
E00005127,91.1,0,8.9
E00005128,93.9,1.5,4.6
E00005129,81.4,4.6,13.9
E00005130,89.9,1.8,8.3
E00005131,84.4,2.6,13
E00005322,82.9,3.5,13.6
E00005323,90.1,4,6
E00005324,81.4,5.3,13.3
E00005325,87.5,2,10.5
E00005326,87.8,3.6,8.6
E00005327,85.4,3.6,11
E00005328,87.5,4.7,7.8
E00005329,91.3,2.2,6.5
E00005330,90.7,2.8,6.5
E00005331,89.1,3.7,7.2
E00005332,90.3,3.1,6.5
E00005333,74.8,4.3,20.9
E00005334,92.3,3.3,4.4
E00005335,90.3,1.6,8.1
E00005336,85.2,1,13.8
E00005339,90.5,1.4,8.2
E00005340,86,2.2,11.9
E00005341,82.2,7.6,10.2
E00005342,88.5,1.7,9.8
E00005343,89.4,3.5,7.1
E00005344,90.5,2.2,7.3
E00005345,84.3,2.9,12.8
E00005346,87.2,1.4,11.4
E00005347,76.7,2.9,20.4
E00005348,83,6.2,10.8
E00005349,89.6,4.3,6.1
E00005350,91.6,3.2,5.1
E00005351,93.1,0.6,6.3
E00005352,91.7,3.3,5.1
E00005353,88.5,1.5,9.9
E00005354,89.1,3.8,7.2
E00005355,91.6,2.9,5.5
E00005356,90.6,3.4,6
E00005357,92.4,2.2,5.4
E00005358,84.7,1.3,14
E00005359,90,2.8,7.2
E00005360,89.1,4.3,6.6
E00005361,89.9,0,10.1
E00005362,86.3,4.1,9.7
E00005363,91.8,2.8,5.3
E00005441,84.8,3,12.2
E00005442,80.6,2.8,16.7
E00005443,87.4,4.1,8.5
E00005451,82.4,3.2,14.4
E00005452,83.6,4.1,12.3
E00005455,83.4,5.7,10.9
E00005456,83.9,5.5,10.6
E00005457,86,3.3,10.7
E00005458,88.8,3.3,7.9
E00005459,87.4,3.2,9.4
E00005461,75.7,7,17.4
E00005462,91.2,3.6,5.2
E00005463,90.6,2.9,6.5
E00005465,82.7,2.2,15.1
E00005466,80.2,2.6,17.2
E00005467,90.8,3.6,5.6
E00005469,86.5,4.3,9.2
E00005470,90.2,3.4,6.4
E00005471,89.6,2.8,7.7
E00005472,90.7,2.7,6.6
E00005473,78.3,5,16.7
E00005474,83.2,4,12.8
E00005475,83.2,2.2,14.6
E00005476,87.6,3.2,9.1
E00005477,84.4,3.1,12.5
E00005478,84.3,3,12.7
E00005479,85.4,3.7,10.9
E00005489,83.2,5.9,10.8
E00005493,89.4,5.5,5.2
E00005494,88.2,3,8.8
E00005495,91,4.3,4.6
E00005498,95.3,1.8,2.9
E00005508,90.5,3.1,6.4
E00005511,89.2,3.4,7.4
E00005514,91.9,3.6,4.4
E00020563,88.8,6.6,4.6
E00020664,93.5,0.6,6
E00020667,95.9,0,4.1
E00020668,92.4,4.2,3.4
E00020669,93.1,1.2,5.8
E00020670,87.8,3.6,8.5
E00020671,90.4,3,6.6
E00155889,94.6,1.9,3.5
E00155890,95.7,1.1,3.2
E00155891,95.1,1.4,3.6
E00155892,95.2,0.3,4.5
E00155893,88.7,2.7,8.7
E00155894,91.4,4.8,3.7
E00155895,96.4,0.8,2.8
E00155896,92.7,2.1,5.2
E00155897,90.7,1.5,7.7
E00155898,93.9,1.5,4.6
E00155900,91.5,2.1,6.4
E00155901,91.6,4.5,3.9
E00155902,94.1,2.5,3.4
E00155904,95,1.4,3.6
E00155907,92,3.2,4.8
E00155909,95.7,2.5,1.8
