geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00005055,84.6,9.9,5.5
E00005056,84,13.1,2.9
E00005057,87.1,10.3,2.6
E00005058,85.7,12.1,2.2
E00005059,88.2,8.3,3.5
E00005060,77,13.8,9.2
E00005061,80.4,13.2,6.5
E00005062,84.6,8.3,7.1
E00005063,86.5,9.6,3.8
E00005064,87.4,9.9,2.7
E00005065,82.1,14.6,3.3
E00005066,83.7,11.4,4.9
E00005067,86.9,10.9,2.2
E00005068,88.3,9.6,2.1
E00005069,85.2,8.2,6.6
E00005070,88.8,9.2,2
E00005071,72.9,19,8.1
E00005072,87,11.2,1.8
E00005073,92,5.1,2.9
E00005074,90.9,7.6,1.5
E00005075,87.9,10,2.1
E00005076,91.9,6.3,1.8
E00005077,72.2,21.6,6.1
E00005078,89,7.5,3.5
E00005079,86.1,10.2,3.7
E00005080,87.4,9,3.6
E00005081,84.2,12.4,3.4
E00005082,76.2,13.8,10
E00005083,88.8,8.1,3.2
E00005084,86.8,10.1,3.2
E00005085,78.7,15.7,5.5
E00005086,90.1,8.2,1.6
E00005087,82.4,13.6,4
E00005088,90.4,5.2,4.4
E00005089,80.3,15.9,3.8
E00005090,85.3,9.1,5.6
E00005091,91.1,7.3,1.6
E00005092,75,18.8,6.2
E00005093,79.4,15.1,5.6
E00005094,87.6,7.7,4.7
E00005095,86.7,9.7,3.6
E00005097,88.1,8.7,3.2
E00005098,88.1,10,1.9
E00005099,84.8,12.4,2.8
E00005100,88.7,9.5,1.8
E00005101,90.8,6.5,2.7
E00005103,90,7.7,2.3
E00005104,83.7,11.5,4.8
E00005105,79.7,14.7,5.6
E00005106,83.1,13.6,3.3
E00005107,91.2,7.1,1.8
E00005108,85.6,10.8,3.6
E00005109,87.9,8.8,3.3
E00005110,76,15.6,8.4
E00005111,90.1,8.8,1.1
E00005112,88.1,8.7,3.2
E00005113,87.5,10.1,2.5
E00005114,82.6,12.5,4.9
E00005115,78.8,14.9,6.4
E00005116,90.1,9.4,0.5
E00005117,86.6,10,3.3
E00005118,86.1,9.8,4.1
E00005119,88,9.9,2
E00005120,81.8,14.2,4
E00005121,90.2,8.2,1.6
E00005122,90.8,7,2.2
E00005123,85,10.5,4.5
E00005124,84.4,11.7,3.9
E00005125,90.6,7.3,2.1
E00005126,86.3,9.7,4
E00005127,79.6,15.9,4.4
E00005128,90.7,7.3,2
E00005129,90,8.1,1.9
E00005130,76.4,16.7,6.9
E00005131,88.7,8.6,2.8
E00005322,86.3,9,4.7
E00005323,88.1,8.5,3.4
E00005324,89.2,9.9,0.9
E00005325,89.5,7.2,3.3
E00005326,82.2,12.6,5.2
E00005327,86.7,9.4,3.9
E00005328,76,15.1,8.9
E00005329,88.3,9.8,1.9
E00005330,88.2,8.7,3.1
E00005331,84.5,11.2,4.3
E00005332,87.4,10.8,1.8
E00005333,84.7,10.6,4.7
E00005334,78.3,8.3,13.3
E00005335,82.5,10.6,6.9
E00005336,86.4,10.3,3.3
E00005339,89.4,9.5,1.1
E00005340,85.3,10.8,4
E00005341,85.2,10.4,4.4
E00005342,82.5,15.4,2.1
E00005343,90.5,7.8,1.6
E00005344,85.1,10.4,4.5
E00005345,82.1,11.8,6.2
E00005346,88.6,7.6,3.8
E00005347,87.9,9.5,2.6
E00005348,86.9,12.1,1
E00005349,76.4,16.3,7.3
E00005350,92.8,6.5,0.7
E00005351,88.4,9.1,2.5
E00005352,83.2,14.2,2.7
E00005353,83,12.1,4.9
E00005354,85.8,9.3,4.8
E00005355,87.1,11.3,1.6
E00005356,93.7,4.7,1.6
E00005357,87.7,8.8,3.4
E00005358,87,10.6,2.3
E00005359,82.3,7.5,10.2
E00005360,86.5,10.2,3.3
E00005361,84.9,8.8,6.3
E00005362,85.9,9.7,4.4
E00005363,82.5,11.8,5.7
E00005441,89.9,6.6,3.6
E00005442,89,9.2,1.8
E00005443,90.2,7.1,2.7
E00005451,89.1,9.3,1.6
E00005452,83.4,12.1,4.5
E00005455,86.7,10.3,2.9
E00005456,87.7,8.5,3.8
E00005457,85.8,9.6,4.6
E00005458,88.7,8.6,2.6
E00005459,92.2,5.4,2.4
E00005461,84.8,13.5,1.7
E00005462,87.2,9.2,3.7
E00005463,86.9,10.1,2.9
E00005465,85.7,11.4,2.9
E00005466,78.7,14.9,6.4
E00005467,84.2,12.7,3.1
E00005469,85.9,11.4,2.7
E00005470,91,7.1,2
E00005471,90.8,7.1,2.1
E00005472,89.6,8.8,1.6
E00005473,86,9.7,4.3
E00005474,82.8,11.8,5.4
E00005475,70.2,17.1,12.7
E00005476,88.8,7.4,3.8
E00005477,91,7.3,1.8
E00005478,73.2,14.7,12
E00005479,84.7,8.7,6.6
E00005489,85.3,9.8,4.9
