areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00133025,99.3,0,0.7
E00133026,98.3,0,1.7
E00134175,96.9,1.3,1.8
E00134176,98.5,0,1.5
E00134177,98.9,0,1.1
E00134178,98,0.4,1.6
E00134179,96.3,0.5,3.2
E00134180,97.8,0,2.2
E00134181,98.4,0,1.6
E00134182,96.4,0.6,3
E00142688,95,0.6,4.4
E00142694,98.4,0,1.6
E00142695,98.2,0.7,1.1
E00142696,99.2,0.6,0.3
E00142697,98,1.7,0.3
E00142698,98.8,0,1.2
E00142699,99.1,0,0.9
E00142700,92.8,4.5,2.7
E00142701,98.8,0.4,0.8
E00142702,98.7,0.4,0.9
E00142703,97.2,0,2.8
E00142704,94.1,0,5.9
E00142705,99.2,0.4,0.4
E00142706,97.7,1.3,1
E00142707,96,0.7,3.2
E00142708,98.4,0.4,1.2
E00142709,96.9,0,3.1
E00142710,91.1,1.1,7.8
E00142711,99.5,0.3,0.3
E00142712,97.2,0,2.8
E00142713,97.1,0.3,2.6
E00142715,97.2,0,2.8
E00142717,95.8,0.2,4
E00142718,95.7,0.3,4
E00142719,98.3,0,1.7
E00142720,94.2,0.4,5.4
E00142721,92.1,2.3,5.6
E00142722,95.6,0.3,4
E00142723,97.7,0.4,1.9
E00142724,93.5,1.4,5
E00142725,96.9,0.9,2.2
E00142726,99.5,0,0.5
E00142727,95.8,1.1,3.1
E00142729,96.9,0.4,2.7
E00142733,99.3,0,0.7
E00142734,98.4,0,1.6
E00142735,96.2,0.8,3
E00142736,93.6,0.6,5.7
E00142737,94.9,1.8,3.3
E00142741,98.7,0,1.3
E00142744,97.1,0.3,2.7
E00142747,94.5,0,5.5
E00142748,98.5,0.3,1.2
E00142749,98.5,0.6,0.9
E00142750,97.3,0,2.7
E00142751,94.5,0.7,4.8
E00142752,98,0.4,1.6
E00142753,99.6,0.4,0
E00142754,97.1,0,2.9
E00142755,99.3,0,0.7
E00142756,99.6,0.4,0
E00142757,96.5,0.7,2.8
E00142758,99.7,0.3,0
E00142760,100,0,0
E00142761,96.9,0.4,2.7
E00142763,97,0.5,2.5
E00142764,94.1,0.6,5.3
E00142765,99.3,0.4,0.4
E00142766,96.8,0.5,2.7
E00142768,93.9,1.4,4.7
E00142769,96.4,0.3,3.3
E00142770,96,0,4
E00142771,94,0.7,5.3
E00142772,92.8,1.5,5.7
E00142773,95.8,1.5,2.7
E00142774,97.4,0.5,2.1
E00142775,90.1,1.7,8.2
E00142776,92.7,2.8,4.4
E00142777,96.9,0.5,2.6
E00142826,96.1,0.8,3.1
E00142827,100,0,0
E00142828,97.7,0,2.3
E00142829,95.9,1.4,2.7
E00142830,98.6,0,1.4
E00142831,98,0,2
E00142832,99.4,0,0.6
E00142833,99.6,0,0.4
E00142834,99.1,0.9,0
E00142843,99,0.7,0.2
E00142844,99.7,0,0.3
E00142845,98.4,0,1.6
E00142850,96.5,1.8,1.8
E00142851,96.8,1.6,1.5
E00142857,97.5,1.7,0.8
E00142858,98.9,0.6,0.6
E00142859,97.4,0.4,2.3
E00142860,98,0.3,1.8
E00142861,94.9,0.7,4.4
E00142862,97.7,0.3,2.1
E00142863,98.4,0,1.6
E00142864,100,0,0
E00142865,97,0,3
E00142866,97.6,0.9,1.5
E00142867,98.5,0.6,0.9
E00142868,92,1.1,6.9
E00142869,98.9,0,1.1
E00142870,97.2,1.4,1.4
E00142871,96.5,2.3,1.3
E00142874,98.3,0,1.7
E00142875,98.2,0.4,1.5
E00142876,97.2,1.4,1.4
E00144160,98.3,0,1.7
E00144161,98,0,2
E00144162,96.3,0.6,3.2
E00144163,95.7,2,2.3
E00144164,96.3,0.7,3
E00144165,98.1,0.3,1.6
E00144166,100,0,0
E00144167,97.1,0.7,2.1
E00144168,98.7,0.6,0.6
E00144169,97.5,0.4,2.1
E00144174,98.1,0.4,1.6
E00144175,97.9,1.4,0.7
E00144176,97.6,0.8,1.6
E00144191,97.7,0.4,1.9
E00144192,100,0,0
E00144193,97.2,0,2.8
E00144194,98.3,0.5,1.2
E00144195,99.3,0,0.7
E00144196,94.4,0.3,5.2
E00144197,97.8,0,2.2
E00144198,98.4,0.8,0.8
E00144199,92.7,1.8,5.6
E00144200,94.6,0,5.4
E00144201,97.9,0.4,1.8
E00144202,97.4,0.9,1.7
E00144203,99,0,1
E00144204,97.9,0.3,1.8
E00144205,98.7,0.3,1
E00144206,98.6,1.4,0
E00144247,96.7,0.7,2.6
E00144248,98.3,0,1.7
E00144249,98.9,1.1,0
E00144251,96.5,0.4,3.1
E00144252,98.3,0,1.7
E00144253,99.6,0,0.4
E00144254,99.5,0.5,0
E00144255,96.8,0.4,2.8
E00144267,98.6,0,1.4
E00144268,93.3,0.7,5.9
E00144269,96.2,1.1,2.6
E00144270,98.3,1.1,0.6
E00144271,95.7,1.9,2.5
E00144272,98.8,0,1.3
E00144273,98.5,0.4,1.1
E00144274,99.5,0,0.5
E00144275,98.2,0.8,1
E00144276,95.1,0.7,4.2
E00144277,96.5,0.9,2.6
E00144278,98.6,0,1.4
E00144280,98.9,0.6,0.6
E00144281,98.4,0,1.6
E00144282,97.2,2.2,0.6
E00144283,98.6,0.5,0.9
E00144284,97.4,0.4,2.2
E00144335,97,0.9,2.1
E00144384,97.6,0.4,2
E00144386,97,0.9,2.1
E00144387,96.9,1.7,1.4
E00144392,98.2,0,1.8
E00144393,97.7,0,2.3
E00144394,94.8,0.5,4.7
E00144395,97.3,0,2.7
E00144396,93.1,1.7,5.2
E00144397,97.8,0.3,1.9
E00144398,99.3,0.7,0
E00144399,97.5,0.3,2.2
E00144400,95.4,0,4.6
E00144401,97.9,1,1
E00144402,98,0,2
E00144403,96.6,1.5,1.9
E00144404,96.7,0.4,2.9
E00144405,97.3,0.2,2.4
E00144406,98.5,0.3,1.2
E00144407,96.6,0.9,2.6
E00144408,99.6,0,0.4
E00144409,98.3,0,1.7
E00144410,98.3,0.3,1.4
E00144411,99.1,0.3,0.6
E00144412,94.6,0.8,4.6
E00144414,98.2,0.6,1.2
E00144454,94.3,1.3,4.3
E00144455,97,0.4,2.6
E00144456,97.9,1.3,0.8
E00144457,99.4,0,0.6
E00144458,99.4,0,0.6
E00144459,98.2,0.4,1.3
E00144460,95.7,0,4.3
E00144461,97.8,1,1.2
E00144462,96.9,0,3.1
E00173425,99.1,0,0.9
E00176779,93.6,0,6.4
E00176781,97.3,0,2.7
E00176794,96,0.3,3.7
E00176801,100,0,0
E00176809,97.4,2,0.5
E00176818,97.3,1.5,1.2
E00176826,99.1,0,0.9
E00176835,99.5,0.5,0
E00176849,97,0.5,2.5
