areacd,disability_3a-001,disability_3a-002
E00133025,17,83
E00133026,21.2,78.8
E00134175,26.2,73.8
E00134176,14.1,85.9
E00134177,29.5,70.5
E00134178,26.5,73.5
E00134179,15.1,84.9
E00134180,34.1,65.9
E00134181,34.4,65.6
E00134182,18.1,81.9
E00142688,17.9,82.1
E00142694,15.5,84.5
E00142695,16.1,83.9
E00142696,13.7,86.3
E00142697,12.8,87.2
E00142698,13.2,86.8
E00142699,22.5,77.5
E00142700,33.9,66.1
E00142701,19.8,80.2
E00142702,25.5,74.5
E00142703,15.1,84.9
E00142704,26.1,73.9
E00142705,32.4,67.6
E00142706,13,87
E00142707,22.1,77.9
E00142708,20.5,79.5
E00142709,25.8,74.2
E00142710,22.7,77.3
E00142711,19,81
E00142712,13.7,86.3
E00142713,14.7,85.3
E00142715,23.5,76.5
E00142717,31.2,68.8
E00142718,14.9,85.1
E00142719,29.5,70.5
E00142720,19,81
E00142721,25.7,74.3
E00142722,27.6,72.4
E00142723,25.1,74.9
E00142724,24.5,75.5
E00142725,26,74
E00142726,21,79
E00142727,14.6,85.4
E00142729,36,64
E00142733,24.4,75.6
E00142734,23.1,76.9
E00142735,26.8,73.2
E00142736,21.1,78.9
E00142737,24.7,75.3
E00142741,10.6,89.4
E00142744,19.9,80.1
E00142747,21.7,78.3
E00142748,26,74
E00142749,16.7,83.3
E00142750,25.4,74.6
E00142751,14.7,85.3
E00142752,24.7,75.3
E00142753,24,76
E00142754,18,82
E00142755,19.2,80.8
E00142756,22.8,77.2
E00142757,13.8,86.2
E00142758,12.9,87.1
E00142760,22.9,77.1
E00142761,16.9,83.1
E00142763,29.3,70.7
E00142764,15.2,84.8
E00142765,20.1,79.9
E00142766,13.9,86.1
E00142768,31.1,68.9
E00142769,13.6,86.4
E00142770,16.6,83.4
E00142771,22.4,77.6
E00142772,19.1,80.9
E00142773,28.1,71.9
E00142774,17.1,82.9
E00142775,22.3,77.7
E00142776,19.2,80.8
E00142777,18.1,81.9
E00142826,18,82
E00142827,15.5,84.5
E00142828,17.7,82.3
E00142829,44.6,55.4
E00142830,21.7,78.3
E00142831,23.6,76.4
E00142832,16.8,83.2
E00142833,19.1,80.9
E00142834,23.9,76.1
E00142843,17.1,82.9
E00142844,19.2,80.8
E00142845,21,79
E00142850,17.5,82.5
E00142851,39.2,60.8
E00142857,18.5,81.5
E00142858,22.1,77.9
E00142859,15.2,84.8
E00142860,16.5,83.5
E00142861,12.5,87.5
E00142862,18.3,81.7
E00142863,24.2,75.8
E00142864,26.4,73.6
E00142865,14.9,85.1
E00142866,20.4,79.6
E00142867,22,78
E00142868,24,76
E00142869,24.4,75.6
E00142870,17.8,82.2
E00142871,28,72
E00142874,18.2,81.8
E00142875,20.8,79.2
E00142876,18.3,81.7
E00144160,19.2,80.8
E00144161,22.4,77.6
E00144162,35,65
E00144163,30.3,69.7
E00144164,26.3,73.7
E00144165,20,80
E00144166,29.8,70.2
E00144167,19.7,80.3
E00144168,21.9,78.1
E00144169,34,66
E00144174,17.1,82.9
E00144175,19.1,80.9
E00144176,28,72
E00144191,17.7,82.3
E00144192,26,74
E00144193,31.8,68.2
E00144194,22.9,77.1
E00144195,26.2,73.8
E00144196,21.6,78.4
E00144197,21.4,78.6
E00144198,22.3,77.7
E00144199,22.2,77.8
E00144200,29.4,70.6
E00144201,22,78
E00144202,32.5,67.5
E00144203,13.9,86.1
E00144204,28.7,71.3
E00144205,23.1,76.9
E00144206,26.8,73.2
E00144247,13.9,86.1
E00144248,16.3,83.8
E00144249,12.6,87.4
E00144251,16.7,83.3
E00144252,17.5,82.5
E00144253,21.8,78.2
E00144254,24.9,75.1
E00144255,12.7,87.3
E00144267,18.1,81.9
E00144268,37.5,62.5
E00144269,21.3,78.7
E00144270,12.8,87.2
E00144271,21.8,78.2
E00144272,26.9,73.1
E00144273,22.4,77.6
E00144274,15.3,84.7
E00144275,14.3,85.7
E00144276,14.4,85.6
E00144277,22.8,77.2
E00144278,18.7,81.3
E00144280,20.9,79.1
E00144281,16,84
E00144282,16.2,83.8
E00144283,21.3,78.7
E00144284,27.4,72.6
E00144335,23.2,76.8
E00144384,17,83
E00144386,13.9,86.1
E00144387,13.5,86.5
E00144392,25.1,74.9
E00144393,23.8,76.2
E00144394,18.7,81.3
E00144395,13.1,86.9
E00144396,24,76
E00144397,24,76
E00144398,54.2,45.8
E00144399,17.4,82.6
E00144400,21,79
E00144401,17.1,82.9
E00144402,36.9,63.1
E00144403,43.9,56.1
E00144404,32.1,67.9
E00144405,15.8,84.2
E00144406,27.5,72.5
E00144407,22.4,77.6
E00144408,18.1,81.9
E00144409,18.6,81.4
E00144410,22.1,77.9
E00144411,20.1,79.9
E00144412,26.3,73.7
E00144414,21.5,78.5
E00144454,20,80
E00144455,14.8,85.2
E00144456,16.2,83.8
E00144457,13.5,86.5
E00144458,7.1,92.9
E00144459,14.3,85.7
E00144460,26.7,73.3
E00144461,14.9,85.1
E00144462,16.5,83.5
E00173425,23,77
E00176779,27.8,72.2
E00176781,32.1,67.9
E00176794,10.8,89.2
E00176801,43.8,56.3
E00176809,12.8,87.2
E00176818,14.1,85.9
E00176826,27.1,72.9
E00176835,14,86
E00176849,11,89
E00176871,15.4,84.6
E00176873,10.1,89.9
E00176880,13.8,86.2
E00176896,51.6,48.4
E00176907,16.9,83.1
