areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00133025,85.5,0.5,14
E00133026,71.1,0.9,28.1
E00134175,82.4,2.6,14.9
E00134176,78.9,1.7,19.4
E00134177,75.1,2.2,22.7
E00134178,72.5,1.6,25.9
E00134179,76.9,3.8,19.4
E00134180,78.3,1.8,19.9
E00134181,73.4,0.4,26.2
E00134182,82.3,3.6,14.1
E00142688,84.2,4.4,11.5
E00142694,86.2,1.1,12.7
E00142695,79.5,1.5,19
E00142696,90.8,0.3,9
E00142697,91.2,0.9,8
E00142698,89.9,0.3,9.9
E00142699,77.4,0.4,22.2
E00142700,75,2.7,22.3
E00142701,87.8,2.4,9.8
E00142702,86,1.4,12.7
E00142703,91.1,1.1,7.8
E00142704,61.1,5.4,33.5
E00142705,67.6,0.4,32
E00142706,87.5,1.3,11.2
E00142707,75.1,4,20.9
E00142708,78.3,2,19.7
E00142709,76.3,2.4,21.3
E00142710,75.1,7.8,17.2
E00142711,82.2,0.3,17.5
E00142712,87.5,2,10.6
E00142713,82,2.6,15.4
E00142715,87.5,1.6,10.9
E00142717,62.7,5.4,31.9
E00142718,83.3,3.4,13.3
E00142719,65.8,2.1,32.1
E00142720,54.5,6.5,39
E00142721,52.5,7.1,40.4
E00142722,65.5,3,31.4
E00142723,60.4,2.6,36.9
E00142724,63.4,7.2,29.4
E00142725,77.1,1.8,21.1
E00142726,80.9,1,18.2
E00142727,72.7,3.8,23.5
E00142729,76.6,0.5,23
E00142733,74.8,1.3,23.8
E00142734,76.5,1.2,22.2
E00142735,71,3.8,25.2
E00142736,78.7,4.8,16.5
E00142737,85.7,3.9,10.4
E00142741,84,1.1,14.9
E00142744,67.6,2.9,29.4
E00142747,70.9,6.5,22.6
E00142748,66.5,2.1,31.4
E00142749,61.5,1.5,37
E00142750,75,2.3,22.7
E00142751,74.7,5.1,20.1
E00142752,67.3,2,30.7
E00142753,66.1,0.4,33.5
E00142754,76.4,2.5,21
E00142755,64.5,1.1,34.4
E00142756,67.6,0,32.4
E00142757,81.8,2.5,15.8
E00142758,90.8,0,9.2
E00142760,86,0,14
E00142761,77.8,2.7,19.5
E00142763,71.3,3.1,25.6
E00142764,80.9,4.9,14.2
E00142765,69.9,2.9,27.2
E00142766,82.4,1.9,15.7
E00142768,80,4.6,15.4
E00142769,84.5,0.3,15.2
