areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00133025,50.9,41.3,0.5,7.3
E00133026,46,24,16,14
E00134175,55.7,26.7,7.7,10
E00134176,42.9,41.3,1.6,14.1
E00134177,42,28.3,23.2,6.5
E00134178,53,26.5,1.7,18.8
E00134179,34.2,42.2,9.3,14.3
E00134180,92.6,2.5,0.6,4.3
E00134181,95.5,0.6,3.2,0.6
E00134182,51.4,33.1,6.8,8.8
E00142688,61.3,30,1.3,7.5
E00142694,62.5,27.5,2.5,7.5
E00142695,55.6,22.6,7.3,14.5
E00142696,56.2,34.2,0,9.6
E00142697,43.8,47.4,0.7,8
E00142698,43.1,40.1,10.2,6.6
E00142699,36.2,17.1,39,7.6
E00142700,53.5,25.6,9.3,11.6
E00142701,46.4,28.2,6.4,19.1
E00142702,42.7,37.1,0,20.2
E00142703,57.1,24.7,5.2,13
E00142704,20.9,13.7,36.6,28.8
E00142705,20.9,20.9,47,11.2
E00142706,53.6,34.5,0,11.9
E00142707,51,23.2,7.9,17.9
E00142708,53.7,28.9,0.8,16.5
E00142709,21.3,26.8,22.8,29.1
E00142710,35,26.4,2.5,36.2
E00142711,54.3,32.9,8.5,4.3
E00142712,50.7,42.5,0.5,6.3
E00142713,40.7,48.3,0,11
E00142715,74.8,21,0,4.2
E00142717,52.8,21.6,20.8,4.8
E00142718,47.5,34,0,18.4
E00142719,43,22.8,20.2,14
E00142720,18.5,19.2,27.7,34.6
E00142721,11.5,20.8,60.8,6.9
E00142722,26.4,20,42.4,11.2
E00142723,14.4,15.3,57.6,12.7
E00142724,15.2,7.3,23,54.5
E00142725,70.7,16.3,2.4,10.6
E00142726,36.7,31.2,16.5,15.6
E00142727,39.7,35.5,1.7,23.1
E00142729,56.3,21.8,5.9,16
E00142733,42.7,36.3,12.9,8.1
E00142734,72.7,17.2,0.8,9.4
E00142735,26.9,22.9,17.6,32.6
E00142736,53.8,35.9,0,10.3
E00142737,52.7,27.5,9.9,9.9
E00142741,38.9,45.9,1.3,14
E00142744,34.7,34,18.7,12.7
E00142747,31.2,30.5,27,11.3
E00142748,22.1,29,37.9,11
E00142749,23.7,34.1,27.4,14.8
E00142750,26.7,32.8,22.4,18.1
E00142751,38.8,36.4,10.7,14
E00142752,31.1,24.6,24.6,19.7
E00142753,24.8,17.4,42.1,15.7
E00142754,31.9,23.4,23.4,21.3
E00142755,23.3,31.7,35.8,9.2
E00142756,25.7,27.2,28.7,18.4
E00142757,57.4,29.1,0.7,12.8
E00142758,52.3,34.4,3.9,9.4
E00142760,62.6,21.7,7,8.7
E00142761,51.3,29.6,4.3,14.8
E00142763,17.9,13.7,59.8,8.5
E00142764,50,39.7,1.5,8.8
E00142765,37,24.6,14.5,23.9
E00142766,46.6,41.8,2.1,9.6
E00142768,23.6,23.6,36.3,16.6
E00142769,43,32.9,9.4,14.8
E00142770,30.9,37.2,10.1,21.7
E00142771,10.8,8.2,32,49
E00142772,15.8,20.1,9.4,54.7
E00142773,29.2,33.3,8.3,29.2
E00142774,41.2,37.3,6.8,14.7
E00142775,22.8,19.8,10.4,47
E00142776,26.2,24.8,2.8,46.1
E00142777,43.4,47.2,1.9,7.5
E00142826,51.9,36.5,1.9,9.6
E00142827,56.4,26.7,1,15.8
E00142828,56.4,32.9,0.7,10
E00142829,28.8,38.7,0,32.4
E00142830,41.3,31,17.5,10.3
E00142831,51.6,18.9,16.8,12.6
E00142832,55,38.3,0,6.7
E00142833,51,35.4,2.1,11.5
E00142834,36.7,28.6,4.1,30.6
E00142843,39.4,34.7,14.7,11.2
E00142844,48.9,35.8,0,15.3
E00142845,31.4,37.8,14.1,16.7
E00142850,38.2,20.3,4.3,37.2
E00142851,39.6,41.7,0,18.8
E00142857,64.4,24.4,6.7,4.4
E00142858,57.6,22.1,9.3,11
E00142859,64.9,25.2,0.9,9
E00142860,56.5,29.9,4,9.6
E00142861,44.1,18.6,3.4,33.9
E00142862,41.7,38.7,7.4,12.3
E00142863,40.7,35.6,5.1,18.6
E00142864,34.9,16.3,38.8,10.1
E00142865,25.2,39.2,1.6,34
E00142866,28.5,38,19,14.6
E00142867,38.5,34.5,17.6,9.5
E00142868,22.5,10.9,49.6,17.1
E00142869,54.6,23.4,6.4,15.6
E00142870,49.6,32.8,5.9,11.8
E00142871,59.2,28,3.2,9.6
E00142874,41.6,41.6,2.7,14.2
E00142875,32.1,28.6,27.7,11.6
E00142876,45.6,32.5,14.9,7
E00144160,29.1,48.3,8.7,14
E00144161,25.5,31,30.3,13.1
E00144162,17.1,12.9,61.8,8.2
E00144163,39.2,37.3,17,6.5
E00144164,22.8,16.3,50.4,10.6
E00144165,28.3,35.4,15.7,20.5
E00144166,63.9,26.9,2.5,6.7
E00144167,49.2,41.2,0.5,9.1
E00144168,58.9,30.5,0.7,9.9
E00144169,31.3,23.7,38.9,6.1
E00144174,55.3,30.1,0,14.6
E00144175,55.6,30.2,0,14.3
E00144176,50,31,1.7,17.2
E00144191,60.5,21,4.8,13.7
E00144192,70.5,20.2,0,9.3
E00144193,28.7,23.8,28.7,18.9
E00144194,41.1,29.7,16.7,12.5
E00144195,51.2,29.5,6.2,13.2
E00144196,30.6,19.4,15.7,34.3
E00144197,31.4,19.8,27.3,21.5
E00144198,18.9,22.1,34.4,24.6
E00144199,3.6,11.7,64,20.7
E00144200,7,14.7,62,16.3
E00144201,34.2,28.2,25.6,12
E00144202,29.3,15.5,44,11.2
E00144203,51.9,31.3,7.6,9.2
E00144204,64.4,23.9,5.5,6.1
E00144205,44,28.4,24.1,3.5
E00144206,63.2,26.5,0,10.3
E00144247,60.4,28.8,0.9,9.9
E00144248,44,22,17,17
E00144249,56.9,30.2,0.9,12.1
E00144251,44.2,30.5,7.4,17.9
E00144252,33.7,22.5,5.3,38.5
E00144253,60.8,26.7,1.7,10.8
E00144254,41.9,20.4,28,9.7
E00144255,45.7,23.4,2.1,28.7
E00144267,50.6,33.7,2.2,13.5
E00144268,12.6,11.9,67.5,7.9
E00144269,72.6,18.5,1.5,7.4
E00144270,47.5,28.8,3.1,20.6
E00144271,52.5,34,1.4,12.1
E00144272,62.3,19.6,4.3,13.8
E00144273,66.9,26.2,0,6.9
E00144274,49.3,26.7,4,20
E00144275,43.9,36.8,14.5,4.8
E00144276,58.1,31.6,0.7,9.6
E00144277,52.4,37.1,0.7,9.8
E00144278,56.7,28.3,0,15
E00144280,47.9,35.6,0,16.4
E00144281,54,38.7,1.6,5.6
E00144282,67.1,23.2,2.4,7.3
E00144283,57.8,32.2,1.1,8.9
E00144284,60.4,18.8,4,16.8
E00144335,49,32.8,6.8,11.5
E00144384,62.8,25.7,1.8,9.7
E00144386,53,37.9,0,9.1
E00144387,62.3,31.1,0.8,5.7
E00144392,59.8,19.6,0,20.6
E00144393,37.9,26.5,17.4,18.2
E00144394,22,51.4,8.1,18.5
E00144395,28.5,39.2,5.4,26.9
E00144396,29.7,27.1,17.8,25.4
E00144397,30.8,35.4,17.7,16.2
E00144398,9,3.6,84.7,2.7
E00144399,23.9,38.5,8.5,29.1
E00144400,24.8,32.4,19.3,23.4
E00144401,39.4,38.5,3.7,18.3
E00144402,20.2,20.2,55,4.7
E00144403,11,22.8,57.9,8.3
E00144404,21.1,26.3,38.6,14
E00144405,27,52.2,5,15.7
E00144406,36.8,31.2,8.8,23.2
E00144407,40.2,21.4,6.3,32.1
E00144408,38.2,40.2,5.9,15.7
E00144409,25.9,48.3,10.3,15.5
E00144410,56.3,26.1,1.4,16.2
E00144411,67.9,20.8,1.3,10.1
E00144412,40.2,29.9,11.1,18.8
E00144414,7.5,6.3,2.5,83.8
E00144454,45.5,31.3,9.8,13.4
E00144455,55,36,0,9
E00144456,53.7,27.6,8.4,10.3
E00144457,44.5,41.1,2.1,12.3
E00144458,50.7,37,0,12.3
E00144459,44.9,33.6,4.7,16.8
E00144460,16.8,26.4,44.8,12
E00144461,40.1,37.1,12.6,10.2
E00144462,51.8,32.7,4.2,11.3
E00173425,69.9,23.1,1.4,5.6
E00176779,13.6,3.4,33.9,49.2
E00176781,76.7,12.3,4.1,6.8
E00176794,16,52.3,13.1,18.6
E00176801,11.3,12.2,68.7,7.8
E00176809,29.5,44.9,15.4,10.3
E00176818,56.4,37.6,1.1,5
E00176826,74.6,10.4,4.5,10.4
E00176835,43.5,35.9,2.2,18.5
E00176849,21,64.1,7.8,7.2
E00176871,23.5,36.9,15.5,24.1
E00176873,8.1,71.2,17.2,3.5
E00176880,13,50,9.3,27.8
E00176896,7.3,14.5,23.6,54.5
E00176907,20.4,51,7.6,21
