areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00133025,58.4,2.3,39.3
E00133026,42.4,2,55.6
E00134175,45.4,1,53.7
E00134176,58.7,2.9,38.4
E00134177,55.1,2,42.9
E00134178,45,2,52.9
E00134179,68.2,2.6,29.3
E00134180,7.9,0,92.1
E00134181,5.5,0.4,94.1
E00134182,59.7,2.3,38
E00142688,56.1,1.2,42.7
E00142694,57.1,0,42.9
E00142695,55.2,2.2,42.6
E00142696,60.3,1.7,38
E00142697,71.6,1.8,26.6
E00142698,63.2,1.1,35.7
E00142699,47.2,1,51.8
E00142700,41.4,5.1,53.5
E00142701,58.4,0.5,41.1
E00142702,59.1,1,39.9
E00142703,55.4,1.2,43.5
E00142704,45.5,5,49.5
E00142705,42.6,5,52.5
E00142706,54.8,1.5,43.7
E00142707,50.4,2.8,46.8
E00142708,53.5,0.9,45.5
E00142709,58.5,2.5,39
E00142710,58.2,3.2,38.6
E00142711,46.3,1.9,51.8
E00142712,58.8,0.7,40.4
E00142713,69.1,1.7,29.2
E00142715,41.6,0.4,58
E00142717,37.7,1.5,60.8
E00142718,59.2,0.7,40.1
E00142719,42.9,0.9,56.2
E00142720,59.4,3.9,36.7
E00142721,51.7,4.2,44.2
E00142722,51,5.8,43.2
E00142723,48.7,5,46.2
E00142724,49.3,8.3,42.4
E00142725,31.8,0.9,67.3
E00142726,47.3,3.8,48.9
E00142727,65.9,5.4,28.8
E00142729,44.1,0,55.9
E00142733,46.4,3.3,50.2
E00142734,41.6,1.3,57.1
E00142735,54.9,2.3,42.8
E00142736,56.7,1.9,41.5
E00142737,45,1.3,53.8
E00142741,67,3.1,29.9
E00142744,55.3,6.8,37.9
E00142747,60,2.2,37.8
E00142748,55.5,3.4,41.1
E00142749,64.8,4.1,31.1
E00142750,60.9,2.4,36.7
E00142751,60.6,2.7,36.7
E00142752,54.1,3.4,42.4
E00142753,53.6,2.6,43.8
E00142754,54.4,6.3,39.3
E00142755,53.9,4.9,41.3
E00142756,57.1,1.3,41.6
E00142757,51.2,1.6,47.2
E00142758,65.6,2.7,31.6
E00142760,50,0,50
E00142761,56.8,2.2,41
E00142763,31.3,3.4,65.4
E00142764,56.3,3.1,40.6
E00142765,61.1,2.6,36.2
E00142766,65.9,1.7,32.4
E00142768,49.4,0.9,49.8
E00142769,57.3,3,39.7
E00142770,65.8,2.7,31.6
E00142771,51.8,5.9,42.3
E00142772,73.3,1.9,24.8
E00142773,55.9,1.7,42.4
E00142774,57.8,2.6,39.6
E00142775,57.9,6.8,35.3
E00142776,67.3,3.6,29.1
E00142777,63.1,1.9,34.9
E00142826,73.7,0.9,25.4
E00142827,59.3,1.9,38.8
E00142828,57.5,2.3,40.2
E00142829,35.5,1.2,63.4
E00142830,45.4,4,50.6
E00142831,52.1,0,47.9
E00142832,58.9,0,41.1
E00142833,51.3,2.5,46.2
E00142834,62,5,33
E00142843,60.1,1.2,38.7
E00142844,57.9,1.6,40.6
E00142845,59.5,3,37.5
E00142850,62.2,2,35.8
E00142851,12.8,4.5,82.7
E00142857,57.8,3.9,38.2
E00142858,46,1.6,52.5
E00142859,50.9,0.9,48.2
E00142860,52.7,1.4,45.9
E00142861,53.5,1.8,44.7
E00142862,61.9,3,35.1
E00142863,58.3,4.3,37.4
E00142864,48.5,1.5,50
E00142865,64.2,3.9,31.9
E00142866,59.4,2.8,37.7
E00142867,57.9,2.9,39.2
E00142868,52.3,5.4,42.3
E00142869,53.4,0,46.6
E00142870,61,2.2,36.8
E00142871,48,2.8,49.1
E00142874,68,4.5,27.5
E00142875,63.1,0.5,36.4
E00142876,51.3,2.2,46.5
E00144160,75.9,1.5,22.6
E00144161,63.5,2.9,33.6
E00144162,43.1,3.5,53.5
E00144163,58.9,2.6,38.5
E00144164,55.8,3.5,40.7
E00144165,69.9,2.6,27.5
E00144166,43.6,0.5,56
E00144167,60.6,1.6,37.9
E00144168,52.8,0,47.2
E00144169,54.4,4.4,41.3
E00144174,51.3,2.7,46
E00144175,55.9,1.6,42.5
E00144176,55.1,0.9,43.9
E00144191,48.8,2.1,49.2
E00144192,40.7,2.5,56.8
E00144193,46.4,3.2,50.4
E00144194,59.3,1.7,39
E00144195,56.1,2,41.9
E00144196,59.7,5.1,35.2
E00144197,57.6,2.9,39.5
E00144198,59.3,4.3,36.4
E00144199,56.2,5,38.8
E00144200,47.2,5.6,47.2
E00144201,58,1.8,40.2
E00144202,45.8,3.5,50.7
E00144203,54,1.8,44.1
E00144204,41.2,0.3,58.4
E00144205,46.3,1.1,52.6
E00144206,45.4,3.4,51.3
E00144247,54.9,1.8,43.4
E00144248,50.3,0.5,49.2
E00144249,47.9,1.3,50.8
E00144251,54.3,4.3,41.5
E00144252,61.9,1.1,37.1
E00144253,47.6,0.4,51.9
E00144254,41.7,0.6,57.7
E00144255,63.2,0,36.8
E00144267,61.1,0,38.9
E00144268,31.5,3,65.5
E00144269,34.7,4.5,60.8
E00144270,53.3,2.6,44.1
E00144271,51.3,1.5,47.2
E00144272,43.4,0,56.6
E00144273,42.2,0.4,57.4
E00144274,65.5,2.4,32.1
E00144275,59.2,1.7,39.1
E00144276,51.7,1.1,47.1
E00144277,51.6,2.5,46
E00144278,51.2,0.8,48
E00144280,61.3,1.3,37.4
E00144281,59.3,2.6,38.1
E00144282,50.9,0.6,48.5
E00144283,55.3,5.3,39.5
E00144284,42.8,3,54.2
E00144335,53.3,0.8,45.9
E00144384,56.5,0,43.5
E00144386,59.5,0,40.5
E00144387,51,2,47
E00144392,38.3,5.6,56.1
E00144393,52.1,3.5,44.4
E00144394,68.5,1.9,29.7
E00144395,71,3.3,25.7
E00144396,61.6,2.1,36.3
E00144397,60.9,3.5,35.7
E00144398,14,3.5,82.5
E00144399,70.4,1.7,27.9
E00144400,64.4,2.5,33.1
E00144401,69.2,4.1,26.7
E00144402,40.4,4.2,55.4
E00144403,39.9,1.7,58.4
E00144404,48.5,1,50.5
E00144405,71.6,3.4,25
E00144406,65.5,2.5,32
E00144407,61.7,3.4,35
E00144408,67.9,3.2,29
E00144409,71.2,2.1,26.7
E00144410,47.5,1.5,51
E00144411,44.9,1,54.1
E00144412,60.6,5,34.4
E00144414,59.7,0,40.3
E00144454,53.1,1.5,45.4
E00144455,57.9,0.9,41.2
E00144456,54.2,1.7,44.1
E00144457,59.2,1,39.7
E00144458,54.7,2,43.2
E00144459,64.1,0.5,35.4
E00144460,53.9,2.8,43.3
E00144461,60.8,4.3,34.9
E00144462,53.2,1.7,45.1
E00173425,48,0.7,51.3
E00176779,50.6,10.8,38.6
E00176781,18.9,0,81.1
E00176794,80,2.3,17.7
E00176801,32.3,2.2,65.6
E00176809,66.7,4.9,28.5
E00176818,56.7,2,41.3
E00176826,12,1,87
E00176835,61.7,3.1,35.2
E00176849,78.1,1.9,19.9
E00176871,66.6,2.9,30.5
E00176873,79.9,2.6,17.4
E00176880,85.9,2.2,12
E00176896,27.4,1.8,70.8
E00176907,76,1.1,22.8
