areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00133025,4.6,13.8,81.7
E00133026,9.4,30.2,60.4
E00134175,2.7,26.8,70.5
E00134176,3.3,23.4,73.4
E00134177,0.7,29.8,69.5
E00134178,6.1,25,68.9
E00134179,2.5,23.1,74.4
E00134180,1.2,31.5,67.3
E00134181,0.6,34.8,64.5
E00134182,7.6,18.6,73.8
E00142688,4.9,23.5,71.6
E00142694,6.3,20,73.8
E00142695,6.6,26.2,67.2
E00142696,1.3,24.7,74
E00142697,2.9,20.1,77
E00142698,4.3,20.1,75.5
E00142699,3.6,35.1,61.3
E00142700,4.5,31.8,63.6
E00142701,0,22.2,77.8
E00142702,6.7,31.5,61.8
E00142703,5.3,19.7,75
E00142704,1.9,63,35.1
E00142705,3.7,52.6,43.7
E00142706,5.4,23.8,70.8
E00142707,4,47.7,48.3
E00142708,3.3,41.3,55.4
E00142709,4.7,46.1,49.2
E00142710,7.1,28,64.9
E00142711,1.9,26.4,71.7
E00142712,5.9,21,73.2
E00142713,2.1,23.4,74.5
E00142715,2.5,25.8,71.7
E00142717,3.2,21.4,75.4
E00142718,3.5,28.9,67.6
E00142719,2.7,48.7,48.7
E00142720,1.5,35.9,62.6
E00142721,3.1,18.6,78.3
E00142722,6.6,24.6,68.9
E00142723,4.5,34.8,60.7
E00142724,2.8,62,35.2
E00142725,4.8,40.3,54.8
E00142726,3.6,43.2,53.2
E00142727,3.3,32.8,63.9
E00142729,1.7,38.7,59.7
E00142733,2.4,26,71.7
E00142734,0.8,38.3,60.9
E00142735,2.7,39.4,58
E00142736,0.7,32.2,67.1
E00142737,3.8,34.8,61.4
E00142741,1.9,19.5,78.6
E00142744,2.6,25,72.4
E00142747,2.1,23.3,74.7
E00142748,4.1,33.8,62.1
E00142749,4.4,34.1,61.5
E00142750,1.7,28.7,69.6
E00142751,3.3,25.6,71.1
E00142752,1.7,39.8,58.5
E00142753,3.4,38.1,58.5
E00142754,2.1,35.7,62.1
E00142755,5,31.7,63.3
E00142756,0.7,43.1,56.2
E00142757,4.3,31.2,64.5
E00142758,5.4,24.8,69.8
E00142760,0.9,29.1,70.1
E00142761,0.9,22.2,76.9
E00142763,0.9,53,46.2
E00142764,2.2,26.1,71.6
E00142765,2.9,35.7,61.4
E00142766,0.7,20.4,78.9
E00142768,1.3,57.3,41.4
E00142769,0.7,28.2,71.1
E00142770,3.4,28.6,68
E00142771,3.6,61.3,35.1
E00142772,4.3,45.9,49.8
E00142773,5,41.4,53.6
E00142774,3.4,30.3,66.3
E00142775,5.5,55.8,38.7
E00142776,4.9,31.5,63.6
E00142777,4.4,22,73.6
E00142826,10.9,16.4,72.7
E00142827,6.9,19.8,73.3
E00142828,4.3,29.3,66.4
E00142829,3.6,18.2,78.2
E00142830,6.5,26.6,66.9
E00142831,1,36.1,62.9
E00142832,3.4,15.1,81.5
E00142833,6.3,18.8,75
E00142834,16.3,34.7,49
E00142843,2.4,20.5,77.1
E00142844,3,31.6,65.4
E00142845,5.1,24.7,70.3
E00142850,2.9,26.8,70.2
E00142851,0,15.4,84.6
E00142857,8.3,22.9,68.8
E00142858,5.1,30.9,64
E00142859,1.8,22.1,76.1
E00142860,6.2,22,71.8
E00142861,8.6,29.3,62.1
E00142862,3.6,25.5,70.9
E00142863,5.4,26.8,67.9
E00142864,3.1,43.1,53.8
E00142865,4.4,28.8,66.8
E00142866,5.3,22.6,72.2
E00142867,4.8,34,61.2
E00142868,7.8,22.7,69.5
E00142869,0,38.3,61.7
E00142870,6.5,26.8,66.7
E00142871,1.9,22.6,75.5
E00142874,8.9,18.8,72.3
E00142875,4.3,32.2,63.5
E00142876,3.6,14.4,82
E00144160,5.3,25.1,69.6
E00144161,3.5,30.8,65.7
E00144162,3.5,42.1,54.4
E00144163,7.1,24,68.8
E00144164,4,29,66.9
E00144165,5.6,18.3,76.2
E00144166,0.8,29.5,69.7
E00144167,3.2,17.6,79.1
E00144168,2.1,24.1,73.8
E00144169,2.9,31.9,65.2
E00144174,8.7,13.5,77.9
E00144175,1.6,27.9,70.5
E00144176,3.6,23.6,72.7
E00144191,4.1,26.4,69.4
E00144192,1.5,28.5,70
E00144193,2.9,41.4,55.7
E00144194,6.3,35.8,57.9
E00144195,2.3,26.7,71
E00144196,4.4,24.4,71.1
E00144197,7.6,20.3,72
E00144198,6.6,20.7,72.7
E00144199,4.3,20.5,75.2
E00144200,7.3,23.4,69.3
E00144201,8.4,32.8,58.8
E00144202,3.4,48.3,48.3
E00144203,6,23.3,70.7
E00144204,1.9,30.9,67.3
E00144205,2.2,31.2,66.7
E00144206,2.9,38.1,59
E00144247,2.7,22.5,74.8
E00144248,3.1,22.4,74.5
E00144249,3.4,18.1,78.4
E00144251,7.3,19.8,72.9
E00144252,3.3,21.2,75.5
E00144253,3.3,21.7,75
E00144254,4.2,29.5,66.3
E00144255,2.2,9.7,88.2
E00144267,3.3,23.9,72.8
E00144268,0.7,53.3,46.1
E00144269,3,29.6,67.4
E00144270,1.2,29.9,68.9
E00144271,3.6,27.7,68.6
E00144272,0,48.9,51.1
E00144273,3.1,24.4,72.4
E00144274,6.7,16,77.3
E00144275,5.2,31,63.8
E00144276,3.6,27.3,69.1
E00144277,2.8,31.3,66
E00144278,8.6,22.4,69
E00144280,3.8,16.7,79.5
E00144281,0.8,14,85.1
E00144282,4.9,20.7,74.4
E00144283,6.7,17.8,75.6
E00144284,5.8,22.1,72.1
E00144335,5.4,23.7,71
E00144384,8,28.3,63.7
E00144386,6.2,21.5,72.3
E00144387,5.7,18.9,75.4
E00144392,1,34,65
E00144393,8.3,26.3,65.4
E00144394,3.5,28.1,68.4
E00144395,4.5,28.4,67.2
E00144396,7.8,25,67.2
E00144397,2.3,29.5,68.2
E00144398,0.9,76.8,22.3
E00144399,9.2,16,74.8
E00144400,3.3,26,70.7
E00144401,6.5,18.5,75
E00144402,3.2,42.1,54.8
E00144403,3.4,45.5,51
E00144404,3.5,33.3,63.2
E00144405,5,21.7,73.3
E00144406,3.9,19.5,76.6
E00144407,6.5,44.9,48.6
E00144408,0,22.2,77.8
E00144409,9.6,19.1,71.3
E00144410,1.4,26.4,72.2
E00144411,2.4,31.7,65.9
E00144412,6.1,34.8,59.1
E00144414,1.3,32.5,66.3
E00144454,3.7,36.1,60.2
E00144455,5.5,20.2,74.3
E00144456,3.4,19.1,77.5
E00144457,8.2,24.7,67.1
E00144458,7,15.5,77.5
E00144459,1.9,27.1,71
E00144460,3.9,40.9,55.1
E00144461,3.6,22,74.4
E00144462,3.6,22.6,73.8
E00173425,4.2,28,67.8
E00176779,3.3,60.7,36.1
E00176781,1.4,59.5,39.2
E00176794,3,22.1,74.9
E00176801,0.9,49.1,50
E00176809,7.7,23.1,69.2
E00176818,2.2,25.3,72.5
E00176826,0,41.5,58.5
E00176835,4.4,34.1,61.5
E00176849,2.4,24.1,73.5
E00176871,4.2,26,69.8
E00176873,3.1,12.8,84.2
E00176880,0,37.1,62.9
E00176896,0,46.3,53.7
E00176907,2.4,40.9,56.7
