areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00133025,98.6,0,1.4
E00133026,100,0,0
E00134175,71.8,6.8,21.4
E00134176,99.5,0,0.5
E00134177,89.9,10.1,0
E00134178,91.7,7.2,1.1
E00134179,96.3,3.7,0
E00134180,42,1.9,56.2
E00134181,25.8,3.9,70.3
E00134182,95.3,2.7,2
E00142688,100,0,0
E00142694,96.3,3.8,0
E00142695,86.3,1.6,12.1
E00142696,100,0,0
E00142697,99.3,0.7,0
E00142698,99.3,0.7,0
E00142699,98.1,1.9,0
E00142700,100,0,0
E00142701,100,0,0
E00142702,100,0,0
E00142703,96.1,3.9,0
E00142704,56.5,43.5,0
E00142705,47,53,0
E00142706,94.6,5.4,0
E00142707,77.6,22.4,0
E00142708,88.2,11.8,0
E00142709,79.7,20.3,0
E00142710,84.6,15.4,0
E00142711,100,0,0
E00142712,97.6,2.4,0
E00142713,99.3,0.7,0
E00142715,99.2,0,0.8
E00142717,100,0,0
E00142718,99.3,0,0.7
E00142719,86.8,13.2,0
E00142720,96.1,3.9,0
E00142721,100,0,0
E00142722,100,0,0
E00142723,78.9,21.1,0
E00142724,26.4,73.6,0
E00142725,99.2,0.8,0
E00142726,96.4,3.6,0
E00142727,100,0,0
E00142729,100,0,0
E00142733,100,0,0
E00142734,100,0,0
E00142735,77.6,22.4,0
E00142736,99.3,0.7,0
E00142737,90.1,9.9,0
E00142741,99.4,0.6,0
E00142744,99.3,0,0.7
E00142747,96.5,3.5,0
E00142748,100,0,0
E00142749,97,3,0
E00142750,88,12,0
E00142751,95,5,0
E00142752,76.9,23.1,0
E00142753,71.8,28.2,0
E00142754,95.7,4.3,0
E00142755,79.2,20.8,0
E00142756,94,6,0
E00142757,100,0,0
E00142758,98.4,1.6,0
E00142760,100,0,0
E00142761,100,0,0
E00142763,94.9,5.1,0
E00142764,94.1,5.9,0
E00142765,98.6,0.7,0.7
E00142766,99.3,0,0.7
E00142768,61.1,38.9,0
E00142769,95.3,4.7,0
E00142770,98.6,1,0.5
E00142771,40.2,59.8,0
E00142772,67.5,32.5,0
E00142773,84.6,15.4,0
E00142774,94.3,5.7,0
E00142775,55,45,0
E00142776,89.4,10.6,0
E00142777,100,0,0
E00142826,98.1,1.9,0
E00142827,100,0,0
E00142828,100,0,0
E00142829,99.1,0.9,0
E00142830,100,0,0
E00142831,100,0,0
E00142832,95.8,0,4.2
E00142833,95.8,1.1,3.2
E00142834,93.9,6.1,0
E00142843,98.8,1.2,0
E00142844,97.8,2.2,0
E00142845,98.7,0,1.3
E00142850,97.1,1.9,1
E00142851,100,0,0
E00142857,95.8,2.1,2.1
E00142858,75.7,0,24.3
E00142859,99.1,0.9,0
E00142860,83.3,1.1,15.6
E00142861,82.3,1.6,16.1
E00142862,95.7,4.3,0
E00142863,98.2,1.8,0
E00142864,84,16,0
E00142865,94,5.6,0.4
E00142866,97.8,2.2,0
E00142867,93.2,6.8,0
E00142868,96.9,3.1,0
E00142869,95.1,4.9,0
E00142870,96,4,0
E00142871,80.4,0,19.6
E00142874,98.2,1.8,0
E00142875,99.1,0.9,0
E00142876,100,0,0
E00144160,100,0,0
E00144161,95.8,4.2,0
E00144162,93,7,0
E00144163,99.4,0.6,0
E00144164,88.5,11.5,0
E00144165,98.4,1.6,0
E00144166,100,0,0
E00144167,99.5,0.5,0
E00144168,96.5,2.8,0.7
E00144169,99.3,0,0.7
E00144174,100,0,0
E00144175,82.5,0,17.5
E00144176,98.2,1.8,0
E00144191,99.2,0.8,0
E00144192,100,0,0
E00144193,85.2,14.8,0
E00144194,93.8,5.7,0.5
E00144195,93.8,6.2,0
E00144196,93.4,5.9,0.7
E00144197,95.8,4.2,0
E00144198,99.2,0.8,0
E00144199,87.7,12.3,0
E00144200,86,14,0
E00144201,96.6,3.4,0
E00144202,72.4,19,8.6
E00144203,99.2,0.8,0
E00144204,78,1.3,20.8
E00144205,100,0,0
E00144206,100,0,0
E00144247,98.2,0,1.8
E00144248,100,0,0
E00144249,100,0,0
E00144251,97.8,2.2,0
E00144252,99.5,0.5,0
E00144253,97.5,2.5,0
E00144254,91.4,5.4,3.2
E00144255,100,0,0
E00144267,100,0,0
E00144268,90.7,9.3,0
E00144269,100,0,0
E00144270,95.1,4.9,0
E00144271,95.7,4.3,0
E00144272,100,0,0
E00144273,99.2,0.8,0
E00144274,97.3,2.7,0
E00144275,99.1,0.9,0
E00144276,98.6,1.4,0
E00144277,97.9,2.1,0
E00144278,96.7,3.3,0
E00144280,100,0,0
E00144281,98.4,0.8,0.8
E00144282,98.8,1.2,0
E00144283,94.3,1.1,4.5
E00144284,99,1,0
E00144335,98.9,1.1,0
E00144384,99.1,0.9,0
E00144386,100,0,0
E00144387,99.2,0.8,0
E00144392,66,0,34
E00144393,95.5,4.5,0
E00144394,97.1,2.9,0
E00144395,91.6,8.4,0
E00144396,94.9,5.1,0
E00144397,98.5,1.5,0
E00144398,51.8,48.2,0
E00144399,100,0,0
E00144400,95.2,4.8,0
E00144401,100,0,0
E00144402,92.4,7.6,0
E00144403,96.6,3.4,0
E00144404,98.2,1.8,0
E00144405,93.3,6.7,0
E00144406,100,0,0
E00144407,68.4,30.7,0.9
E00144408,96.2,3.8,0
E00144409,100,0,0
E00144410,96.5,3.5,0
E00144411,91.9,6.2,1.9
E00144412,88.9,11.1,0
E00144414,98.8,1.3,0
E00144454,90.7,4.6,4.6
E00144455,89.4,0,10.6
E00144456,100,0,0
E00144457,97.3,2.7,0
E00144458,100,0,0
E00144459,96.3,3.7,0
E00144460,100,0,0
E00144461,100,0,0
E00144462,98.8,1.2,0
E00173425,99.3,0.7,0
E00176779,50.8,49.2,0
E00176781,38.9,61.1,0
E00176794,98.3,1.7,0
E00176801,92.3,7.7,0
E00176809,96.2,3.8,0
E00176818,100,0,0
E00176826,39.4,4.5,56.1
E00176835,100,0,0
E00176849,93.5,0.6,6
E00176871,98.9,1.1,0
E00176873,99.5,0.5,0
E00176880,70.2,29.8,0
E00176896,62.4,37.6,0
E00176907,61.3,38.8,0
