areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00031549,5.2,56.2,31.4,7.2
E00031557,8.5,40,43.8,7.7
E00031558,0.8,18.3,42.1,38.9
E00031565,1.4,20.3,31.8,46.6
E00031569,0,8.9,74.2,16.9
E00031733,0.8,11.6,38.8,48.8
E00031734,2.2,18.2,44.5,35
E00031736,4.4,28.5,39.9,27.2
E00031737,0,6.4,78.7,14.9
E00031738,15.7,12.4,66.9,5
E00031739,0.7,40.9,46,12.4
E00031740,0,8.1,69.7,22.2
E00031741,1,27.6,66.7,4.8
E00031742,0.8,7.1,78.7,13.4
E00031743,1.7,30.3,61.3,6.7
E00031744,3.9,43.1,46.4,6.5
E00031745,2.5,35.2,58.2,4.1
E00031746,15.2,20.3,60.1,4.3
E00031747,2.4,19.2,73.6,4.8
E00031748,51,31.7,13.5,3.8
E00031749,0,5,74.1,20.9
E00031750,28.9,21.5,43,6.6
E00031751,19.4,40.7,38.9,0.9
E00031752,43.3,33.6,18.7,4.5
E00031753,2.2,19.7,56.9,21.2
E00031755,1.6,16.8,55.2,26.4
E00031756,32.6,39.3,27.4,0.7
E00031757,0.8,16.3,69.9,13
E00031758,0,35.5,58.7,5.8
E00031760,0,33.6,63.8,2.6
E00031761,0,34.1,57.1,8.7
E00031762,0.8,29.3,62.6,7.3
E00031763,0.8,14.1,68.8,16.4
E00031764,4.8,46,42.1,7.1
E00031765,4.3,43.6,45.3,6.8
E00031766,1.7,8.3,62.5,27.5
E00031767,0.8,5,66.9,27.3
E00031768,3,17.9,70.9,8.2
E00031769,0,2.4,58.4,39.2
E00031770,1.3,36.8,55.5,6.5
E00031771,17.6,44.5,37,0.8
E00031772,1.4,22.7,44.4,31.4
E00032176,6.8,52.6,40.6,0
E00032177,4.6,27.7,55.4,12.3
E00032178,36.9,31.5,22.3,9.2
E00032179,0.8,21.4,66.4,11.5
E00032180,5.3,24,65.5,5.3
E00032181,0.8,21.3,76.4,1.6
E00032182,0.5,41.7,47.1,10.7
E00032183,4.8,53.8,37.2,4.1
E00032184,13.6,29.7,50.8,5.9
E00032186,8.2,10.9,62.6,18.4
E00032187,1.2,29.9,62.2,6.7
E00032188,3,33.6,54.5,9
E00032189,2.4,22.2,64.3,11.1
E00032190,3.3,41.3,43,12.4
E00032191,2.8,56.6,34.5,6.2
E00032192,1.5,46.7,43.8,8
E00032193,3.3,48.3,42.5,5.8
E00032194,2.9,40.6,48.6,8
E00032195,1.3,35,59.2,4.5
E00032196,5.8,62.3,28.3,3.6
E00032206,3.7,31.1,58.9,6.3
E00032207,16.3,63.1,18.4,2.1
E00032208,10.8,31.1,42.6,15.5
E00032209,25.1,25.7,46.4,2.8
E00032210,0.7,48.5,49.3,1.5
E00032211,9.3,31.1,50.3,9.3
E00032221,5.9,58,34.3,1.8
E00032227,17.5,25.8,51.5,5.2
E00032228,14.6,33.1,45,7.3
E00032229,1.7,12.9,79.3,6
E00032230,0.9,31.3,54.5,13.4
E00032231,0,28.6,58,13.4
E00032232,10.7,43.8,41.3,4.1
E00032233,1,18.9,41.7,38.3
E00032234,3.3,35.8,56.1,4.9
E00032235,3.8,30.2,56.6,9.4
E00032236,9.9,31,47.2,12
E00032237,2.2,25.9,65.2,6.7
E00032238,9.4,33.1,53.2,4.3
E00032247,2.1,29.9,57.6,10.4
E00032248,11.3,13,51.3,24.3
E00032249,4.5,44.4,39.8,11.3
E00032250,0.8,21.6,45.6,32
E00032251,6,37.1,49.1,7.8
E00032252,0,13.8,67.5,18.7
E00032253,0.8,2.4,74.8,22
E00032254,5.8,12.5,64.4,17.3
E00032255,3.4,44.5,50.4,1.7
E00032256,0,1.5,75.2,23.4
E00032257,16.4,19.8,62.9,0.9
E00032258,15.9,22.9,35.7,25.5
E00032259,1.6,36.8,43.2,18.4
E00032261,40.8,35.4,20.8,3.1
E00032262,0,14.9,58,27
E00032263,1.4,45.8,38.2,14.6
E00032264,13.1,13.9,57.4,15.6
E00032265,0,22.5,36.4,41.1
E00032266,0,12.2,31.2,56.6
E00032267,44.7,31.1,20.5,3.8
E00032268,0,15.7,61.9,22.4
E00032269,1.5,40,45.4,13.1
E00032270,0,47.2,37.4,15.4
E00032271,1.4,17.4,47.2,33.9
E00032272,0,43,44.4,12.6
E00032275,0,27.9,56.6,15.6
E00032276,0.6,41.6,42.8,15
E00032277,3.1,43.4,45,8.5
E00032284,0.8,5.5,72.4,21.3
E00032410,8.3,42.5,45.9,3.3
E00032411,0.8,15.5,70.5,13.2
E00032412,0.9,20.7,62.2,16.2
E00032413,1.1,13.3,60.1,25.5
E00032414,24.8,47.4,21.2,6.6
E00032415,0,11.9,77,11.1
E00032416,0.8,4.1,78.5,16.5
E00032417,0.9,5.4,55.4,38.4
E00032418,0,20.2,60.1,19.6
E00032419,10.2,23.1,50.9,15.7
E00032420,0,7.4,71.6,21.1
E00032421,0,12.2,77.7,10.1
E00032422,3,20.3,48.9,27.8
E00032423,0,12.4,70.2,17.4
E00032424,0,8.6,55,36.4
E00032439,2.2,19.1,64.7,14
E00032440,8.5,53.6,35.3,2.6
E00032441,0,2.3,60.5,37.2
E00032442,0.7,25.5,64.4,9.4
E00032443,1.2,9.3,73.9,15.5
E00032444,0,6.5,82.1,11.4
E00032446,0.8,13,66.4,19.8
E00032447,0.9,21.6,65.5,12.1
E00032448,0.8,35.9,52.7,10.7
E00032449,0,3.4,79,17.6
E00032450,0,1.8,71.6,26.6
E00032451,0,1.6,82.4,16
E00032452,0.7,15.8,62.3,21.2
E00032453,0,12.9,34.5,52.6
E00032454,0,22.7,62.7,14.5
E00032455,0.8,22.7,62.5,14.1
E00032456,0,6.3,73.6,20.1
E00032457,0.7,10.6,69,19.7
E00032458,0.8,10.5,54.9,33.8
E00032459,1.9,15.5,70.9,11.7
E00032460,0,10.3,62.5,27.2
E00032461,16.9,13.8,65.6,3.7
E00032462,0,23.2,66.1,10.7
E00032463,0,9.5,76.7,13.8
E00032464,7.2,10.4,78.4,4
E00032465,5.7,45.6,27.8,20.9
E00032466,13.5,28.8,49.5,8.1
E00032467,23.7,16.4,57.2,2.6
