areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00083053,23.7,37.4,26,13
E00083054,13.6,42.9,30,13.6
E00083056,18.7,28,37.4,15.9
E00083057,18.2,44.6,26.4,10.7
E00083058,9.4,42.3,29.5,18.8
E00083059,24.1,34.3,28.5,13.1
E00083060,14.2,44.9,26.8,14.2
E00083061,18.2,38.8,30.6,12.4
E00083062,18.5,36.3,30.4,14.8
E00083063,21,32.8,31.1,15.1
E00083065,21.5,43.7,25.9,8.9
E00083066,14.5,38.9,32.1,14.5
E00083067,26.2,31.5,29.2,13.1
E00083068,10.6,50.8,23.5,15.2
E00083069,13.1,50.8,25.4,10.7
E00083070,15.8,37.5,35.8,10.8
E00083071,21.3,36.1,31.5,11.1
E00083073,15.5,45.5,28.2,10.9
E00083074,17.3,35.5,39.1,8.2
E00083075,19.7,32.8,31.4,16.1
E00083076,9.2,43.7,35.3,11.8
E00083077,18.9,36.9,27.9,16.2
E00083078,13.9,53.5,25,7.6
E00083079,16.3,41.5,31.1,11.1
E00083080,23.4,42.2,25.8,8.6
E00083082,23.4,39.6,26.1,10.8
E00083083,20.9,60.5,15.1,3.5
E00083084,23.1,48.7,20.5,7.7
E00083085,17.8,40.4,34.2,7.5
E00083086,14.9,41.8,30.6,12.7
E00083087,17.3,29.6,42.9,10.2
E00083088,16.9,43.5,26.6,12.9
E00083089,24.6,41.8,25.4,8.2
E00083090,21.1,37.3,28.2,13.4
E00083091,16.7,34.1,34.1,15.2
E00083092,13.6,35.6,39.4,11.4
E00083093,22.2,38,32.4,7.4
E00083094,20,49.2,26.2,4.6
E00083095,33.8,34.6,16.9,14.6
E00083096,31.6,37.6,18.8,12
E00083097,19.1,43.6,27.3,10
E00083098,20.4,33.6,29.2,16.8
E00083099,21.5,41.3,28.1,9.1
E00083100,8.9,43.8,34.8,12.5
E00083101,30,41.7,24.2,4.2
E00083102,30.7,38.6,19.3,11.4
E00083103,25.4,40.3,21.6,12.7
E00083104,17.4,40.9,32.2,9.6
E00083105,19,43,21.5,16.5
E00083106,23.8,38.5,26.2,11.5
E00083108,21,52.7,21,5.4
E00083109,9.4,28.9,39.1,22.7
E00083110,13.5,39.1,29.3,18
E00083112,21.5,43,25.2,10.4
E00083113,31,45.8,18.3,4.9
E00083114,34.9,45.2,17.5,2.4
E00083115,27,30.8,27,15.1
E00083116,14,42.6,31.6,11.8
E00083117,32.9,50.7,12.8,3.7
E00083120,11.7,40.6,35.9,11.7
E00083121,11.9,39.2,37.8,11.2
E00083122,12.5,43.3,25,19.2
E00083123,49.6,33.6,13.4,3.4
E00083124,21.4,38.6,27.9,12.1
E00083125,16.7,55.6,21.1,6.7
E00083127,43.4,38.5,13.9,4.1
E00083129,17.5,41.3,30.2,11.1
E00083130,29.1,39.4,21.3,10.2
E00083132,33.1,38.6,22.9,5.4
E00083134,16.9,45.8,26.5,10.8
E00083154,20.5,57.1,15.2,7.1
E00083155,28.5,32.5,23.6,15.4
E00083156,17.7,42.5,26.5,13.3
E00083157,8.7,33.9,38.6,18.9
E00083158,22,36.4,25.4,16.1
E00083159,12.6,48.8,28.3,10.2
E00083160,6.3,37.8,38.7,17.1
E00083162,11.5,49.6,28.2,10.7
E00083163,11.9,52.5,25.4,10.2
E00083164,13,30.6,33.3,23.1
E00083165,7.2,32,45.6,15.2
E00083166,11.5,43.4,32.8,12.3
E00083167,7.1,33.9,42.5,16.5
E00083168,12.4,47.1,29.4,11.1
E00083169,18.1,46.5,26,9.4
E00083170,10.6,40.2,37.9,11.4
E00083171,25,41.3,24,9.6
E00083172,19.6,41.8,31.4,7.2
E00083173,9.4,45.9,32.1,12.6
E00083174,15.2,50.7,28.3,5.8
E00083175,12.1,40.5,31.9,15.5
E00083176,14.3,48.4,27.8,9.5
E00083177,12,35.3,39.3,13.3
E00083178,4.9,32.8,45.1,17.2
E00083179,5.9,35.3,42.9,16
E00083180,12.3,47.5,22.1,18
E00083181,19.2,32.5,29.2,19.2
E00083182,14.7,63.3,20,2
E00083183,5.5,36.4,46.4,11.8
E00083184,6,38.6,43.4,12
E00083185,6.3,36.6,41.1,16.1
E00083186,7.5,48.5,36.6,7.5
E00083187,19.2,46.4,27.2,7.3
E00083188,15.4,44.3,35.6,4.7
E00083192,12,52.8,30.4,4.8
E00083193,11.2,50,33.6,5.2
E00083194,20.3,32.5,29.3,17.9
E00083195,11.3,33.1,28.2,27.4
E00083196,10.4,37.6,38.4,13.6
E00083197,16.3,46.7,28.1,8.9
E00083198,41,38.8,18.7,1.5
E00083199,20.4,57.1,17.7,4.8
E00083200,11.3,54.7,25.5,8.5
E00083202,37.6,39.6,19.5,3.4
E00083203,30.9,36.7,23.4,9
E00083204,18.7,38.1,32.1,11.2
E00083205,16,54.2,25.7,4.2
E00083207,15.8,57.1,22.6,4.5
E00083232,17.5,33.3,38.3,10.8
E00083233,13.3,46.2,30.8,9.8
E00083234,21.4,42,25.9,10.7
E00083235,16.5,44.6,29.5,9.4
E00083236,39.2,32.5,20.1,8.1
E00083237,8.5,41.5,30.5,19.5
E00083238,21.5,37.6,32.2,8.7
E00083239,17.9,50.7,23.6,7.9
E00083240,29.6,32.4,25,13
E00083241,10.2,30.5,44.9,14.4
E00083242,38.3,35.7,20,6.1
E00083243,24.8,43.4,27.4,4.4
E00083244,13.2,43.8,29.2,13.9
E00083245,17.1,35.7,30.7,16.4
E00083246,17.1,38,33.5,11.4
E00083247,10.2,37.2,38.7,13.9
E00083248,23,38.9,24.6,13.5
E00083249,28.1,41.5,17.8,12.6
E00083250,33.3,46.2,14.4,6.1
E00083251,27.2,51.3,17.8,3.7
E00083252,12.6,35.7,33.6,18.2
E00083253,14.7,35.7,26.6,23.1
E00083254,25,37.5,24.2,13.3
E00083255,16.4,32.1,32.1,19.4
E00083256,16,40.6,25.5,17.9
E00083257,26.2,39.7,29.4,4.8
E00083280,13.7,50.7,27.3,8.3
E00083281,26.4,42.5,26.4,4.7
E00083282,34.9,44,15.6,5.5
E00083283,6.4,63.6,22.9,7.1
E00083284,5,46.2,37,11.8
E00083285,6.5,37.4,41.5,14.6
E00083286,20.6,67.5,11.1,0.8
E00083287,6.8,52.1,33.3,7.7
E00083288,13.8,53.1,26.9,6.2
E00083289,5.7,31.7,51.2,11.4
E00083290,23.1,41.7,25.9,9.3
E00083291,13.6,44.1,30.5,11.9
E00083292,19.8,46.6,25.2,8.4
E00083293,22.8,37.5,26.5,13.2
E00083294,18.6,52.5,22.9,5.9
E00083295,38.6,44.7,14,2.6
E00083296,8.2,41.8,38.8,11.2
E00083297,9.7,36.3,39.8,14.2
E00083298,24.6,38.8,27.6,9
E00083299,20.3,43.6,26.3,9.8
E00083300,7.3,30.3,40.4,22
E00083301,22.5,49,26.5,2
E00083302,6.7,31.1,38.7,23.5
E00083303,14.2,55.1,25.2,5.5
E00083304,27,56.8,15.3,0.9
E00083305,11.7,48.6,27,12.6
E00083306,20.7,41.4,27.6,10.3
