areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00083053,17.7,24.6,57.7
E00083054,13.2,14.7,72.1
E00083056,34,7.5,58.5
E00083057,12.5,18.3,69.2
E00083058,21.7,13.2,65.1
E00083059,23.2,25.4,51.4
E00083060,23,18.3,58.7
E00083061,32.8,19.3,47.9
E00083062,29.6,7.4,63
E00083063,24.2,20.8,55
E00083065,14,20.9,65.1
E00083066,21.7,17.1,61.2
E00083067,12.3,18.5,69.2
E00083068,19.1,5.3,75.6
E00083069,21.3,13.1,65.6
E00083070,19.7,9.8,70.5
E00083071,18.2,19.1,62.7
E00083073,16.2,11.7,72.1
E00083074,24.6,12.3,63.2
E00083075,28.5,11.7,59.9
E00083076,21.8,10.1,68.1
E00083077,26.1,18.9,55
E00083078,13.2,12.5,74.3
E00083079,3.7,17.2,79.1
E00083080,11.1,31.7,57.1
E00083082,19.3,18.3,62.4
E00083083,4.8,11.9,83.3
E00083084,10.8,26.7,62.5
E00083085,5.5,25.3,69.2
E00083086,7.7,13.8,78.5
E00083087,12.4,17.5,70.1
E00083088,9,26.2,64.8
E00083089,11.5,26.2,62.3
E00083090,9.4,23.9,66.7
E00083091,13.1,21.9,65
E00083092,7.9,22.8,69.3
E00083093,10.2,22.2,67.6
E00083094,9.2,21.4,69.5
E00083095,8.6,43,48.4
E00083096,12.8,26.5,60.7
E00083097,8.7,24.3,67
E00083098,9.7,31,59.3
E00083099,11.4,17.9,70.7
E00083100,4.5,20.5,75
E00083101,10.7,19.7,69.7
E00083102,7,35.7,57.4
E00083103,9,27.1,63.9
E00083104,13.2,21.9,64.9
E00083105,11.6,25.6,62.8
E00083106,9.8,18.9,71.3
E00083108,12.6,17.4,70.1
E00083109,28.7,10.9,60.5
E00083110,21.1,19.5,59.4
E00083112,19,17.5,63.5
E00083113,15.2,19.3,65.5
E00083114,16.7,29.4,54
E00083115,27,16,57.1
E00083116,19.5,12,68.4
E00083117,11.8,26.4,61.8
E00083120,24.2,10.2,65.6
E00083121,36.4,5.6,58
E00083122,22.2,10.2,67.6
E00083123,8.4,49.6,42
E00083124,31.9,15.6,52.5
E00083125,48.9,8.9,42.2
E00083127,22.7,24.4,52.9
E00083129,19.8,14.3,65.9
E00083130,16.5,25.2,58.3
E00083132,14.4,29.9,55.7
E00083134,22,16.5,61.6
E00083154,16.7,18.4,64.9
E00083155,23.7,22.9,53.4
E00083156,7,30.7,62.3
E00083157,12.4,14,73.6
E00083158,13.3,29.2,57.5
E00083159,6.4,32,61.6
E00083160,16.4,13.6,70
E00083162,15.5,20.9,63.6
E00083163,8.5,26.3,65.3
E00083164,13.1,11.2,75.7
E00083165,10.7,20.7,68.6
E00083166,13.6,30.4,56
E00083167,10.1,15.5,74.4
E00083168,11.8,18.4,69.7
E00083169,7.8,29.5,62.8
E00083170,12.9,19.7,67.4
E00083171,13.6,36.9,49.5
E00083172,9.8,25.5,64.7
E00083173,14.6,12.7,72.8
E00083174,5.1,20.3,74.6
E00083175,6,16.2,77.8
E00083176,3.3,28.7,68
E00083177,7.3,24,68.7
E00083178,16.1,15.3,68.5
E00083179,10.7,15.7,73.6
E00083180,13.7,26.6,59.7
E00083181,12,26.5,61.5
E00083182,2.7,45,52.3
E00083183,7.3,18.2,74.5
E00083184,12.2,15.9,72
E00083185,8.8,14.2,77
E00083186,8.8,19.1,72.1
E00083187,14.8,18.1,67.1
E00083188,3.9,27,69.1
E00083192,5.6,33.6,60.8
E00083193,8.6,22.4,69
E00083194,22.8,13,64.2
E00083195,33.3,13.5,53.2
E00083196,5.6,24,70.4
E00083197,7.5,29.1,63.4
E00083198,3,52.3,44.7
E00083199,3.4,25.9,70.7
E00083200,4.8,25,70.2
E00083202,1.3,37.6,61.1
E00083203,16,25,59
E00083204,11.1,19.3,69.6
E00083205,4.2,30.3,65.5
E00083207,2.2,47.1,50.7
E00083232,13.2,23.1,63.6
E00083233,11,17.2,71.7
E00083234,9.9,18.9,71.2
E00083235,15.8,20.1,64
E00083236,9,34.6,56.4
E00083237,13.7,17.9,68.4
E00083238,18.1,14.8,67.1
E00083239,14.2,22,63.8
E00083240,10,31.8,58.2
E00083241,19,7.4,73.6
E00083242,7.8,31.3,60.9
E00083243,12.2,18.3,69.6
E00083244,23.1,12.6,64.3
E00083245,15.6,13.5,70.9
E00083246,20.5,15.5,64
E00083247,22.1,9.3,68.6
E00083248,23.4,16.1,60.5
E00083249,11.9,31.1,57
E00083250,9.9,50.4,39.7
E00083251,13.4,17,69.6
E00083252,31.7,12.9,55.4
E00083253,31.3,11.8,56.9
E00083254,24,17.4,58.7
E00083255,27.1,12.1,60.7
E00083256,21,24.8,54.3
E00083257,9.8,24.4,65.9
E00083280,8.3,18.1,73.5
E00083281,7.6,21,71.4
E00083282,4.6,49.1,46.3
E00083283,2.8,32.2,65
E00083284,15.5,9.5,75
E00083285,8.8,28,63.2
E00083286,0,51.2,48.8
E00083287,8.8,35.4,55.8
E00083288,6.6,27.9,65.6
E00083289,11.5,19.7,68.9
E00083290,3.7,30.8,65.4
E00083291,9.4,24.8,65.8
E00083292,7.7,22.3,70
E00083293,14.9,18.7,66.4
E00083294,0.8,32.5,66.7
E00083295,5.4,57.7,36.9
E00083296,10.5,20.3,69.2
E00083297,8.8,19.3,71.9
E00083298,14.9,11.2,73.9
E00083299,12.8,32.3,54.9
E00083300,18,14.4,67.6
E00083301,5.7,17.1,77.1
E00083302,13.3,18.3,68.3
E00083303,4.7,27.6,67.7
E00083304,1.8,40,58.2
E00083305,10.8,24.3,64.9
E00083306,7,24.6,68.4
E00083307,6.2,38.5,55.4
E00083308,16.8,11.8,71.4
E00083309,11.9,27.1,61
E00083310,10,27.9,62.1
E00083311,8.4,26.2,65.4
E00083348,11.5,11.5,77.1
E00083387,17.4,14.8,67.8
E00083388,29.9,13.4,56.7
E00083389,29,10.3,60.7
E00083390,19.6,13.5,66.9
E00083391,16.1,20.5,63.4
E00083392,13.1,14.8,72.1
E00083393,8.8,25.4,65.8
E00083394,11.9,15.7,72.3
E00083395,6.7,35.6,57.7
E00083396,29.6,10.4,60
E00083397,23,14.2,62.8
E00083398,28.2,11.5,60.3
E00083399,24.5,15.5,60
E00083400,29.5,14.7,55.8
E00083401,18.8,17.4,63.8
E00083402,10.6,22.1,67.3
E00083403,5.2,48.3,46.6
E00083404,19.5,20.4,60.2
E00083406,14.3,17,68.8
E00083407,14.3,16.4,69.3
E00083408,16.7,14.2,69.2
E00083409,24.1,32.1,43.8
E00083410,20,11,69
E00083411,11.2,36.2,52.6
E00083412,17.2,14.1,68.8
E00083413,11.5,36.3,52.2
E00083722,3.5,20.8,75.7
E00083723,6.1,27.2,66.7
E00083731,8.2,36.3,55.5
E00083732,4.3,40.6,55.1
E00089568,2.4,15.7,81.9
E00089569,3.2,15.2,81.6
E00089570,4.2,24.5,71.3
E00089571,3.9,26.4,69.8
E00089572,2.9,19.7,77.4
E00089573,6.3,12.6,81.1
E00089582,8.3,22.6,69.2
E00089583,3.1,45.7,51.2
E00089584,6.3,15.9,77.8
E00089585,3,26.5,70.5
E00089586,3.3,14.8,82
E00089587,3,22.7,74.2
E00089588,4,44,52
E00089590,6.9,35.4,57.7
E00089591,6.1,22.1,71.8
E00089592,2.8,24.8,72.4
E00089593,5.4,18.8,75.8
E00089594,6.3,15.6,78.1
E00089596,5,18.6,76.4
E00089598,4.3,14.3,81.4
E00089599,5.7,40.2,54.1
E00089600,4.2,19.4,76.4
E00089601,2,18.5,79.5
E00089605,2.7,17.6,79.7
E00089608,6.4,23.2,70.4
E00089618,4.4,28.7,66.9
E00089650,0.8,23.3,76
E00089651,5.4,20,74.6
E00089652,2.8,31,66.2
E00089653,4.8,33.6,61.6
E00089654,4.8,23.4,71.8
E00089655,6.1,17.4,76.5
E00089656,4.3,23.6,72.1
E00089732,5.3,11.4,83.3
E00089783,4.1,27,68.9
E00089784,3.3,10.7,86.1
E00089785,1.7,35,63.2
E00089795,4.9,23.9,71.1
E00089796,1.9,18.8,79.4
E00089797,4.7,20.2,75.2
E00089798,4,17.6,78.4
E00089799,7.5,44.8,47.8
E00089800,4.4,32.3,63.3
E00089801,12.9,50.6,36.5
E00089802,5.1,16.1,78.8
E00089803,5,21.7,73.3
E00089804,8.3,29.5,62.1
E00089805,12.2,9.8,78
E00089806,2.5,50,47.5
E00089807,7.8,12,80.2
E00089808,6.5,22.6,71
E00089809,5.1,32.1,62.8
E00089810,6.1,26.5,67.3
E00089811,1.6,26.4,72
E00089812,16.1,18.3,65.6
E00089813,9.9,22.9,67.2
E00089814,8.1,29.3,62.6
E00089815,2.2,32.2,65.6
E00089816,4.3,42,53.6
E00089817,0.9,24,75.1
E00089818,3.2,46.4,50.4
