areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00083053,82.4,12,5.7
E00083054,86.7,10.3,3
E00083056,78.2,16.9,4.9
E00083057,84.3,12.8,2.9
E00083058,85.6,10,4.4
E00083059,86.8,8.4,4.8
E00083060,80.5,15.1,4.4
E00083061,80.4,13.7,5.9
E00083062,84,12.1,3.9
E00083063,83.7,13.1,3.3
E00083065,82.9,9.6,7.5
E00083066,82.8,14,3.2
E00083067,79.9,15.8,4.3
E00083068,83.6,13.3,3.1
E00083069,89.1,8.1,2.8
E00083070,84.6,10.9,4.5
E00083071,80.6,15,4.4
E00083073,81.4,10.9,7.6
E00083074,80.3,15.3,4.4
E00083075,84,11.9,4.1
E00083076,87,9.6,3.4
E00083077,82.1,13.6,4.3
E00083078,85.1,9.8,5.1
E00083079,85.7,10.2,4.1
E00083080,79.7,15.4,4.9
E00083082,87.3,8.6,4.1
E00083083,80.5,10.1,9.4
E00083084,84,11.7,4.3
E00083085,85.2,9.6,5.2
E00083086,86.4,9.9,3.6
E00083087,87.7,8.8,3.6
E00083088,89,6.8,4.2
E00083089,83.1,10.7,6.2
E00083090,85.9,11.4,2.7
E00083091,88.2,8.8,3
E00083092,87.4,10.1,2.5
E00083093,83.3,12.1,4.6
E00083094,93.3,5.5,1.3
E00083095,74.4,17.6,8
E00083096,84.3,10.8,4.8
E00083097,81.3,13.7,5
E00083098,86.1,10.6,3.2
E00083099,87.4,10.1,2.5
E00083100,88.2,9.2,2.5
E00083101,80.5,12.9,6.6
E00083102,79.7,13.4,6.9
E00083103,81.5,13.3,5.2
E00083104,85.8,10.9,3.3
E00083105,84.4,10.8,4.7
E00083106,83.1,11.8,5.1
E00083108,88.1,10.3,1.6
E00083109,85.5,11.1,3.4
E00083110,77.8,18.1,4.2
E00083112,90.3,8.4,1.3
E00083113,89.8,6.3,3.9
E00083114,83.9,10.7,5.4
E00083115,86.9,9.3,3.8
E00083116,86,10.8,3.2
E00083117,89,7.9,3.2
E00083120,81.3,14.2,4.5
E00083121,85.4,10.1,4.5
E00083122,83.5,12.3,4.2
E00083123,68.8,22.7,8.6
E00083124,88.3,8,3.7
E00083125,83.5,12,4.5
E00083127,87.4,8,4.5
E00083129,72.9,19.7,7.4
E00083130,77.9,14.5,7.6
E00083132,84.2,11.5,4.4
E00083134,88.7,8.9,2.5
E00083154,86.5,10.5,3
E00083155,83.8,12.6,3.7
E00083156,84.4,12,3.7
E00083157,87.6,8.4,4.1
E00083158,83.6,11.2,5.2
E00083159,86,11.1,2.9
E00083160,83.3,12.5,4.2
E00083162,87.7,9.3,3
E00083163,81.5,12.2,6.3
E00083164,81.8,15.5,2.7
E00083165,88.7,8.9,2.4
E00083166,85,12.1,2.9
E00083167,87.4,9.7,2.8
