areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00083053,24.4,12.2,16,47.3
E00083054,15,26.4,19.3,39.3
E00083056,8.4,16.8,14,60.7
E00083057,18.3,13.3,28.3,40
E00083058,12.9,15,20.4,51.7
E00083059,25.2,18,9.4,47.5
E00083060,18.3,22.2,18.3,41.3
E00083061,18.9,21.3,12.3,47.5
E00083062,7.5,16.4,18.7,57.5
E00083063,20.2,21.8,11.8,46.2
E00083065,22.2,20.7,14.1,43
E00083066,16.8,14.5,15.3,53.4
E00083067,19.7,18.9,18.9,42.4
E00083068,5.2,17,20.7,57
E00083069,13,16.3,15.4,55.3
E00083070,9.8,13.8,19.5,56.9
E00083071,18.9,15.3,21.6,44.1
E00083073,11.8,20,20.9,47.3
E00083074,12.3,14.9,23.7,49.1
E00083075,11.9,14.2,18.7,55.2
E00083076,9.8,25.2,15.4,49.6
E00083077,18.8,16.1,19.6,45.5
E00083078,13.1,22.8,21.4,42.8
E00083079,17,27.4,23,32.6
E00083080,33.1,21,16.9,29
E00083082,17.3,23.6,15.5,43.6
E00083083,11.9,31,20.2,36.9
E00083084,27.4,23.1,24.8,24.8
E00083085,26.7,27.4,16.4,29.5
E00083086,14.4,25,24.2,36.4
E00083087,17.5,16.5,22.7,43.3
E00083088,26.2,20.5,18,35.2
E00083089,25.4,25.4,13.1,36.1
E00083090,23.8,19.6,21.7,35
E00083091,20.9,15.1,18,46
E00083092,22.5,20.2,17.1,40.3
E00083093,22.2,25.9,17.6,34.3
E00083094,19.8,14.5,23.7,42
E00083095,43,18,10.9,28.1
E00083096,27.4,12.8,20.5,39.3
E00083097,25,23.2,24.1,27.7
E00083098,32.8,17.2,18.1,31.9
E00083099,20.7,13.2,21.5,44.6
E00083100,18.8,26.8,25,29.5
E00083101,20,23.3,17.5,39.2
E00083102,34.7,18.6,21.2,25.4
E00083103,26.9,17.7,22.3,33.1
E00083104,21.4,29.9,17.9,30.8
E00083105,25.6,20.7,17.4,36.4
E00083106,18.9,26.2,19.7,35.2
E00083108,16.8,18,19.2,46.1
E00083109,11.5,20,15.4,53.1
E00083110,20.1,20.1,13.4,46.3
E00083112,18,20.3,18.8,42.9
E00083113,19.7,26.8,23.2,30.3
E00083114,30.3,26.2,17.2,26.2
E00083115,16.4,20.4,15.8,47.4
E00083116,11.4,25.8,13.6,49.2
E00083117,25.6,31.5,15.5,27.4
E00083120,10.9,19.5,18.8,50.8
E00083121,5.6,15.5,17.6,61.3
E00083122,11.1,21.2,16.2,51.5
E00083123,49.6,20.2,15.1,15.1
E00083124,15.4,13.3,10.5,60.8
E00083125,10.1,19.1,9,61.8
E00083127,24.2,20.8,15.8,39.2
E00083129,14.3,28.6,14.3,42.9
E00083130,25.2,23.6,13.4,37.8
E00083132,28.8,15.3,15.3,40.5
E00083134,16.3,17.5,19.9,46.4
E00083154,18.3,25.2,22.6,33.9
E00083155,22.7,28.6,16,32.8
E00083156,32.8,21.6,19.8,25.9
E00083157,14.4,22.4,18.4,44.8
E00083158,28.4,20.7,15.5,35.3
E00083159,31.3,26.6,15.6,26.6
E00083160,13.5,18,24.3,44.1
E00083162,21.4,28.2,18.3,32.1
E00083163,26.5,34.2,22.2,17.1
E00083164,12,19.4,24.1,44.4
E00083165,20.9,20.9,20.2,38
E00083166,30.1,19.5,13,37.4
E00083167,15.6,27.3,21.1,35.9
E00083168,18.5,27.8,17.2,36.4
E00083169,30,24.6,17.7,27.7
E00083170,20,17.7,16.2,46.2
E00083171,35.5,19.6,12.1,32.7
E00083172,25.7,28.3,17.1,28.9
E00083173,12.6,24.5,24.5,38.4
E00083174,20.1,40.3,12.2,27.3
E00083175,16.4,35.3,25.9,22.4
E00083176,27.6,26.8,19.7,26
E00083177,25,23,12.2,39.9
E00083178,15.8,24.2,20,40
E00083179,14.5,27.4,17.1,41
E00083180,27,19.7,16.4,36.9
E00083181,26.5,19.7,17.1,36.8
E00083182,44.7,34.7,10.7,10
E00083183,17.5,21.9,20.2,40.4
E00083184,15.9,35.4,17.1,31.7
E00083185,14.4,26.1,25.2,34.2
E00083186,19.4,23.9,19.4,37.3
E00083187,19.2,25.8,15.2,39.7
E00083188,27.2,22.5,19.2,31.1
E00083192,33.3,25.4,23.8,17.5
E00083193,22.4,28.4,19.8,29.3
E00083194,12.9,18.5,25,43.5
E00083195,12.9,19.4,10.5,57.3
E00083196,24,20,18.4,37.6
E00083197,30.1,24.3,21.3,24.3
E00083198,53,29.9,5.2,11.9
E00083199,26.5,27.9,22.4,23.1
E00083200,24.3,18.7,28,29
E00083202,37.6,27.5,16.1,18.8
E00083203,23.9,20.2,22.3,33.5
E00083204,19.5,22.6,18.8,39.1
E00083205,29.9,28.5,20.1,21.5
E00083207,48.1,18,14.3,19.5
E00083232,24.6,26.2,21.3,27.9
E00083233,17,31.9,17,34
E00083234,19.1,28.2,16.4,36.4
E00083235,20.1,19.4,15.8,44.6
E00083236,34.8,22.9,13.3,29
E00083237,17.6,26.1,20.2,36.1
E00083238,14.7,18.7,18.7,48
E00083239,22.1,22.9,25,30
