geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00006949,22.6,31.6,14.3,31.6
E00006950,25.2,20.3,26.8,27.6
E00006951,21.3,21.3,27.8,29.6
E00006952,39.2,18.6,16.7,25.5
E00006953,14.6,35.8,17.9,31.7
E00006954,23.4,27.4,22.6,26.6
E00006955,20.8,30,18.3,30.8
E00006956,16.2,36.2,22.3,25.4
E00006957,13.9,38,10.2,38
E00006958,17.3,27.6,22,33.1
E00006959,22.3,39.3,20.5,17.9
E00006960,18.8,44.4,15.4,21.4
E00006961,15.2,31.8,23.5,29.5
E00006962,24.3,31.3,20.9,23.5
E00006963,16.1,24.1,17.5,42.3
E00006965,22.4,28.4,17.2,31.9
E00006966,28,25.4,18.6,28
E00006967,66.7,14.9,8.8,9.6
E00006969,21.6,28.8,22.4,27.2
E00006970,19.8,33.3,17.5,29.4
E00006971,41.9,12.8,15.4,29.9
E00006972,19.3,30.4,22.2,28.1
E00006973,29,22.1,13.1,35.9
E00006974,16,23.2,24,36.8
E00006975,20.8,23.3,20,35.8
E00006976,21.9,25.5,21.9,30.7
E00006977,27.1,21.8,17.3,33.8
E00006978,54.8,26.4,12.2,6.6
E00006979,46.4,31.4,12.9,9.3
E00006980,24.6,28.7,17.2,29.5
E00006981,21.5,38.5,16.2,23.8
E00006982,26.9,35.3,17.6,20.2
E00006983,28.2,29.9,13.7,28.2
E00006984,20,31.7,25,23.3
E00006985,24.6,31.5,21.5,22.3
E00006986,32.2,26.7,20.5,20.5
E00006987,45.3,30.5,9.4,14.8
E00006988,23.7,25.9,20.7,29.6
E00006989,15.4,30.9,22.8,30.9
E00006990,50,33.3,10.3,6.3
E00006991,38.5,23.1,15.4,23.1
E00006992,16.1,35.5,22.6,25.8
E00006993,25.4,31.1,18.9,24.6
E00006994,17.8,32.2,11.9,38.1
E00006995,22.8,28.1,18.4,30.7
E00006996,23.8,32.4,18.1,25.7
E00006997,22.4,24,25.6,28
E00006998,21.6,33.6,18.4,26.4
E00006999,15.9,27,25.4,31.7
E00007000,24.6,36.8,14.9,23.7
E00007001,19.7,28.2,17.9,34.2
E00007002,11.5,26.9,24,37.5
E00007004,34.9,17.8,17.1,30.2
E00007005,19.8,30.2,19.8,30.2
E00007007,21,31.5,21.8,25.8
E00007009,39.6,26.9,23.1,10.4
E00007010,38.5,27.5,12.8,21.1
E00007011,49.1,23.6,15.1,12.3
E00007012,20.3,26.6,21.1,32
E00007015,27.4,39.3,17.1,16.2
E00007016,14.2,18.4,21.3,46.1
E00007019,15.9,33.3,21.4,29.4
E00007020,23.6,25.2,24.4,26.8
E00007021,55.7,21.3,11.5,11.5
E00007022,19.4,29,13.7,37.9
E00007023,29.3,46.5,14.1,10.1
E00007024,37.3,31,15.1,16.7
E00007025,38.5,24.8,11.9,24.8
E00007027,31.8,25.6,21.7,20.9
E00007028,44.5,24.8,13.1,17.5
E00007075,30.4,18.4,14.4,36.8
E00007076,37.1,17.6,15.1,30.2
E00007092,50.5,21.1,10.1,18.3
E00007093,48.9,29.3,15.2,6.5
E00007094,25,25.7,22.1,27.1
E00007096,26.7,23.3,20,30
E00007098,71.8,17.2,8.6,2.3
E00007099,19.6,27.2,28.5,24.7
E00007100,19.1,25,19.9,36
E00007101,27.8,29.6,20,22.6
E00007102,23.5,26.1,12.2,38.3
E00007103,30.8,14,20.6,34.6
E00007105,29,25,19.4,26.6
E00007106,28.9,19.8,18.2,33.1
E00007107,36.3,25.9,20.7,17
E00007108,18.2,15.7,15.7,50.4
E00007109,31.7,13,21.1,34.1
E00007110,16.4,23,18,42.6
E00007111,15.9,21.4,16.6,46.2
E00007112,29.9,38.1,15.5,16.5
E00007113,18.9,20.7,23.4,36.9
E00007114,22.4,25.9,15.4,36.4
E00007115,34,23.8,18.4,23.8
E00007116,15.8,26.7,23.3,34.2
E00007117,24.1,23.3,19.8,32.8
E00007119,32.6,23.5,14.4,29.5
E00007120,15.6,27.9,26.2,30.3
E00007122,39.7,18.1,16.4,25.9
E00007124,9.6,18.4,24,48
E00007125,19.8,22.3,21.5,36.4
E00007126,12.5,23.4,18,46.1
E00007127,24.6,24,22.2,29.2
E00007128,19.4,20.9,16.4,43.3
E00007129,19.4,25.5,22.4,32.7
E00007130,15.6,25.2,17.8,41.5
E00007131,14.8,27.3,18.8,39.1
E00007132,19.5,32.2,22.9,25.4
E00007133,24.4,25,27.9,22.7
E00007134,14.9,30.6,24.6,29.9
E00007135,31.7,28.2,16.9,23.2
E00007136,41,19.4,14.2,25.4
E00007137,22.5,18.6,21.7,37.2
E00007138,12.3,36.9,27.9,23
E00007139,26.3,22.9,16.9,33.9
E00007140,19.9,29.5,21.2,29.5
E00007141,15.9,17.8,22.4,43.9
E00007142,40.2,21.3,17.2,21.3
E00007143,11.7,30,17.5,40.8
E00007144,26.2,19.8,16.7,37.3
E00007146,16,26.6,29.8,27.7
E00007147,19.3,23.7,18.4,38.6
E00007148,31.1,21.3,13.9,33.6
E00007149,45.3,16,18.9,19.8
E00007150,33.7,23.8,24.8,17.8
E00007151,40.2,18.6,14.7,26.5
E00007152,50.5,23.4,15.9,10.3
E00007153,19.3,14.8,23,43
E00007154,34.1,22.2,19.8,23.8
E00007155,15,19.2,19.2,46.7
E00007156,14.8,20.6,27,37.6
E00007157,23.4,24,15.6,37
E00007158,11.6,28.7,23.3,36.4
E00007159,22.6,30.3,22.6,24.5
E00007160,25.9,28.8,18,27.3
E00007161,17.2,24.6,22.4,35.8
E00007162,13.9,24.1,19.4,42.6
E00007163,13.5,27,12.7,46.8
E00007164,16.9,29.8,17.7,35.5
E00007165,26.5,17,20.4,36.1
E00007166,18.9,28.7,20.5,32
E00007167,33.1,19.2,25.4,22.3
E00007168,26.4,25.6,19,28.9
E00007170,22.9,26.8,25.9,24.4
E00007171,57.1,19,11.6,12.2
E00007172,17.9,27.1,20.7,34.3
E00007173,18.4,19.1,24.3,38.2
E00007174,17.9,14.5,25.6,41.9
E00007175,31,19,25.9,24.1
E00007176,15,17.3,27.6,40.2
E00007177,23.3,36.8,23.3,16.6
E00007179,21.6,25.2,18,35.3
E00007180,30.6,23.1,17.4,28.9
E00007181,20,35.8,24.2,20
E00007182,27.9,28.7,19.7,23.8
E00007183,19.7,20.5,23,36.9
E00007184,23.3,20.3,22.6,33.8
E00007185,29.8,24.8,21.5,24
E00007186,28.9,20.3,24.2,26.6
E00007187,23.1,30,23.1,23.8
E00007188,22,24,22.7,31.3
E00007189,28.1,30.4,13.3,28.1
E00007191,13.5,20.3,23,43.2
E00007204,22.4,23.4,19.6,34.6
E00007207,31.5,19.4,17.6,31.5
E00007209,16,32.8,16,35.3
E00007218,39,39,14,8.1
E00007220,27.1,33.8,18.8,20.3
E00007221,28.6,34.4,18.5,18.5
E00007222,21.6,35.8,14.2,28.4
E00007223,34.9,36.5,14.3,14.3
E00007226,31.1,37.1,9.8,22
E00007227,31.8,26.4,20.9,20.9
E00007232,49.3,35.5,9.4,5.8
E00007233,29.3,31.9,15.5,23.3
E00007235,21.5,24.8,20.7,33.1
