geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00006949,88.3,3.5,8.2
E00006950,84.3,6,9.7
E00006951,84.1,2.1,13.8
E00006952,88.4,1.7,9.9
E00006953,86.9,5.1,8
E00006954,85.8,4.5,9.6
E00006955,85.4,5.3,9.3
E00006956,83.6,2.7,13.7
E00006957,83.7,4.9,11.3
E00006958,85.9,4.8,9.3
E00006959,92.9,2.5,4.6
E00006960,86.1,4.4,9.5
E00006961,81.4,4.1,14.6
E00006962,89.6,2.3,8.1
E00006963,66,3.1,30.9
E00006965,87.5,2.4,10.1
E00006966,81.8,4.4,13.8
E00006967,80.1,1.1,18.8
E00006969,81.6,5.2,13.3
E00006970,84.3,5.6,10.1
E00006971,77.5,1.6,20.9
E00006972,78.3,6.3,15.4
E00006973,82.3,2,15.7
E00006974,80.4,2.1,17.5
E00006975,83.8,2.3,13.9
E00006976,78.8,3.4,17.8
E00006977,79.9,5.1,14.9
E00006978,74.3,4.9,20.9
E00006979,85.4,2.7,11.9
E00006980,80.6,2.7,16.7
E00006981,84.4,3.7,12
E00006982,84,1.1,14.9
E00006983,84.2,3.1,12.7
E00006984,81.8,3.4,14.8
E00006985,79.4,1.8,18.7
E00006986,74.9,2.6,22.6
E00006987,80.9,1.7,17.5
E00006988,81.7,4.5,13.8
E00006989,74.8,4.4,20.8
E00006990,78.7,4.1,17.2
E00006991,90.1,0.6,9.3
E00006992,91.2,1.5,7.3
E00006993,84.6,2,13.4
E00006994,91.9,1.5,6.6
E00006995,91.2,4.2,4.5
E00006996,92.4,1.5,6.1
E00006997,85.8,1.4,12.7
E00006998,91.2,2.8,6
E00006999,82.5,2.8,14.7
E00007000,90.8,1.4,7.8
E00007001,76.9,5.3,17.8
E00007002,78.9,1.9,19.2
E00007004,87.4,1.6,11
E00007005,90.1,1.8,8.1
E00007007,85.1,2.8,12.1
E00007009,83.3,2.5,14.1
E00007010,85.5,3,11.6
E00007011,77.1,1,21.9
E00007012,84.2,1.7,14.1
E00007015,92.9,1.9,5.2
E00007016,62.1,1.1,36.9
E00007019,83.6,2.1,14.3
E00007020,89.9,4.3,5.8
E00007021,84.1,3.5,12.4
E00007022,85.6,3.9,10.4
E00007023,82.6,4.3,13
E00007024,85.3,5.9,8.8
E00007025,78.5,2.4,19
E00007027,82.1,3.2,14.7
E00007028,81,2.4,16.6
E00007075,79.1,5,15.9
E00007076,74.6,2.6,22.7
E00007092,78.4,3.5,18.2
E00007093,65.1,4.8,30.1
