geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00008155,93.1,2,3.3,1.6
E00008156,91,2.6,1.6,4.8
E00008158,92.4,1.7,2.7,3.3
E00008188,89.3,4.4,4.8,1.5
E00008189,92.5,3.1,3.1,1.3
E00008302,89.7,6.5,1.4,2.3
E00008305,92.3,4.4,1.3,2
E00016398,89,4.7,4.3,2
E00016402,94.3,1.7,2.3,1.7
E00016403,93,2.8,3.1,1.1
E00016404,94.8,3.8,0.6,0.9
E00016405,94,4.1,1,1
E00016407,97.2,1.2,1.6,0
E00016409,93.1,1.7,1.9,3.3
E00016410,89.8,4.4,3.8,2
E00016411,93.4,3.7,1.7,1.2
E00016412,92.7,2.4,1.1,3.8
E00016413,93.1,1,2.6,3.3
E00016414,89.6,3.9,3.3,3.3
E00016415,94.7,1.2,2.5,1.5
E00016416,94.4,4,0.4,1.2
E00016417,90.3,3.9,3.6,2.1
E00016419,92.4,3,2.4,2.2
E00016420,95.7,1.8,2.1,0.3
E00016421,89.4,3.8,4.6,2.3
E00016422,90.9,4.2,2.3,2.7
E00016423,90.6,2.6,4.8,1.9
E00016424,93.3,3.7,1.7,1.3
E00016426,93.8,3.1,1.4,1.7
E00016427,91.8,2.5,2.5,3.2
E00016431,95.1,2,2,1
E00016432,86.3,9.5,0.8,3.5
E00016436,95.1,1,1.5,2.5
E00016437,93.3,3.3,0.8,2.7
E00016438,99.2,0,0.8,0
E00016440,93.1,3.1,2.7,1.1
E00016441,94,2.6,2.1,1.3
E00016442,92.9,2.8,1.7,2.5
E00016722,95.4,1.1,2.5,1.1
E00016724,94.4,3,1.5,1.1
E00020298,95.2,2.6,1.5,0.7
E00020415,97.4,2.2,0,0.3
E00020416,97.7,1.9,0,0.4
E00020417,94.9,3.6,0.7,0.7
E00020418,86.8,5.8,3.5,3.9
E00020419,97.1,1.8,0.7,0.4
E00020421,90.7,4.1,2.3,2.9
E00020422,92.9,3.3,2.1,1.7
E00020423,90.9,4.2,1.9,3
E00020424,96.2,2.4,1.4,0
E00020425,97.1,1.4,0.9,0.6
E00020426,98.3,1.3,0.4,0
E00020427,96.3,3.2,0.5,0
E00020428,96.7,2.1,1.3,0
E00020429,96.3,2.2,0.4,1.1
E00020431,94.5,2,2.4,1.2
E00020432,88.6,3,4,4.3
E00020433,94.6,2.7,1,1.7
E00020434,94.7,3.4,0.5,1.4
E00020435,95,3.1,0.9,0.9
E00020436,95.8,3,1.2,0
E00020437,96.8,2.1,0.7,0.4
E00020439,90.3,3.3,2.5,3.9
E00020440,91.5,6.3,0.6,1.6
E00020442,91.1,2.6,3,3.3
E00020443,95.9,2.5,0.7,0.9
E00020444,95,2,1.3,1.7
E00020445,87.3,4.9,3.5,4.3
E00020447,92.2,3.3,2.8,1.7
E00020448,89.4,5.8,0.9,4
E00020449,95.6,3.2,0.4,0.8
E00020451,93.6,2.3,4,0
E00020452,94.8,3.7,0.5,1
E00020453,95.8,3,0.8,0.4
E00020454,96.7,2.3,0.9,0
E00020455,94.5,2.7,1,1.7
E00021218,94.2,3.1,1,1.6
E00021219,93.6,2.5,1.1,2.8
E00021220,97.2,1.9,0.8,0
E00021223,95.8,2.6,0.9,0.7
E00021224,92.4,3,2.4,2.2
E00021225,94.6,2.6,1.7,1.1
E00021227,93.5,3.2,1.8,1.4
E00021228,90.5,4.1,2.6,2.8
E00021229,93.7,2.2,2.2,1.9
E00021230,92.5,3,1.9,2.6
E00021231,88.5,3.7,4.1,3.7
E00021239,96,1.8,1.6,0.7
E00021240,96.7,2.5,0.8,0
E00021241,95.4,2.5,2.1,0
E00021243,91.1,3.8,3.5,1.6
E00021244,93,1.2,2.7,3
E00021245,93.2,2.4,3.2,1.2
E00021246,90.5,3.6,3.2,2.7
E00021247,91.9,2.7,2.7,2.7
E00021248,91.4,4,1.2,3.4
E00021249,93.8,1.7,1.7,2.8
E00021251,94.7,2.8,1.4,1.1
E00021252,94.1,3.9,0.8,1.2
E00021253,90,4.8,3.5,1.7
E00021254,96.1,2.4,1.5,0
E00021255,94.2,4.9,0.9,0
E00021256,95.9,2.7,0.9,0.5
E00021257,95,3.6,1.4,0
E00021258,90.4,2.3,4,3.3
E00021259,90.9,6.2,0.8,2.1
E00021422,89.5,2.9,2.9,4.7
E00021425,95,3.3,0.4,1.2
E00021426,91.7,2.8,2.5,3.1
E00021427,95.9,2.7,0.5,0.9
E00021510,98.4,1.1,0.5,0
E00021511,97.7,1.7,0,0.6
E00021516,93,3.7,2.5,0.8
E00021517,92.4,1.8,2.8,3
E00021518,94.1,3,1.7,1.3
E00021519,96.2,1.7,0.6,1.5
E00021520,96.2,2.8,0.9,0
E00021521,88.6,7.8,1.8,1.8
E00021522,87.7,4.7,4.5,3.1
E00021524,91.7,3,3,2.3
E00021525,95.5,2.8,0,1.7
E00021526,94.8,4.2,0.3,0.7
E00021527,96.4,2,0.7,1
E00021528,92.5,4.8,0.9,1.8
E00021529,87.1,4.5,4.5,3.9
E00021532,93.7,2.6,3,0.7
E00021533,95.1,4,0.9,0
E00021534,96.3,1.6,2.1,0
E00021536,94.6,3.9,1.2,0.4
E00021537,96.9,1.8,0.6,0.6
E00021539,96.9,1.9,0,1.2
E00021541,97.1,1.9,1,0
E00021542,96.3,2.4,0.6,0.6
E00021543,96.1,2.7,0.8,0.4
E00021544,95.1,3.8,0,1.1
E00021546,97.6,1.2,0.6,0.6
E00021547,90,5.3,1.3,3.4
E00021549,92.1,2.6,3.2,2
E00021550,91.2,4.1,2,2.7
E00021552,93.7,2.5,1.7,2.1
E00021553,95.8,0,2.2,1.9
E00021554,95.5,1.2,1.6,1.6
E00021555,88.7,3.9,2.8,4.6
E00021556,96.2,1.2,1.5,1.2
E00021557,97.5,1.4,0.5,0.5
E00167079,97.8,1.8,0.4,0
E00167080,93.4,2.2,1.4,3
E00167081,93.9,2,1.6,2.5
E00167110,96.8,0.8,1.1,1.3
E00167111,98.1,1.1,0.7,0
E00167113,88.4,3.4,3.6,4.5
E00167114,87.8,5.8,3.5,2.8
E00167116,93.5,1.7,3.8,1
E00167118,97.3,0.9,1.3,0.4
E00167119,94.3,2.8,1.8,1.1
E00167121,98.3,1,0.2,0.5
E00167122,97.3,0.9,0.9,0.9
E00167125,96.7,0.7,1.3,1.3
E00167131,88.9,2.4,4,4.8
E00167133,93.5,3.5,1.8,1.2
E00167134,96,2.2,0.4,1.3
E00167135,94.8,4.2,1,0
E00167137,95.3,1.9,0.9,1.9
E00167142,94.4,3,1,1.6
E00167145,98.7,1.3,0,0
E00167146,94,1.5,2.7,1.8
E00167147,95.4,1.1,2.3,1.1
E00167148,97.1,1.7,1.1,0
E00167149,98.2,1.8,0,0
E00167151,97.2,2,0.6,0.3
E00167152,98,1.5,0.5,0
E00167157,97.4,1.1,0.4,1.1
E00167158,97.7,1.2,0.8,0.4
E00167159,96.6,2.7,0,0.8
E00167162,96.8,1.5,1.2,0.6
E00167163,93.9,2.8,2,1.2
E00167164,94.7,2.6,0.9,1.8
E00167165,97.4,2.1,0.4,0
E00167170,95.6,3.8,0.6,0
E00167182,93.5,6.5,0,0
E00167183,96.6,2.5,0,0.8
E00167220,93.7,2.9,1.9,1.5
E00167248,98.2,1.4,0.4,0
E00167249,96.4,2.2,1.4,0
E00167250,91.3,3,1.5,4.2
E00167262,97.2,1.9,0,0.9
E00167488,95.8,3.1,0.9,0.2
E00167489,95.6,4,0.4,0
E00173943,92.2,5.2,1.2,1.4
E00173947,91.3,2.4,5.8,0.5
E00173948,95.2,1.4,1.4,2.1
E00176497,95.5,1.7,1.7,1.1
E00176500,93.3,3.6,1.2,1.8
E00176505,90.9,3.4,3,2.7
E00176535,95.6,2,1.3,1.1
E00176547,94.6,1.8,1.8,1.8
E00176579,94.7,4.5,0,0.8
E00176590,96.8,1.6,1.6,0
E00177519,94.4,3.5,0.6,1.5
E00177570,97.2,0.7,1.4,0.7
E00177580,94.2,2.5,1.6,1.8
E00177600,97.1,2.1,0.8,0
E00177617,96.1,1.3,0,2.6
E00177653,95.6,2.7,0.9,0.9
E00177661,94.8,3.1,2.1,0
E00182141,95.7,1.4,1.1,1.8
E00182162,95.9,4.1,0,0
E00182178,97.7,2.3,0,0
E00182199,97,1.8,0.5,0.8
E00182215,96.1,2.8,1.1,0
E00182218,97.2,0.9,1.9,0
E00182233,96,3,0.5,0.5
E00182238,97.8,1.5,0.2,0.5
E00182244,97.5,0.9,0.6,0.9
E00182250,93.8,1.8,1.8,2.6
E00182261,90.3,3.1,3.9,2.7
E00182362,97,0.9,0.9,1.3
E00182538,95,3.2,1.1,0.7
E00182551,94.1,1.8,2.4,1.8
E00182552,98.5,1.5,0,0
E00182556,98.7,0.6,0,0.6
E00182558,98.4,1.1,0,0.5
E00182563,97.1,1.8,1.1,0
E00182573,90,5.2,1.2,3.6
E00182593,98.8,0.8,0.4,0
E00182595,95.6,3.8,0.5,0
E00182598,90.2,4.7,3,2.1
E00182619,96.5,2.1,1.4,0
E00182623,97.8,0.7,1.1,0.4
E00182624,96.8,1.4,0.9,0.9
E00182625,98,0.4,1.6,0
E00182627,97.1,1.7,0.7,0.5
E00182629,96,2.2,0.4,1.3
E00182632,93.5,2.1,2.3,2.1
E00182633,98.1,1.9,0,0
E00183754,96,1.6,1.6,0.8
E00183773,97.8,0.6,0.9,0.6
E00183778,96.1,2.4,1.5,0
E00183780,99.1,0.9,0,0
E00183797,97.9,1.1,1.1,0
E00183818,94.6,2,2,1.3
E00183824,91.7,1.5,3.8,3
E00183832,95.3,1.9,1.6,1.2
E00183834,96.1,3.3,0.7,0
E00183844,98.7,1.3,0,0
E00183847,99.1,0.9,0,0
E00183848,98.8,0.7,0.4,0.2
E00183856,91.2,1.8,5.3,1.8
E00183860,94.3,1.3,1.3,3.2
E00183866,99.2,0.8,0,0
E00183867,97.5,1.1,0.6,0.8
E00183871,96.9,2.4,0.3,0.3
E00183875,96.1,2.9,0.5,0.5
E00183878,98.9,1.1,0,0
E00183882,94.7,3.2,1.1,1.1
E00183888,94.7,3,0.6,1.8
E00183890,97.3,1.2,0.6,0.9
E00183895,92.8,2.1,2.1,3.1
E00183925,91.1,6.4,1.2,1.2
E00183931,98.4,1.4,0.2,0
E00183934,98.4,1.4,0,0.3
E00183939,94.2,1.4,2.2,2.2
E00183948,91.5,3.3,2.8,2.4
E00183957,97,1.7,0,1.3
E00183958,97.1,1.9,1,0
E00183959,99.7,0.3,0,0
E00183965,96,2,0.5,1.5
E00183970,95,1.7,2,1.3
E00183984,94.4,1.3,2.7,1.6
E00183991,96.8,2.6,0.6,0
E00183995,96.4,3.2,0,0.5
E00184000,99.3,0,0.4,0.4
E00184008,94.4,1.5,1.2,2.9
E00184011,96.6,1.3,1.5,0.6
E00184038,90,3.3,2,4.7
E00184043,95.5,2.6,0.6,1.3
E00184045,98.4,1.2,0.4,0
E00184055,98.7,1.3,0,0
E00184067,91.1,3.8,3.4,1.7
E00184071,96.5,2.5,0.5,0.5
E00184074,96.4,1.5,0.4,1.8
E00184082,98.7,0.4,0.7,0.2
E00184083,94.8,3.4,1.3,0.4
E00184085,97.6,1.6,0,0.8
E00184092,92.9,2.7,2.7,1.6
E00184100,92.6,2.8,2.3,2.3
E00184101,97.4,2.6,0,0
E00184117,98.8,1.2,0,0
E00184130,93.1,3.7,2.3,0.9
