geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00008155,13.5,18.8,57.1,10.5
E00008156,11.7,23.9,52.1,12.3
E00008158,15.4,21.3,55.1,8.1
E00008188,16.6,17.9,59.3,6.2
E00008189,14.6,18.4,60.2,6.8
E00008302,10.5,12.3,64,13.2
E00008305,7.1,9.7,62.2,20.9
E00016398,7.6,16.6,70.3,5.5
E00016402,15.1,17.5,58.7,8.7
E00016403,15.1,28.1,45.2,11.6
E00016404,8.3,12.6,64.3,14.8
E00016405,12.6,14.9,60.5,12.1
E00016407,10,14,64.7,11.3
E00016409,12.8,25,56.1,6.1
E00016410,11.9,7.7,68.6,11.9
E00016411,13.6,9.4,69.6,7.3
E00016412,8.9,18.3,65.1,7.7
E00016413,10.3,19.1,55.1,15.4
E00016414,13.5,17.2,63.8,5.5
E00016415,22.5,23.2,48.6,5.8
E00016416,12.1,28.2,54,5.6
E00016417,9.4,36.2,48,6.3
E00016419,15.1,27.9,48.8,8.1
E00016420,12.6,35.6,43,8.9
E00016421,17.1,23.1,57.3,2.6
E00016422,17.7,23.2,53.5,5.6
E00016423,10.7,27.9,55,6.4
E00016424,17.2,32,48.4,2.5
E00016426,13.8,21.7,57.2,7.2
E00016427,10.5,27.2,57.9,4.4
E00016431,9.6,13.9,62.6,13.9
E00016432,10.4,15.4,67.9,6.3
E00016436,6,15,67.4,11.6
E00016437,12.8,24.3,54.3,8.6
E00016438,5.7,9.5,72.2,12.7
E00016440,15,29.2,50.8,5
E00016441,11.4,18.3,59.4,10.9
E00016442,16.5,28.8,50.4,4.3
E00016722,17.2,23,53.4,6.3
E00016724,12.9,25.3,52.9,8.8
E00020298,6.3,12.6,68.9,12.1
E00020415,8.8,7.7,71.2,12.4
E00020416,4.9,11.2,67,17
E00020417,7.2,5.2,64.9,22.7
E00020418,11.5,21.5,61.5,5.4
E00020419,8,12.3,66.8,13
E00020421,7.4,16,61.7,14.8
E00020422,10.5,9.3,64.2,16
E00020423,12.5,13.2,66.2,8.1
E00020424,6.7,6.1,75.2,12.1
E00020425,6.5,7.2,72.8,13.6
E00020426,10.3,8.2,62.9,18.6
E00020427,6.7,11,66.9,15.4
E00020428,7.1,8.7,66.8,17.4
E00020429,6.5,9.5,65,19
E00020431,8.5,16.9,61.9,12.7
E00020432,12.8,14.6,59.8,12.8
E00020433,10.8,23.4,59.5,6.3
E00020434,7.8,6.6,62,23.5
E00020435,4.8,13.9,65.7,15.7
E00020436,5.3,10.5,65.4,18.8
E00020437,5.1,6,69.8,19.1
E00020439,16.1,27.1,49,7.7
E00020440,7.6,8.5,71.6,12.3
E00020442,8.1,13.7,71.4,6.8
E00020443,6.8,8,70,15.2
E00020444,6.9,10.4,67.2,15.5
E00020445,5.7,15.5,64.8,14
E00020447,8.6,9.5,67.1,14.8
E00020448,5.8,15.6,57.2,21.4
E00020449,9.3,9.9,61.5,19.2
E00020451,5.7,11.5,62.7,20.1
E00020452,8.6,13.7,71.2,6.5
E00020453,5.4,6.8,73.2,14.6
E00020454,5.7,10.1,63.5,20.8
E00020455,11.7,22.1,56.6,9.7
E00021218,10.1,11.4,65.8,12.7
E00021219,6.8,13.6,61.2,18.4
E00021220,9.1,10.4,63.9,16.6
E00021223,9.3,9.6,67.8,13.3
E00021224,8.9,18.5,62.5,10.1
E00021225,10.7,19.1,60.1,10.1
E00021227,9,13.9,63.3,13.9
E00021228,15.1,19.9,53.2,11.8
E00021229,12,23.5,50.8,13.7
E00021230,10.6,8.5,63.4,17.6
E00021231,14,15.9,58.9,11.2
E00021239,5.5,10.4,60.9,23.2
E00021240,7.6,4.8,57.8,29.8
E00021241,14.2,9.9,62.3,13.6
E00021243,11.3,19.8,59.9,9
E00021244,14.4,19.9,57.5,8.2
E00021245,9.6,28.1,50.9,11.4
E00021246,12.3,22.7,57.7,7.4
E00021247,13.6,31.8,49.2,5.3
E00021248,23.1,26.5,43.6,6.8
E00021249,6,12.8,69.2,12
E00021251,12.9,19.8,59.5,7.8
E00021252,8.7,7.6,69.6,14.1
E00021253,11.1,25.9,50.4,12.6
E00021254,3,12.8,71.4,12.8
E00021255,5,13.8,60.4,20.8
E00021256,7.5,8.8,66.7,17
E00021257,9.9,13.5,65.2,11.3
E00021258,18.3,29.3,47,5.5
E00021259,7.9,23.8,61.3,7.1
E00021422,8.5,30.5,57.6,3.4
E00021425,7.4,6.3,55.6,30.7
E00021426,12.9,34.5,39.7,12.9
E00021427,3.9,5.6,64.6,25.8
E00021510,3,12.9,38.6,45.5
E00021511,2.5,7.6,46.6,43.2
E00021516,9,13.5,65.4,12
E00021517,18.8,12.7,59.2,9.4
E00021518,6.9,16.1,67.2,9.8
E00021519,10.8,15.4,58.5,15.4
E00021520,5.3,12,64.7,18
E00021521,9,18,67,6
E00021522,11.4,24.3,53.5,10.8
E00021524,10.3,18.3,58.6,12.9
E00021525,8.3,10.6,66.1,15
E00021526,10.2,9.8,66.5,13.5
E00021527,13.3,12.8,61.2,12.8
E00021528,10.7,17,59.8,12.5
E00021529,9.6,17.3,63.5,9.6
E00021532,5.8,13.8,62.4,18
E00021533,8.2,3.8,68.5,19.6
E00021534,4.5,9,62.6,23.9
E00021536,7.4,9.3,66.7,16.7
E00021537,6.1,8.3,68.7,17
E00021539,8.5,6,68.7,16.9
E00021541,5.5,8,60.7,25.8
E00021542,5,6.9,71.3,16.8
E00021543,5.2,6.1,63.7,25
E00021544,6.4,10.4,55.2,28
E00021546,6.1,6.1,53.8,34.1
E00021547,13.7,26.8,48.4,11.1
E00021549,12.8,22.7,58.2,6.4
E00021550,13.7,17.1,59.7,9.5
E00021552,13.8,15.5,62.1,8.6
E00021553,11.2,32.2,45.5,11.2
E00021554,2.8,10.6,71.8,14.8
E00021555,13.6,19.3,53.4,13.6
E00021556,7,10.2,67.7,15.1
E00021557,6.3,4.3,74.4,15
E00167079,5.3,8.3,66.9,19.5
E00167080,8.1,18.9,66.2,6.8
E00167081,5.1,9.6,62.4,22.9
E00167110,5.5,11.4,67.8,15.4
E00167111,2.7,3.7,66.2,27.4
E00167113,10.2,16.1,62.9,10.7
E00167114,9.8,28.3,52,9.8
E00167116,14.3,23.1,52.4,10.2
E00167118,3.4,7.4,64.8,24.4
E00167119,5.4,20.8,60.1,13.7
E00167121,4.4,6.4,56.6,32.5
E00167122,7.1,5.8,57.1,29.9
E00167125,2.7,5.5,70,21.8
E00167131,3.5,21.1,59.6,15.8
E00167133,19.2,20.5,42.5,17.8
E00167134,4.6,5.7,66.1,23.6
E00167135,6.6,12.2,57.9,23.4
E00167137,5,6.8,54,34.2
E00167142,6.9,8.3,63.4,21.4
E00167145,3.3,8.9,62.6,25.2
E00167146,5,3.8,64.4,26.8
E00167147,13.4,32.2,48.3,6
E00167148,9.5,6.1,58.1,26.4
E00167149,4.2,7.2,63.5,25.1
E00167151,4,5.1,59.6,31.4
E00167152,5.6,4.9,52.3,37.2
E00167157,2.8,5.1,65.6,26.5
E00167158,3.5,6,57.8,32.7
E00167159,5.3,5.8,60.8,28
E00167162,3.2,6.4,68.1,22.3
E00167163,15.3,11.3,62,11.3
E00167164,15.1,17,60.4,7.5
E00167165,4.5,6.8,65.9,22.7
E00167170,4.6,5.5,58.7,31.2
E00167182,20.2,22.6,47.6,9.5
E00167183,7.4,7.4,59.6,25.5
E00167220,6.4,13.7,62.7,17.2
E00167248,5.9,4.1,59.2,30.8
E00167249,1.7,3.8,59.3,35.2
E00167250,24.1,21.5,46.8,7.6
E00167262,5.2,13,62.3,19.5
E00167488,11.6,10.3,58,20.1
E00167489,6.4,6.9,65.7,21.1
E00173943,10.5,21.5,58.1,9.9
E00173947,8.3,25,59.4,7.3
E00173948,10.4,9.4,72.6,7.5
E00176497,11.8,12.7,60,15.5
E00176500,5.3,10.6,68.1,15.9
E00176505,4.2,15.3,64.4,16.1
E00176535,11.8,13.3,52.5,22.4
E00176547,7.8,9.9,63.1,19.1
E00176579,11.4,11.4,57.1,20
E00176590,8.3,20.1,59.7,11.8
E00177519,6.7,9,59.6,24.7
E00177570,3.4,8.5,61,27.1
E00177580,5.7,10.3,68.4,15.5
E00177600,2.4,5.3,68.9,23.4
E00177617,9.9,15.5,50.7,23.9
E00177653,5.9,9.2,66.1,18.8
E00177661,5.8,4.7,60.5,29.1
E00182141,6.6,9.9,67.8,15.8
E00182162,5.1,4,67.7,23.2
E00182178,4.6,4.6,68.8,21.9
E00182199,4.6,5.9,63.9,25.6
E00182215,9.8,10.5,51.1,28.6
E00182218,11,11,65.8,12.3
E00182233,3.6,4.2,68.4,23.9
E00182238,28,14.7,50,7.3
E00182244,6.4,3.4,68.6,21.6
E00182250,8.8,21.8,58.2,11.2
E00182261,14.8,31.3,48.7,5.2
E00182362,6.4,5.3,60.8,27.5
E00182538,11.4,19.2,62.1,7.3
E00182551,6.7,11.4,71.4,10.5
E00182552,3.6,5.4,72.9,18.1
E00182556,6.3,10.2,70.1,13.4
E00182558,6.1,7.4,68.2,18.2
E00182563,3.9,5.7,71.3,19.1
E00182573,14.6,14.6,58.5,12.2
E00182593,3.6,11.2,70.9,14.3
E00182595,2.2,6,69.4,22.4
E00182598,13.4,21.4,58.9,6.3
E00182619,3.9,6.9,73,16.2
E00182623,4.6,5.2,69.9,20.2
E00182624,4.5,6,71.6,17.8
E00182625,0.4,4.3,77.3,18
E00182627,4.5,9.3,71.7,14.5
E00182629,6,5,64.2,24.9
E00182632,13.5,20,57.1,9.4
E00182633,4.3,3.9,65.6,26.2
E00183754,7.7,11.5,64.6,16.2
E00183773,6.4,17,47.4,29.2
E00183778,8,10.9,64.2,16.8
E00183780,3.7,4.7,66.8,24.7
E00183797,8,10.2,56.2,25.5
E00183818,14.1,24.2,53,8.7
E00183824,5.6,5.6,60.5,28.4
E00183832,8.6,18.5,64.9,7.9
E00183834,8,9.9,71.8,10.3
E00183844,1.4,9.7,54.1,34.9
E00183847,4.3,5.5,54.3,36
E00183848,3.3,4.2,63.7,28.7
E00183856,10.1,17.4,56.5,15.9
E00183860,16.8,12,57.6,13.6
E00183866,6.5,9.3,69.6,14.5
E00183867,4.3,6.3,67.7,21.8
E00183871,8.4,9.7,63,18.8
E00183875,4.1,4.1,62.7,29
E00183878,5.1,7.1,64.1,23.7
E00183882,10.8,10.8,59,19.3
E00183888,2.9,9.4,61.2,26.6
E00183890,10.1,19.6,48.2,22
E00183895,23.3,30.2,36.2,10.3
E00183925,12.8,15.2,64,8
E00183931,4.6,4.6,57.2,33.5
E00183934,3.5,3.5,60.6,32.4
E00183939,13.1,19.2,60.8,6.9
E00183948,7.5,12.5,58.3,21.7
E00183957,3,5.6,64,27.3
E00183958,5.2,6.3,64.2,24.4
E00183959,6.8,5.6,64.3,23.3
E00183965,3.8,5,69.4,21.9
E00183970,15.4,22.5,46.3,15.8
E00183984,8.2,25.3,57.7,8.8
E00183991,5.4,8.9,53.5,32.2
E00183995,9.2,11.3,61.3,18.3
E00184000,3.9,5.2,63.6,27.3
E00184008,8.9,25.8,52.4,12.9
E00184011,10.5,28.7,46.4,14.4
E00184038,9.6,19.2,62.4,8.8
E00184043,10.7,9.5,53.6,26.2
E00184045,3.3,4.2,64.8,27.7
E00184055,4.4,5.9,34.8,54.8
E00184067,8.1,23.4,64.5,4
E00184071,2.7,4.7,59,33.6
E00184074,12.7,17.2,53,17.2
E00184082,1.1,7.2,61.5,30.2
E00184083,10.8,14.8,53.2,21.2
E00184085,11.6,7.4,64.2,16.8
E00184092,16.7,21.8,52.6,9
E00184100,10,17.8,55.6,16.7
E00184101,9,9.6,66.1,15.3
E00184117,5.9,5.4,54,34.7
E00184130,7.7,16.1,61.5,14.7
