geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00008155,18.4,41.2,40.4
E00008156,23.7,30.9,45.4
E00008158,20,39.2,40.8
E00008188,22,42.9,35.2
E00008189,18,45,37
E00008302,16.3,52.3,31.4
E00008305,17.6,58.8,23.5
E00016398,17.8,51.1,31.1
E00016402,14.5,50.9,34.5
E00016403,23.7,39.8,36.4
E00016404,18.9,51.1,30
E00016405,30.1,31.3,38.6
E00016407,51.4,32.9,15.7
E00016409,26.5,38.2,35.3
E00016410,15.2,57,27.8
E00016411,26.9,39.4,33.7
E00016412,20.4,50.3,29.3
E00016413,22.9,39,38.1
E00016414,22,45.7,32.3
E00016415,23.1,40.5,36.4
E00016416,18.2,45.5,36.4
E00016417,16,36.5,47.4
E00016419,20.6,36.6,42.7
E00016420,25.2,36.9,37.9
E00016421,14.1,43.4,42.4
E00016422,20,41.2,38.8
E00016423,18.3,45.2,36.5
E00016424,16.1,46.4,37.5
E00016426,16.9,46.1,37.1
E00016427,14.4,50,35.6
E00016431,20.6,52.7,26.7
E00016432,19.2,34.2,46.7
E00016436,25,41.4,33.6
E00016437,25.9,32.1,42
E00016438,32.9,31.4,35.7
E00016440,23.3,30,46.7
E00016441,22,45.8,32.1
E00016442,13.6,41.8,44.5
E00016722,19.8,37.2,43
E00016724,23.9,45.1,31
E00020298,22.8,59.6,17.5
E00020415,51.6,35.5,12.9
E00020416,36.1,58.3,5.6
E00020417,20,60,20
E00020418,10.1,60.7,29.2
E00020419,23.9,50,26.1
E00020421,12.7,57,30.3
E00020422,18.5,64.8,16.7
E00020423,12.4,50.5,37.1
E00020424,36,48,16
E00020425,33.9,45.8,20.3
E00020426,40,54.3,5.7
E00020427,39.7,39.7,20.6
E00020428,27.1,47.9,25
E00020429,38.5,40.4,21.2
E00020431,20.4,40.8,38.8
E00020432,23,34,43
E00020433,7.7,35.9,56.3
E00020434,33.3,61.9,4.8
E00020435,26.8,51.8,21.4
E00020436,32,56,12
E00020437,28,62,10
E00020439,18,54,28.1
E00020440,32.9,40,27.1
E00020442,10.3,59,30.8
E00020443,37.9,43.7,18.4
