geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00008155,85.6,10.9,3.5
E00008156,82.8,12.7,4.5
E00008158,83,13.1,3.9
E00008188,79.2,16.1,4.7
E00008189,82.3,13.1,4.6
E00008302,84.1,14,1.9
E00008305,83.8,15.9,0.3
E00016398,82,11.5,6.5
E00016402,75.6,19,5.5
E00016403,79,15.6,5.5
E00016404,76.2,19.7,4.1
E00016405,68.5,26.5,5
E00016407,71,27,2
E00016409,80.3,14.6,5.1
E00016410,82.9,15.8,1.3
E00016411,74.6,20.4,5
E00016412,83,13.1,3.9
E00016413,80.6,16.2,3.2
E00016414,90.4,7.3,2.3
E00016415,83.9,10.3,5.8
E00016416,75,20.4,4.6
E00016417,78.8,12.4,8.8
E00016419,79.7,13.9,6.4
E00016420,77.9,13.9,8.2
E00016421,80.9,12,7.1
E00016422,83.5,11.1,5.4
E00016423,78.5,13.2,8.2
E00016424,76.6,13.3,10.1
E00016426,81.9,14.7,3.3
E00016427,76.6,17.9,5.5
E00016431,76.1,21.8,2.1
E00016432,67.3,25.3,7.4
E00016436,75.7,20.5,3.8
E00016437,83.2,12.6,4.2
E00016438,52.8,40.8,6.4
E00016440,79.6,15.9,4.4
E00016441,74.4,18.7,6.9
E00016442,79.8,17.2,3
E00016722,86.4,9.9,3.7
E00016724,77,19.3,3.7
E00020298,72.8,25.8,1.4
E00020415,62.5,37.2,0.3
E00020416,73.1,26.1,0.7
E00020417,74.3,23.9,1.8
E00020418,86.9,10.5,2.6
E00020419,75.9,22.8,1.3
E00020421,86.8,10.1,3.2
E00020422,75.5,21.3,3.2
E00020423,80,18.1,1.9
E00020424,72.6,27.4,0
E00020425,71.5,27.1,1.4
E00020426,72.6,26.6,0.8
E00020427,79.6,19.9,0.5
E00020428,69.8,28.1,2.1
E00020429,77.2,20.6,2.1
E00020431,86.8,12.5,0.8
E00020432,74.8,22.2,3
E00020433,82.4,14.6,3
E00020434,86.7,13.3,0
E00020435,80.3,19.1,0.6
E00020436,71.5,25,3.5
E00020437,77.2,21.4,1.4
E00020439,94.5,5,0.6
E00020440,82.9,14.9,2.2
E00020442,88.6,9.8,1.6
E00020443,72.8,24.9,2.3
E00020444,78.9,18.9,2.1
E00020445,83.6,11.9,4.5
E00020447,80.8,16.5,2.7
E00020448,83.3,14.6,2.1
E00020449,73.7,23.2,3.1
E00020451,75,24,1
E00020452,72.4,24.5,3.1
E00020453,69.6,26.3,4.1
E00020454,71.2,25.1,3.7
E00020455,86.1,12.3,1.7
E00021218,73.3,23.7,3
E00021219,72.4,24.5,3.1
E00021220,69.2,29.5,1.4
E00021223,73.3,23.2,3.4
E00021224,69.9,24.4,5.7
E00021225,73,22.6,4.5
E00021227,70.6,23,6.4
E00021228,66.9,27.2,5.9
E00021229,78.9,17.1,4
E00021230,76.3,19.4,4.3
E00021231,80,14.2,5.8
E00021239,71.7,24.7,3.5
E00021240,70.6,27.8,1.6
E00021241,70.7,28.1,1.2
E00021243,73.9,22.7,3.4
E00021244,74.7,17.8,7.5
E00021245,72.3,21.5,6.3
E00021246,72.9,18.8,8.3
E00021247,72.4,16.8,10.8
E00021248,74.4,19.4,6.3
E00021249,78.3,18.5,3.3
E00021251,72.7,21.5,5.8
E00021252,64.3,32.2,3.5
E00021253,71.8,20.5,7.7
E00021254,71.8,26.9,1.4
E00021255,68.7,29.6,1.7
E00021256,64.1,31.4,4.5
E00021257,76.9,21.3,1.8
E00021258,78,16.2,5.8
E00021259,77.3,17.7,5
E00021422,64.5,28.4,7.1
E00021425,72.2,26.9,0.8
E00021426,72.2,19.3,8.5
E00021427,79.7,20.3,0
E00021510,75.9,22.1,2.1
E00021511,77,21.3,1.7
E00021516,76.9,16.6,6.5
E00021517,68.9,27.4,3.6
E00021518,71.1,25,3.9
E00021519,68.4,28.4,3.2
E00021520,75.8,23.3,0.9
E00021521,85.5,11.8,2.7
E00021522,72.6,16.8,10.6
E00021524,73.5,21.9,4.6
E00021525,61.7,33.8,4.5
E00021526,64.9,30.2,4.8
E00021527,72.8,24.9,2.3
E00021528,85.5,13.2,1.3
E00021529,65.6,22.3,12.1
E00021532,67.8,28.6,3.6
E00021533,75.8,23.3,0.9
E00021534,80.6,19.4,0
E00021536,75.9,20.7,3.4
E00021537,74.7,22.9,2.4
E00021539,69.6,28.1,2.2
E00021541,65.7,32.9,1.4
E00021542,62,35.5,2.4
E00021543,70.7,27,2.3
E00021544,73.1,24.7,2.2
E00021546,76.6,19.2,4.2
E00021547,71.6,23.2,5.2
E00021549,68.5,22.3,9.3
E00021550,77.5,17.3,5.1
E00021552,61.7,31.3,7
E00021553,78.8,12.1,9.1
E00021554,74.3,20.6,5.1
E00021555,71,20.6,8.4
E00021556,71.7,27.5,0.8
E00021557,65.2,32.9,1.9
E00167079,63.8,34.9,1.3
E00167080,78.8,17.5,3.7
E00167081,76.2,23,0.8
E00167110,65.2,31.8,3.1
E00167111,70.3,28.2,1.5
E00167113,73.3,18.3,8.5
E00167114,72.7,17.2,10.1
E00167116,70,26.6,3.4
E00167118,68.7,29.6,1.7
E00167119,71.2,24.7,4.1
E00167121,60.5,37.6,1.9
E00167122,69.2,28.6,2.2
E00167125,61.5,37.2,1.3
E00167131,67.2,28,4.8
E00167133,72.8,21.4,5.8
E00167134,63,36.2,0.9
E00167135,72.1,25.2,2.7
E00167137,72,28,0
E00167142,75.4,21.9,2.7
E00167145,71.2,26.9,1.9
E00167146,77.1,21.8,1.2
E00167147,80.3,16.2,3.5
E00167148,62.5,34.1,3.4
E00167149,67.7,30.9,1.5
E00167151,68.3,30.6,1.1
E00167152,63.5,33.9,2.5
E00167157,64,33.1,2.9
E00167158,64.1,34,1.9
E00167159,66,32.1,1.9
E00167162,67,31.3,1.7
E00167163,66.9,31.5,1.6
E00167164,78.8,16.1,5.1
E00167165,66.1,28.9,5
E00167170,75.2,24.2,0.6
E00167182,78.3,13.1,8.6
E00167183,64.5,33.1,2.4
E00167220,66.2,28.5,5.4
E00167248,61.3,36.7,2
E00167249,59.2,40.5,0.3
E00167250,73.8,14.9,11.3
E00167262,65.5,30,4.5
E00167488,71,26.8,2.2
E00167489,79.9,20.1,0
E00173943,76.4,19.1,4.5
E00173947,77.6,15,7.5
E00173948,80.5,15.4,4
E00176497,75.6,23.3,1.1
E00176500,85.7,13.1,1.2
E00176505,81.9,14.4,3.7
E00176535,79.6,19,1.4
E00176547,74.7,24.7,0.6
E00176579,75.9,23.3,0.8
E00176590,59.3,36.5,4.2
E00177519,68.9,27.1,4
E00177570,69.3,30.1,0.7
E00177580,79.4,18.4,2.2
E00177600,70.7,29.3,0
E00177617,78.3,19.7,1.9
E00177653,62.9,34.8,2.3
E00177661,63.6,36.4,0
E00182141,81,16.9,2.1
E00182162,80.5,19.5,0
E00182178,83.8,15.5,0.6
E00182199,70.6,29.1,0.2
E00182215,84,16,0
E00182218,93.5,6.5,0
E00182233,72.1,26.7,1.2
E00182238,73.7,24.5,1.8
E00182244,80.6,18.2,1.2
E00182250,86.1,12.4,1.5
E00182261,83.3,11,5.7
E00182362,82.6,17.4,0
E00182538,75.4,17.3,7.3
E00182551,72,23.6,4.4
E00182552,64.5,35,0.5
E00182556,69.8,29.6,0.6
E00182558,67.7,31.2,1.1
E00182563,54.4,43.8,1.8
E00182573,74.9,23.1,2
E00182593,65.7,32.7,1.6
E00182595,73.7,20.4,5.9
E00182598,74.2,22,3.8
E00182619,84.6,14.7,0.7
E00182623,72.8,24.7,2.5
E00182624,67.1,28.9,4
E00182625,78.2,20.6,1.2
E00182627,63.6,33.5,2.9
E00182629,67,31.7,1.3
E00182632,74.1,19.7,6.2
E00182633,75.2,23.3,1.5
E00183754,69.2,25.9,4.9
E00183773,74.9,19.5,5.6
E00183778,69.4,27.8,2.8
E00183780,66.1,32.6,1.4
E00183797,66.8,32.1,1
E00183818,73.5,17.9,8.6
E00183824,62.5,32.4,5.1
E00183832,79.2,18.4,2.4
E00183834,71.3,25.2,3.5
E00183844,64.5,34.4,1.1
E00183847,70.3,29.2,0.5
E00183848,56.9,41.2,1.9
E00183856,67,28.6,4.5
E00183860,74.5,20.9,4.6
E00183866,63,33.6,3.4
E00183867,55.3,42.7,2
E00183871,71.1,25.2,3.7
E00183875,67.2,30.4,2.5
E00183878,64.9,34,1
E00183882,65.3,26.3,8.4
E00183888,69,29.8,1.2
E00183890,65,28.6,6.4
E00183895,77.1,14,8.8
E00183925,77.5,18.7,3.8
E00183931,62.4,36.7,0.9
E00183934,56.8,42.7,0.6
E00183939,72.8,21.5,5.7
E00183948,74.9,22.7,2.4
E00183957,58.5,41.2,0.3
E00183958,63.7,33.4,2.8
E00183959,59.8,38.9,1.3
E00183965,66.8,32.2,1
E00183970,73.9,19.8,6.3
E00183984,77.5,15.4,7.1
E00183991,68,29.9,2.1
E00183995,78.5,21.5,0
E00184000,66,32.3,1.8
E00184008,68.8,26.9,4.3
E00184011,70.8,24.5,4.7
E00184038,65.8,24.2,10
E00184043,71.7,26.4,1.9
E00184045,63.2,35.2,1.6
E00184055,52.6,47.4,0
E00184067,64.4,26.7,8.9
E00184071,66.6,31.7,1.7
E00184074,77.6,19.2,3.1
E00184082,61.8,36.7,1.5
E00184083,76.5,19,4.5
