geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00008155,20.5,24.6,54.9
E00008156,17.2,25,57.8
E00008158,12.1,37.1,50.8
E00008188,22,30.1,48
E00008189,6,31,62.9
E00008302,5.6,50.4,44
E00008305,16.9,25.4,57.7
E00016398,20.2,30.7,49.1
E00016402,11.2,29.6,59.2
E00016403,11.9,23.1,65
E00016404,34.2,20.5,45.3
E00016405,22.7,27.3,50
E00016407,9.2,44,46.8
E00016409,20.6,26.2,53.2
E00016410,25.7,22,52.3
E00016411,10.3,34.6,55.1
E00016412,21.3,27.9,50.8
E00016413,15.6,27,57.4
E00016414,19.6,34.8,45.7
E00016415,11.8,29.9,58.3
E00016416,13.2,30.2,56.6
E00016417,11.9,31.1,57
E00016419,19.3,23.5,57.1
E00016420,13.9,15.7,70.4
E00016421,15.5,39.7,44.8
E00016422,14.1,18.2,67.6
E00016423,13.4,25.2,61.3
E00016424,10.7,26.8,62.5
E00016426,13,30.5,56.5
E00016427,12.5,34.2,53.3
E00016431,23,29.5,47.5
E00016432,15.7,31.4,52.8
E00016436,14.2,33.2,52.6
E00016437,15.1,17,67.9
E00016438,13.4,41.7,44.9
E00016440,10.3,20.6,69.1
E00016441,13.8,50.8,35.4
E00016442,10.2,21.9,67.9
E00016722,8,28.7,63.3
E00016724,22.4,31.8,45.8
E00020298,16.1,26.6,57.3
E00020415,19.6,39.9,40.5
E00020416,11.6,31.5,56.8
E00020417,11.3,34.4,54.3
E00020418,10.4,38.4,51.2
E00020419,14.4,27.8,57.7
E00020421,12.1,32.2,55.7
E00020422,7.3,37.4,55.3
E00020423,16.7,25.5,57.8
E00020424,15.3,39.6,45
E00020425,37.1,19.9,43
E00020426,20,29.2,50.8
E00020427,18.4,40.3,41.3
E00020428,23.7,23.7,52.6
E00020429,24.2,28.2,47.6
E00020431,15.6,43.4,41
E00020432,11.5,33.1,55.4
E00020433,11.5,44.2,44.2
E00020434,14.2,33.3,52.5
E00020435,17.6,25.7,56.6
E00020436,12,39.1,48.9
E00020437,17.8,31.5,50.7
E00020439,9.9,25.4,64.8
E00020440,20.5,29.5,50
E00020442,15.5,24.5,60
E00020443,9.6,37.8,52.6
E00020444,16.7,22.8,60.5
E00020445,23.7,22.9,53.4
E00020447,13.1,36.3,50.6
E00020448,11.2,42.9,46
E00020449,13,29.6,57.4
E00020451,13.3,24.4,62.2
E00020452,23.3,44.7,32
E00020453,8.5,29.8,61.7
E00020454,18,30,52
E00020455,4.7,45.3,50
E00021218,18.1,25.1,56.7
E00021219,14.7,28.7,56.6
E00021220,9.4,32,58.6
E00021223,17.1,33.3,49.5
E00021224,21.7,26.9,51.4
E00021225,11.3,40.1,48.6
E00021227,14.8,30.3,54.9
E00021228,24.6,23.2,52.2
