geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00008155,60.3,39.7
E00008156,60.2,39.8
E00008158,62.3,37.7
E00008188,60.8,39.2
E00008189,53.7,46.3
E00008302,64.7,35.3
E00008305,69.1,30.9
E00016398,61.3,38.7
E00016402,48.9,51.1
E00016403,56.7,43.3
E00016404,52.7,47.3
E00016405,46.8,53.2
E00016407,39.8,60.2
E00016409,61.3,38.7
E00016410,64.8,35.2
E00016411,51.6,48.4
E00016412,61.6,38.4
E00016413,51.4,48.6
E00016414,65.3,34.7
E00016415,56.5,43.5
E00016416,49.3,50.7
E00016417,53.3,46.7
E00016419,53.4,46.6
E00016420,57.4,42.6
E00016421,53.9,46.1
E00016422,66.2,33.8
E00016423,57.8,42.2
E00016424,60.6,39.4
E00016426,51.5,48.5
E00016427,50.8,49.2
E00016431,54.3,45.7
E00016432,50.4,49.6
E00016436,52.2,47.8
E00016437,56.3,43.7
E00016438,32,68
E00016440,53.1,46.9
E00016441,45.1,54.9
E00016442,57.6,42.4
E00016722,60.6,39.4
E00016724,53.3,46.7
E00020298,51.9,48.1
E00020415,37.4,62.6
E00020416,45.4,54.6
E00020417,48.1,51.9
E00020418,73,27
E00020419,55.6,44.4
E00020421,69.5,30.5
E00020422,55.7,44.3
E00020423,63.4,36.6
E00020424,47.7,52.3
E00020425,41.2,58.8
E00020426,50.4,49.6
E00020427,54,46
E00020428,44.2,55.8
E00020429,54.3,45.7
E00020431,62.1,37.9
E00020432,53,47
E00020433,63.2,36.8
E00020434,64.3,35.7
E00020435,59,41
E00020436,53.9,46.1
E00020437,54.6,45.4
E00020439,80.7,19.3
E00020440,61,39
E00020442,68.8,31.2
E00020443,46.9,53.1
E00020444,54.3,45.7
E00020445,65.4,34.6
E00020447,60.1,39.9
E00020448,58.9,41.1
E00020449,56.1,43.9
E00020451,54.1,45.9
E00020452,45.9,54.1
E00020453,44.1,55.9
E00020454,45.3,54.7
E00020455,68.3,31.7
E00021218,54,46
E00021219,61.6,38.4
E00021220,41.7,58.3
E00021223,49.5,50.5
E00021224,45.5,54.5
E00021225,53.3,46.7
E00021227,52.7,47.3
E00021228,50.9,49.1
E00021229,59.1,40.9
E00021230,54.2,45.8
E00021231,67.5,32.5
E00021239,46.3,53.7
E00021240,39.7,60.3
E00021241,47.7,52.3
E00021243,55.1,44.9
E00021244,58.6,41.4
E00021245,54.4,45.6
E00021246,61.5,38.5
E00021247,62.9,37.1
E00021248,62.2,37.8
E00021249,55.8,44.2
E00021251,53.5,46.5
E00021252,38,62
E00021253,56.6,43.4
E00021254,45.3,54.7
E00021255,38.1,61.9
E00021256,38.7,61.3
E00021257,50,50
E00021258,68.7,31.3
E00021259,63.2,36.8
E00021422,53.7,46.3
E00021425,46.1,53.9
E00021426,54.9,45.1
E00021427,50.4,49.6
E00021510,30.7,69.3
E00021511,32.3,67.7
E00021516,57.5,42.5
E00021517,59.4,40.6
E00021518,52.4,47.6
E00021519,51.3,48.7
E00021520,46.8,53.2
E00021521,75.3,24.7
E00021522,61.3,38.7
E00021524,54.2,45.8
E00021525,38.3,61.7
E00021526,35.3,64.7
E00021527,48.9,51.1
E00021528,71.2,28.8
E00021529,51.5,48.5
E00021532,34.5,65.5
E00021533,48.7,51.3
E00021534,49.2,50.8
E00021536,52.2,47.8
E00021537,43.1,56.9
E00021539,34.8,65.2
E00021541,32.9,67.1
E00021542,32.9,67.1
E00021543,34.1,65.9
E00021544,39.6,60.4
E00021546,35.8,64.2
E00021547,51.3,48.7
E00021549,52.7,47.3
E00021550,57.5,42.5
E00021552,45,55
E00021553,66.1,33.9
E00021554,51.1,48.9
E00021555,57.2,42.8
E00021556,37.2,62.8
E00021557,39,61
E00167079,33.5,66.5
E00167080,59.5,40.5
E00167081,46.5,53.5
E00167110,35.9,64.1
E00167111,26.2,73.8
E00167113,54.1,45.9
E00167114,60,40
E00167116,55.3,44.7
E00167118,31.7,68.3
E00167119,46.5,53.5
E00167121,27.5,72.5
E00167122,39.7,60.3
E00167125,32.1,67.9
E00167131,46.6,53.4
E00167133,50.5,49.5
E00167134,41.7,58.3
E00167135,37,63
E00167137,28.8,71.2
E00167142,45.4,54.6
E00167145,34.1,65.9
E00167146,32.7,67.3
E00167147,65.7,34.3
E00167148,21.4,78.6
E00167149,37,63
E00167151,28.5,71.5
E00167152,24.3,75.7
E00167157,27.1,72.9
E00167158,30.2,69.8
E00167159,42.1,57.9
E00167162,30,70
E00167163,43.4,56.6
E00167164,53.3,46.7
E00167165,31.3,68.7
E00167170,33.9,66.1
E00167182,56.9,43.1
E00167183,32.6,67.4
E00167220,39.6,60.4
E00167248,16.4,83.6
E00167249,22.8,77.2
E00167250,60.8,39.2
E00167262,45.5,54.5
