geography_code,heating_type_3a-001,heating_type_3a-002
E00008155,1.6,98.4
E00008156,6.1,93.9
E00008158,0.8,99.2
E00008188,0.8,99.2
E00008189,1.9,98.1
E00008302,1.7,98.3
E00008305,2.2,97.8
E00016398,0.9,99.1
E00016402,1.6,98.4
E00016403,5.5,94.5
E00016404,3.5,96.5
E00016405,6.2,93.8
E00016407,7.9,92.1
E00016409,0,100
E00016410,0,100
E00016411,4.4,95.6
E00016412,1.1,98.9
E00016413,6.6,93.4
E00016414,1.5,98.5
E00016415,3.2,96.8
E00016416,3.8,96.2
E00016417,2.9,97.1
E00016419,2.5,97.5
E00016420,4.2,95.8
E00016421,5.9,94.1
E00016422,1.8,98.2
E00016423,3.4,96.6
E00016424,3.5,96.5
E00016426,3.8,96.2
E00016427,2.5,97.5
E00016431,4.9,95.1
E00016432,1.3,98.7
E00016436,1.6,98.4
E00016437,3.2,96.8
E00016438,6.9,93.1
E00016440,9.3,90.7
E00016441,4.9,95.1
E00016442,3.6,96.4
E00016722,2.6,97.4
E00016724,3.8,96.2
E00020298,4,96
E00020415,8.6,91.4
E00020416,2.7,97.3
E00020417,2.6,97.4
E00020418,2.4,97.6
E00020419,4.6,95.4
E00020421,2.6,97.4
E00020422,0,100
E00020423,1,99
E00020424,4.4,95.6
E00020425,6.6,93.4
E00020426,4.2,95.8
E00020427,9.6,90.4
E00020428,1.8,98.2
E00020429,2.5,97.5
E00020431,2.5,97.5
E00020432,4.2,95.8
E00020433,1.9,98.1
E00020434,0,100
E00020435,5.1,94.9
E00020436,7.4,92.6
E00020437,1.3,98.7
E00020439,2.1,97.9
E00020440,2.8,97.2
E00020442,2.8,97.2
E00020443,1.7,98.3
E00020444,2.8,97.2
E00020445,3.1,96.9
E00020447,1.8,98.2
E00020448,0,100
E00020449,4.2,95.8
E00020451,2.3,97.7
E00020452,1.9,98.1
E00020453,5,95
E00020454,3,97
E00020455,0.7,99.3
E00021218,2.8,97.2
E00021219,3.1,96.9
E00021220,1.1,98.9
E00021223,1.4,98.6
E00021224,4,96
E00021225,0.6,99.4
E00021227,3.3,96.7
E00021228,0.7,99.3
E00021229,2.6,97.4
E00021230,3.1,96.9
E00021231,0.9,99.1
E00021239,8.3,91.7
E00021240,4.8,95.2
E00021241,1.8,98.2
E00021243,3.9,96.1
E00021244,1.9,98.1
E00021245,0,100
E00021246,2.9,97.1
E00021247,1.8,98.2
E00021248,2.3,97.7
E00021249,1.1,98.9
E00021251,2.8,97.2
E00021252,0,100
E00021253,1.5,98.5
E00021254,2,98
E00021255,1.9,98.1
E00021256,3.2,96.8
E00021257,0,100
E00021258,2.8,97.2
E00021259,1.6,98.4
E00021422,1.2,98.8
E00021425,8.2,91.8
E00021426,1.8,98.2
E00021427,3.2,96.8
E00021510,6,94
E00021511,5.3,94.7
E00021516,7.5,92.5
E00021517,7.4,92.6
E00021518,6.1,93.9
E00021519,1,99
E00021520,3.1,96.9
E00021521,1.1,98.9
E00021522,0,100
E00021524,1.6,98.4
E00021525,8.5,91.5
E00021526,9.2,90.8
E00021527,11.5,88.5
E00021528,1.1,98.9
E00021529,3.1,96.9
E00021532,3.3,96.7
E00021533,1.6,98.4
E00021534,2.5,97.5
E00021536,1.7,98.3
E00021537,5.7,94.3
E00021539,12.4,87.6
E00021541,3,97
E00021542,17.4,82.6
E00021543,2.2,97.8
E00021544,3.3,96.7
E00021546,3.3,96.7
E00021547,3.9,96.1
E00021549,4.1,95.9
E00021550,3.8,96.2
E00021552,2.3,97.7
E00021553,0.8,99.2
E00021554,5,95
E00021555,4.4,95.6
E00021556,8.7,91.3
E00021557,6.3,93.8
E00167079,5.4,94.6
E00167080,2.3,97.7
E00167081,2.6,97.4
E00167110,4.8,95.2
E00167111,9.7,90.3
E00167113,2.9,97.1
E00167114,0.8,99.2
E00167116,2.7,97.3
E00167118,2.5,97.5
E00167119,5.5,94.5
E00167121,4.3,95.7
E00167122,6.1,93.9
E00167125,2.7,97.3
E00167131,1.5,98.5
E00167133,0,100
E00167134,5.3,94.7
E00167135,2.1,97.9
E00167137,5.1,94.9
E00167142,9.2,90.8
E00167145,7.5,92.5
E00167146,4.1,95.9
E00167147,4.1,95.9
E00167148,6.9,93.1
E00167149,7,93
E00167151,7.7,92.3
E00167152,3.2,96.8
E00167157,14.8,85.2
E00167158,6.2,93.8
E00167159,6.9,93.1
E00167162,7.4,92.6
E00167163,6.7,93.3
E00167164,3.7,96.3
E00167165,3.3,96.7
E00167170,1.3,98.7
E00167182,4.5,95.5
E00167183,1.5,98.5
E00167220,4.7,95.3
E00167248,3.8,96.2
E00167249,3.1,96.9
E00167250,13.7,86.3
E00167262,6.5,93.5
E00167488,2.3,97.7
E00167489,10.1,89.9
E00173943,5.8,94.2
E00173947,3.2,96.8
E00173948,3.9,96.1
E00176497,3.2,96.8
E00176500,3.4,96.6
E00176505,2.2,97.8
E00176535,4,96
E00176547,8,92
E00176579,1.3,98.7
E00176590,0,100
E00177519,2.7,97.3
E00177570,3.8,96.2
E00177580,5.7,94.3
E00177600,1.7,98.3
E00177617,2,98
E00177653,0.6,99.4
E00177661,4.5,95.5
E00182141,2.7,97.3
E00182162,3.1,96.9
E00182178,3.6,96.4
E00182199,0.8,99.2
E00182215,2.2,97.8
E00182218,1.6,98.4
E00182233,2.7,97.3
E00182238,0,100
E00182244,1.7,98.3
E00182250,1.6,98.4
E00182261,0.8,99.2
E00182362,0.8,99.2
E00182538,1.1,98.9
E00182551,3.2,96.8
E00182552,1.7,98.3
E00182556,3.6,96.4
E00182558,1,99
E00182563,1.9,98.1
E00182573,4.8,95.2
E00182593,1.5,98.5
E00182595,2.1,97.9
E00182598,1.9,98.1
E00182619,0,100
E00182623,0.6,99.4
E00182624,1.8,98.2
E00182625,0,100
E00182627,1.4,98.6
E00182629,1.7,98.3
E00182632,4.4,95.6
E00182633,0.6,99.4
E00183754,3.1,96.9
E00183773,2.6,97.4
E00183778,9.8,90.2
E00183780,3.8,96.2
E00183797,2.1,97.9
E00183818,0.9,99.1
E00183824,1.6,98.4
E00183832,3.4,96.6
E00183834,4,96
E00183844,4.5,95.5
E00183847,3.1,96.9
E00183848,6.4,93.6
E00183856,4.1,95.9
E00183860,2.2,97.8
E00183866,10.3,89.7
E00183867,2.9,97.1
E00183871,2,98
E00183875,0,100
E00183878,5.5,94.5
E00183882,1.2,98.8
E00183888,6.3,93.8
E00183890,1.8,98.2
E00183895,4.5,95.5
E00183925,2.7,97.3
E00183931,4.5,95.5
E00183934,4.1,95.9
E00183939,4.9,95.1
E00183948,0.9,99.1
E00183957,4.2,95.8
E00183958,2.9,97.1
E00183959,3,97
E00183965,0.9,99.1
E00183970,2.4,97.6
E00183984,1.3,98.7
E00183991,1.4,98.6
E00183995,6.1,93.9
E00184000,1.7,98.3
E00184008,4.1,95.9
E00184011,2.5,97.5
E00184038,1.8,98.2
E00184043,0,100
E00184045,3.2,96.8
E00184055,5.6,94.4
E00184067,1.7,98.3
E00184071,3,97
E00184074,1.7,98.3
E00184082,2.5,97.5
E00184083,2.4,97.6
E00184085,4.8,95.2
E00184092,2.5,97.5
E00184100,1.2,98.8
E00184101,6.7,93.3
E00184117,1.7,98.3
E00184130,2.5,97.5
