geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00032500,50.9,11.1,13.9,24.1
E00032508,53.3,17.8,10.3,18.7
E00032510,55.5,9.2,11.8,23.5
E00032511,55.7,9.3,13.4,21.6
E00032512,57.8,16.7,6.9,18.6
E00032513,57.6,10.8,12.9,18.7
E00032514,56.8,16.2,9.5,17.6
E00032515,63.3,11,9.2,16.5
E00032516,51.5,13.4,15.5,19.6
E00032517,49.6,13.7,16.5,20.1
E00032518,50.9,18.5,14.8,15.7
E00032520,48.1,18.3,8.7,25
E00032521,47.7,11,22.9,18.3
E00032522,46.2,17.9,11.5,24.4
E00032523,48.6,21.9,16.2,13.3
E00032524,53.3,11.2,21.5,14
E00032525,48.4,19.4,16.1,16.1
E00032526,47.6,15.5,19,17.9
E00032528,49.5,19.6,12.4,18.6
E00032529,45.9,12.8,17.4,23.9
E00032530,42.8,17.9,19.7,19.7
E00032531,53.4,9.6,15.1,21.9
E00032532,50,16.1,16.9,16.9
E00032533,49,21.1,15.6,14.3
E00032534,46.5,10.9,18.6,24
E00032607,38.8,20.4,15.5,25.2
E00032608,46.9,18.5,17.7,16.9
E00032609,50.8,12.5,15,21.7
E00032610,49.5,20.8,12.9,16.8
E00032611,47.7,14.1,18,20.3
E00032612,60.4,16.5,11,12.1
E00032613,40.8,24.2,15.8,19.2
E00032614,46.8,21,22.6,9.7
E00032615,49.5,15.6,18.3,16.5
E00032616,54.5,16.8,16.8,11.9
E00032617,37,21.5,23.7,17.8
E00032618,51.3,15.5,16.6,16.6
E00032619,61.5,10.8,12.8,14.9
E00032620,57.6,14.1,18.8,9.4
E00032621,55.3,16.7,10.5,17.5
E00032622,45.1,15.9,15,23.9
E00032623,48.1,13.6,14.8,23.5
E00032624,50.5,17.8,17.8,13.9
E00032625,58.1,15.1,12.8,14
E00032626,56,11,5.5,27.5
E00032629,30.8,25.6,26.5,17.1
E00032630,35.3,17.3,34.6,12.8
E00032631,34.8,17.2,29.1,18.9
E00032632,40.4,19.9,20.5,19.3
E00032633,42,12.2,18.3,27.5
E00032634,38.7,21.9,21.9,17.4
E00032635,38.5,13.8,24.6,23.1
E00032636,46.2,21.2,11.5,21.2
E00032648,27.9,13.9,39.3,18.9
E00032669,51.8,20.4,8.8,19
E00032670,47.9,21,14.3,16.8
E00032671,48.8,14,13.2,24
E00032672,44.6,19.6,19.6,16.1
E00032673,46.8,13.7,21,18.5
E00032674,56.5,14.8,11.1,17.6
E00032675,57.7,21.2,8.7,12.5
E00032676,39.5,19.3,23.7,17.5
E00032677,45.9,18.5,15.1,20.5
E00032678,52.8,15.4,21.1,10.6
E00032679,49.5,12.1,16.5,22
E00032680,50.5,16.2,19.2,14.1
E00032681,44.9,11.6,13,30.4
E00032682,50,19.8,11.1,19
E00032683,53.9,19.7,17.1,9.2
E00032684,36.9,24.6,9.2,29.2
E00032685,43.3,26.8,11.3,18.6
E00032710,49.5,26.8,7.2,16.5
E00032711,39.1,24.1,20.3,16.5
E00032712,29.1,19.4,25.2,26.2
E00032713,34.7,21.3,30.7,13.3
E00032714,41.9,23.1,20.6,14.4
E00032715,38.7,22.6,18.3,20.4
E00032716,31.6,24.8,19.5,24.1
E00032717,42.5,25,15,17.5
E00032718,35.9,19.9,21.8,22.4
E00032719,42.6,22.2,20.4,14.8
E00032720,33.7,24.3,31.2,10.9
E00032721,41.6,21.6,20,16.8
E00032722,41.3,19.3,20.2,19.3
E00032723,43.2,24.6,12.6,19.7
