geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00032500,30.5,36.4,20.8,12.3,0
E00032508,33,28.3,25.5,13.2,0
E00032510,25.2,35.8,27.6,10.6,0.8
E00032511,24.1,35.2,26.9,13.9,0
E00032512,22.7,31.3,31.3,14.8,0
E00032513,36.4,28.6,24,10.4,0.6
E00032514,31.6,21.9,25.4,20.2,0.9
E00032515,30.1,34.2,25.3,8.9,1.4
E00032516,32.4,32.4,24.1,10.2,0.9
E00032517,23,38.5,28,9.9,0.6
E00032518,24.6,39.9,21,13,1.4
E00032520,25.8,34.7,27.4,12.1,0
E00032521,32,44.3,20.6,2.1,1
E00032522,28.6,25,25,21.4,0
E00032523,32.7,32.7,26.9,6.7,1
E00032524,30.6,32.4,25.9,11.1,0
E00032525,26,39,22,13,0
E00032526,26.5,35.3,24.5,12.7,1
E00032528,29.2,35.4,24.8,9.7,0.9
E00032529,32.2,29.6,23.5,14.8,0
E00032530,50.3,29.2,14.6,5.8,0
E00032531,26.1,31.5,21.7,19.6,1.1
E00032532,28.2,38.7,18.3,14.8,0
E00032533,35.1,27.6,32.1,5.2,0
E00032534,23.8,31.1,29.8,14.6,0.7
E00032607,24.3,31.6,28.7,14.7,0.7
E00032608,36.5,30.2,27,6.3,0
E00032609,25.4,36.5,25.4,12.7,0
E00032610,23.5,34.8,27.3,13.6,0.8
E00032611,20.3,27.4,33.5,18.4,0.5
E00032612,31.5,26.2,29.2,11.5,1.5
E00032613,38,29.5,26.4,6.2,0
E00032614,27.4,35.6,20.5,15.1,1.4
E00032615,18.6,41.5,25.4,14.4,0
E00032616,24.8,41.8,24.1,7.8,1.4
E00032617,47.1,32.8,18.5,1.7,0
E00032618,38.7,34.4,20.9,6.1,0
E00032619,30.6,26.9,29.9,12.7,0
E00032620,33.7,29.8,20.2,16.3,0
E00032621,25.9,32,27.2,14.3,0.7
E00032622,34.1,30.1,25.2,9.8,0.8
E00032623,23.3,30.1,28.8,17.8,0
E00032624,33.1,33.1,24,9.1,0.8
E00032625,17.6,34.5,26.9,21,0
E00032626,23.9,32.4,21.8,20.4,1.4
E00032629,47.5,33.6,10.7,6.6,1.6
E00032630,49.6,35.1,15.3,0,0
E00032631,57.4,30.1,9.7,2.8,0
E00032632,32.2,37.1,19.6,10.5,0.7
E00032633,32.6,34.8,20,11.1,1.5
E00032634,45.7,32.3,18.9,3.1,0
E00032635,32.8,33.6,26.6,7,0
E00032636,31.3,35.7,23.2,8,1.8
E00032648,47.7,36,13.5,2.7,0
E00032669,28.1,33.6,22.6,14.4,1.4
E00032670,40.9,37,17.3,3.9,0.8
E00032671,29.1,29.8,27.7,12.1,1.4
E00032672,24.6,30.3,28.2,16.2,0.7
E00032673,27.5,36.7,22.5,13.3,0
E00032674,29.3,30.9,27.6,12.2,0
E00032675,25.6,28.9,24,21.5,0
E00032676,21.5,39.7,28.9,9.9,0
E00032677,33.3,26.7,27.4,11.1,1.5
E00032678,45.7,32.4,18.1,3.8,0
E00032679,30.7,34.7,22.8,11.9,0
E00032680,40.8,30.6,20.4,8.2,0
E00032681,20.8,37.7,24.5,16,0.9
E00032682,23.6,30.4,32.5,13.6,0
E00032683,33.3,29.8,20.2,16.7,0
E00032684,23,36.8,23,17.2,0
E00032685,25,36.4,24.2,13.6,0.8
E00032710,32.2,29.7,26.3,11.9,0
E00032711,37.2,43.8,14.9,4.1,0
E00032712,37.5,36.6,22.3,3.6,0
E00032713,39.8,38.2,17.9,4.1,0
E00032714,38.6,36.7,22.9,1.8,0
E00032715,33.6,30.7,30.7,5.1,0
E00032716,32.3,31.7,25.6,9.1,1.2
E00032717,37.8,37.8,16.8,6.7,0.8
E00032718,43.3,33.9,19.7,3.1,0
E00032719,33.1,30.8,20.8,15.4,0
E00032720,55.1,32.6,11.2,1.1,0
E00032721,39.3,29.5,22.3,8.9,0
E00032722,36.5,32.1,27,3.6,0.7
E00032723,36.3,26.5,21.9,14,1.4
E00032724,38.6,33.6,25,2.9,0
E00032725,27.6,35,26.8,10.6,0
E00032726,28.3,42.1,17.6,10.7,1.3
E00032727,65.3,24.6,7.7,2.4,0
E00032729,27,40.5,21.4,10.3,0.8
E00032730,26.6,29.8,31.5,12.1,0
E00032731,27,31.1,33.6,7.4,0.8
E00032889,28.8,35.6,20.2,15.4,0
E00032890,47.7,38.6,12.9,0.8,0
E00032891,43.5,37.9,13.7,4.8,0
E00032893,43.2,33.8,20.9,2,0
E00032894,32,36.6,22.2,9.2,0
E00032895,57.2,22.4,12.4,7.5,0.5
E00032896,26.3,30.5,33.1,10.2,0
