geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00032500,56.5,36.4,6.5,0.6
E00032508,38.9,46.3,11.1,3.7
E00032510,46.3,40.7,8.9,4.1
E00032511,53.2,33.9,10.1,2.8
E00032512,51.2,36.4,12.4,0
E00032513,32,51.6,15.7,0.7
E00032514,52.1,38.5,8.5,0.9
E00032515,45.5,40.6,10.5,3.5
E00032516,39.1,40,17.3,3.6
E00032517,45,43.1,11.3,0.6
E00032518,50.7,37,10.1,2.2
E00032520,48.8,38.2,13,0
E00032521,31.3,45.5,19.2,4
E00032522,43.6,35.5,17.4,3.5
E00032523,39,42.9,15.2,2.9
E00032524,38,42.6,13,6.5
E00032525,41.8,45.1,10.7,2.5
E00032526,56.2,30.5,10.5,2.9
E00032528,55.3,32.5,8.8,3.5
E00032529,40.7,40.7,15.3,3.4
E00032530,29,41.4,27.2,2.4
E00032531,47.4,32.6,18.9,1.1
E00032532,39.4,40.8,16.2,3.5
E00032533,31.3,44.3,18.3,6.1
E00032534,46.6,35.8,13.5,4.1
E00032607,51.1,38.5,8.1,2.2
E00032608,32.3,44.1,21.3,2.4
E00032609,48.8,35.4,12.6,3.1
E00032610,48.9,37.8,11.1,2.2
E00032611,61.2,25.7,12.1,0.9
E00032612,57.8,28.1,12.6,1.5
E00032613,38.5,43.1,13.8,4.6
E00032614,47.9,35.6,12.3,4.1
E00032615,44.4,33.3,16.2,6
E00032616,45.7,39.1,12.3,2.9
E00032617,20.7,42.1,32.2,5
E00032618,33.1,44.2,20.2,2.5
E00032619,45.5,32.8,17.9,3.7
E00032620,55.8,35.6,6.7,1.9
E00032621,51.4,37,9.6,2.1
E00032622,47.5,36.1,15.6,0.8
E00032623,61.6,30.8,7.5,0
E00032624,47.1,39.7,12.4,0.8
E00032625,54.7,32.5,12,0.9
E00032626,55.6,31,9.9,3.5
E00032629,13.2,41.3,28.9,16.5
E00032630,6.9,34.4,41.2,17.6
E00032631,5.7,37.4,43.1,13.8
E00032632,25.9,39.9,25.2,9.1
E00032633,31.1,37,24.4,7.4
E00032634,14.4,40.8,35.2,9.6
E00032635,26.2,48.5,16.2,9.2
E00032636,20.7,44.1,28.8,6.3
E00032648,3.6,39.1,40,17.3
E00032669,48.6,38.4,10.3,2.7
E00032670,47.2,44.9,7.1,0.8
E00032671,47.5,36.2,14.2,2.1
