geography_code,in_full_time_education-001,in_full_time_education-002
E00032500,9.8,90.2
E00032508,25.7,74.3
E00032510,22.9,77.1
E00032511,29.5,70.5
E00032512,17.4,82.6
E00032513,28,72
E00032514,17.8,82.2
E00032515,28.3,71.7
E00032516,16.4,83.6
E00032517,17.5,82.5
E00032518,20.8,79.2
E00032520,19.2,80.8
E00032521,18.5,81.5
E00032522,18.9,81.1
E00032523,23.3,76.7
E00032524,16,84
E00032525,25.8,74.2
E00032526,19.3,80.7
E00032528,20.2,79.8
E00032529,15.6,84.4
E00032530,22.8,77.2
E00032531,10.3,89.7
E00032532,18.6,81.4
E00032533,20.1,79.9
E00032534,23.8,76.2
E00032607,18.8,81.3
E00032608,16.7,83.3
E00032609,21.4,78.6
E00032610,21.6,78.4
E00032611,19,81
E00032612,23.1,76.9
E00032613,20.3,79.7
E00032614,16.4,83.6
E00032615,17.9,82.1
E00032616,22.5,77.5
E00032617,14.1,85.9
E00032618,22.4,77.6
E00032619,24.4,75.6
E00032620,20.7,79.3
E00032621,26,74
E00032622,21.5,78.5
E00032623,19.9,80.1
E00032624,18.6,81.4
E00032625,19.8,80.2
E00032626,16.6,83.4
E00032629,9.2,90.8
E00032630,16.7,83.3
E00032631,19.3,80.7
E00032632,17.8,82.2
E00032633,14.2,85.8
E00032634,17.1,82.9
E00032635,18,82
E00032636,16.6,83.4
E00032648,16,84
E00032669,23.3,76.7
E00032670,15.6,84.4
E00032671,20.7,79.3
E00032672,24,76
E00032673,24.3,75.7
E00032674,19.8,80.2
E00032675,28.2,71.8
E00032676,29.2,70.8
E00032677,20.6,79.4
E00032678,12,88
E00032679,24.1,75.9
E00032680,20.4,79.6
E00032681,14,86
E00032682,31.1,68.9
E00032683,6.5,93.5
E00032684,14.1,85.9
E00032685,26.5,73.5
E00032710,23.5,76.5
E00032711,8.7,91.3
E00032712,10,90
E00032713,13.9,86.1
E00032714,11.1,88.9
E00032715,10,90
E00032716,12.7,87.3
E00032717,10.8,89.2
E00032718,14.5,85.5
E00032719,11.8,88.2
E00032720,17.5,82.5
E00032721,13.4,86.6
E00032722,11.7,88.3
E00032723,20.8,79.2
E00032724,9.1,90.9
E00032725,27,73
E00032726,21.1,78.9
E00032727,15.4,84.6
E00032729,19.7,80.3
E00032730,22.5,77.5
E00032731,8.9,91.1
E00032889,25.2,74.8
E00032890,15.7,84.3
E00032891,19.1,80.9
E00032893,13.1,86.9
E00032894,25.2,74.8
E00032895,22.5,77.5
E00032896,26.1,73.9
E00032897,20.9,79.1
E00032898,29.8,70.3
E00032899,32.4,67.6
E00032900,14.5,85.5
E00032902,17.1,82.9
E00032903,19.3,80.7
E00032904,16,84
E00032905,15.4,84.6
E00032906,29.4,70.6
E00032907,18.1,81.9
E00032908,22,78
E00032910,23.6,76.4
E00032911,26.8,73.2
E00032961,16.5,83.5
E00032962,24.6,75.4
E00032963,20.5,79.5
E00032964,10.8,89.2
E00032965,20.1,79.9
