areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00000181,15,34.2,20.8,30
E00000184,20,28.3,16.7,35
E00000185,15.7,25.9,23.1,35.2
E00000189,28.1,28.1,21.9,21.9
E00000191,28.7,32.6,20.2,18.6
E00000192,24.2,21.1,28.1,26.6
E00000193,23.5,31.1,18.2,27.3
E00000194,22.7,28.9,18,30.5
E00000195,20.7,28.1,23,28.1
E00000196,38.6,25,14.3,22.1
E00000197,16.4,24.1,20.7,38.8
E00000514,18.5,14.8,27.8,38.9
E00000538,16.5,30.1,14.6,38.8
E00011205,18.3,25.8,15,40.8
E00011206,24.8,24.8,21.3,29.2
E00011207,15.1,23.8,19.8,41.3
E00011228,82.1,16.3,0.8,0.8
E00011239,24,29.2,24,22.9
E00011245,33.8,35.9,13.4,16.9
E00011246,14,29.5,14.7,41.9
E00011247,25.4,30.2,19.8,24.6
E00011248,18,31.1,23,27.9
E00011249,32,34.4,17.2,16.4
E00011250,17.2,29.7,14.8,38.3
E00011251,26.9,39.6,14.9,18.7
E00011252,16,33.6,19.2,31.2
E00011253,14,35,16.1,35
E00011254,14,21.7,17.8,46.5
E00011255,19.7,37,16.5,26.8
E00011256,20.2,30.7,19.3,29.8
E00011257,23.8,33.8,16.2,26.2
E00011258,33.9,32.2,12.7,21.2
E00011259,19.8,24.6,28.6,27
E00011260,72.2,21.4,5.6,0.8
E00011261,17.5,35,12.5,35
E00011262,25.4,35.5,15.9,23.2
E00011263,25.3,43.2,15.8,15.8
E00011264,27.3,30.5,21.1,21.1
E00011265,16.4,41.4,16.4,25.9
E00011266,26.9,30.3,26.1,16.8
E00011267,24.8,39.5,19.4,16.3
E00011268,20.3,33.1,16.9,29.7
E00011269,19.9,35.8,19.2,25.2
E00011270,23.4,29.7,19.5,27.3
E00011271,23.7,25.9,22.2,28.1
E00011272,25,36.1,18.5,20.4
E00011273,20.3,42.1,14.3,23.3
E00011274,20.5,24.8,22.2,32.5
E00011275,33.3,26.7,26.7,13.3
E00011276,25.2,25.2,24.4,25.2
E00011277,24.6,25.4,19.8,30.2
E00011278,26.4,25.5,15.1,33
E00011279,44.9,20.4,12.2,22.4
E00011280,28.2,32.5,14.5,24.8
E00011281,26.7,34.2,22.5,16.7
E00011282,23.7,38.2,19.1,19.1
E00011283,26.3,38.1,17.8,17.8
E00011284,24.5,36,15.8,23.7
E00011285,21.4,39.7,18.3,20.6
E00011286,23.2,36.8,11.2,28.8
E00011287,23.3,26.4,18.9,31.4
E00011288,23.8,31.5,19.2,25.4
E00011289,52.2,25.4,10.9,11.6
E00011290,21.8,34.5,14.8,28.9
E00011291,28.5,23.1,18.5,30
E00011292,35.1,31.6,11.4,21.9
E00011293,22.6,29,25.8,22.6
E00011294,15.7,39.6,20.9,23.9
E00011295,27.2,35.1,15.8,21.9
E00011296,19.5,25.8,18.8,35.9
E00011297,21.7,23.2,19.6,35.5
E00011299,23,23,21.3,32.8
E00011300,14.1,34.5,14.1,37.3
E00011301,15.8,31.7,28.3,24.2
E00011302,17.6,30.4,19.2,32.8
E00011303,31.6,27.8,15.2,25.3
E00011304,23.8,35,17.5,23.8
E00011305,24.3,32.4,22.3,20.9
E00011306,18.1,32.8,17.2,31.9
E00011307,28.8,27.1,20.3,23.7
E00011308,20.2,23.5,24.4,31.9
E00011309,19.7,26.5,23.1,30.8
E00011310,64.8,15.7,13.9,5.6
E00011311,21.1,30.5,25.8,22.7
E00011312,25.9,36.6,18.8,18.8
E00011313,22.8,36.2,23.6,17.3
E00011314,16.9,28.2,25,29.8
E00011315,27,36.5,15.7,20.9
E00011316,25.6,24.1,22.6,27.8
E00011317,33.9,33.1,11,22
E00011318,32.2,26.6,15.4,25.9
E00011319,16.2,28.2,20.5,35
E00011320,59.4,21.7,5.8,13
E00011321,36.8,36.8,12,14.4
E00011322,33.8,29.6,14.1,22.5
E00011323,48.7,26.9,10.1,14.3
E00011324,16.9,38.7,12.9,31.5
E00011325,17.8,39.9,18.3,23.9
E00011326,8.9,48,13,30.1
E00011327,37.3,27,9.5,26.2
E00011328,31.1,31.1,20.2,17.6
E00011329,24,32.8,18.4,24.8
E00011330,19.2,36,19.2,25.6
E00011331,21,39.5,19.2,20.4
E00011332,60.3,25.5,7.1,7.1
E00011333,8.9,27.4,20,43.7
E00011334,25,29.2,22.2,23.6
E00011335,14.5,42.7,13.6,29.1
E00011336,26.6,29.7,14.1,29.7
E00011337,13,39.7,21.4,26
E00011338,24.6,36.1,17.2,22.1
E00011339,18.5,26.9,21,33.6
E00011340,21.7,39.2,16.7,22.5
E00011341,13.2,36.4,21.5,28.9
E00011342,23.7,47.4,13.3,15.6
E00011343,15.4,30.1,14.7,39.7
E00011344,18.2,31.8,15.2,34.8
E00011345,19.4,30.2,15.1,35.3
E00011346,24.8,34.4,19.2,21.6
E00011347,28.3,29.4,22.8,19.4
E00011348,19.8,35.9,14.5,29.8
E00011349,38.5,22.2,13.7,25.6
E00011350,20.5,31.1,18.9,29.5
E00011351,26.1,27.7,19.3,26.9
E00011352,18.8,21.1,18.8,41.4
